kept_index,curve_id,doi,doi_dir,top_dir,figure_folder,figure_label,figure_short,panel_letter,series_id,legend_hint,csv_path,max_x_hours,abs_max_pce,pce_at_200h,norm_pce_at_200h,delta_pce_rel_pct,max_pce_source,max_pce_bin,max_pce_bin_index,max_pce_bin_absolute,max_pce_bin_absolute_index,som_cluster_id,som_coord
0,0,10.1002/adfm.201705545,10.1002_adfm.201705545,x_time_day,Fig11_B_stability_performance_curve,Fig11_B,Fig11,_B,Series_1,PSC-0.1,x_time_day/10.1002_adfm.201705545/Fig11_B_stability_performance_curve/accepted/10.1002_adfm.201705545__Fig11__B__stability_performance_curve__PSC-0.1__Series_1.csv,1080.5322531448196,0.9901769280905162,0.956631301659102,0.9788256883621216,2.117431163787842,pre-normalised,Q1,0,n/a,-1,0,"(0,0)"
1,1,10.1002/adfm.201705545,10.1002_adfm.201705545,x_time_day,Fig11_B_stability_performance_curve,Fig11_B,Fig11,_B,Series_2,PSC-0,x_time_day/10.1002_adfm.201705545/Fig11_B_stability_performance_curve/accepted/10.1002_adfm.201705545__Fig11__B__stability_performance_curve__PSC-0__Series_2.csv,779.091546106971,0.9927573608929325,0.8843791831914409,0.9063436388969421,9.365635871887207,pre-normalised,Q1,0,n/a,-1,0,"(0,0)"
2,2,10.1002/adfm.201705545,10.1002_adfm.201705545,x_time_day,Fig11_B_stability_performance_curve,Fig11_B,Fig11,_B,Series_3,PSC-0.25,x_time_day/10.1002_adfm.201705545/Fig11_B_stability_performance_curve/accepted/10.1002_adfm.201705545__Fig11__B__stability_performance_curve__PSC-0.25__Series_3.csv,1080.5322531448196,1.000498659300182,1.000498659300182,1.0,0.0,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
3,3,10.1002/adfm.201705545,10.1002_adfm.201705545,x_time_day,Fig11_B_stability_performance_curve,Fig11_B,Fig11,_B,Series_4,PSC-0.5,x_time_day/10.1002_adfm.201705545/Fig11_B_stability_performance_curve/accepted/10.1002_adfm.201705545__Fig11__B__stability_performance_curve__PSC-0.5__Series_4.csv,1061.9248020931004,1.000498659300182,0.9927573608929325,0.9972389340400696,0.276106595993042,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
4,4,10.1002/adfm.201801654,10.1002_adfm.201801654,x_time_day,Fig4_F_stability_performance_curve_pce,Fig4_F,Fig4,_F,Series_1,Control_MAPbl,x_time_day/10.1002_adfm.201801654/Fig4_F_stability_performance_curve_pce/accepted/10.1002_adfm.201801654__Fig4__F__stability_performance_curve_pce__Control_MAPbl__Series_1.csv,472.1406535947548,1.0035646390205453,0.8025908678996803,0.8064695000648499,19.353050231933594,pre-normalised,Q3,2,n/a,-1,2,"(1,0)"
5,5,10.1002/adfm.201804128,10.1002_adfm.201804128,x_time_day,Fig8_C_stability_performance_curve_decay,Fig8_C,Fig8,_C,Series_1,V_oc,x_time_day/10.1002_adfm.201804128/Fig8_C_stability_performance_curve_decay/accepted/10.1002_adfm.201804128__Fig8__C__stability_performance_curve_decay__V_oc__Series_1.csv,461.442926530406,1.0021300391283965,0.8439733285880335,0.8507741689682007,14.922582626342773,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
6,6,10.1002/adfm.201804128,10.1002_adfm.201804128,x_time_day,Fig8_C_stability_performance_curve_decay,Fig8_C,Fig8,_C,Series_2,PCE,x_time_day/10.1002_adfm.201804128/Fig8_C_stability_performance_curve_decay/accepted/10.1002_adfm.201804128__Fig8__C__stability_performance_curve_decay__PCE__Series_2.csv,481.6251742598081,0.9988690760244715,0.8032112897889709,0.8227353692054749,17.726463317871094,pre-normalised,Q2,1,n/a,-1,2,"(1,0)"
7,7,10.1002/adfm.201804128,10.1002_adfm.201804128,x_time_day,Fig8_C_stability_performance_curve_decay,Fig8_C,Fig8,_C,Series_3,FF,x_time_day/10.1002_adfm.201804128/Fig8_C_stability_performance_curve_decay/accepted/10.1002_adfm.201804128__Fig8__C__stability_performance_curve_decay__FF__Series_3.csv,470.41281441014036,1.0021300391283965,0.9956081129205465,0.9935652017593384,0.6434798240661621,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
8,8,10.1002/adfm.201804128,10.1002_adfm.201804128,x_time_day,Fig8_C_stability_performance_curve_decay,Fig8_C,Fig8,_C,Series_4,J_sc,x_time_day/10.1002_adfm.201804128/Fig8_C_stability_performance_curve_decay/accepted/10.1002_adfm.201804128__Fig8__C__stability_performance_curve_decay__J_sc__Series_4.csv,470.41281441014036,1.003760520680359,0.9532155925695214,0.9528852701187134,4.711472988128662,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
9,9,10.1002/adfm.201807024,10.1002_adfm.201807024,x_time_day,Fig6_D_pce,Fig6_D,Fig6,_D,Series_1,0_MASCN,x_time_day/10.1002_adfm.201807024/Fig6_D_pce/accepted/10.1002_adfm.201807024__Fig6__D__pce__0_MASCN__Series_1.csv,428.0615236986405,0.9967099413295936,0.8299149222274049,0.8685272932052612,13.147270202636719,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
10,10,10.1002/adfm.201807556,10.1002_adfm.201807556,x_time_day,Fig6_A_stability_performance_curve_ff,Fig6_A,Fig6,_A,Series_1,PTAA-controlled,x_time_day/10.1002_adfm.201807556/Fig6_A_stability_performance_curve_ff/accepted/10.1002_adfm.201807556__Fig6__A__stability_performance_curve_ff__PTAA-controlled__Series_1.csv,715.764490764621,14.786920046362956,14.170506540131036,0.9651162028312683,3.488379716873169,absolute,Q5,4,Q2,1,0,"(0,0)"
11,11,10.1002/adfm.201807556,10.1002_adfm.201807556,x_time_day,Fig6_A_stability_performance_curve_ff,Fig6_A,Fig6,_A,Series_2,PEDOT_PSS-controlled,x_time_day/10.1002_adfm.201807556/Fig6_A_stability_performance_curve_ff/accepted/10.1002_adfm.201807556__Fig6__A__stability_performance_curve_ff__PEDOT_PSS-controlled__Series_2.csv,714.4579120924284,13.656828618271103,12.1157948526913,0.8976570963859558,10.23429012298584,absolute,Q5,4,Q2,1,0,"(0,0)"
12,12,10.1002/adfm.201807556,10.1002_adfm.201807556,x_time_day,Fig6_A_stability_performance_curve_ff,Fig6_A,Fig6,_A,Series_3,TFB-controlled,x_time_day/10.1002_adfm.201807556/Fig6_A_stability_performance_curve_ff/accepted/10.1002_adfm.201807556__Fig6__A__stability_performance_curve_ff__TFB-controlled__Series_3.csv,713.151333420236,20.28327381026425,19.25591796654438,0.9519333839416504,4.806661605834961,absolute,Q5,4,Q4,3,0,"(0,0)"
13,13,10.1002/adfm.201807604,10.1002_adfm.201807604,x_time_day,Fig5_A_stability,Fig5_A,Fig5,_A,Series_1,AD-SnO₂,x_time_day/10.1002_adfm.201807604/Fig5_A_stability/accepted/10.1002_adfm.201807604__Fig5__A__stability__AD-SnO₂__Series_1.csv,711.6297106558856,1.0015454534902426,0.8348053935327043,0.8386141061782837,16.13858985900879,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
14,14,10.1002/adfm.201807604,10.1002_adfm.201807604,x_time_day,Fig5_A_stability,Fig5_A,Fig5,_A,Series_2,TA-SnO2,x_time_day/10.1002_adfm.201807604/Fig5_A_stability/accepted/10.1002_adfm.201807604__Fig5__A__stability__TA-SnO2__Series_2.csv,715.2090049529761,1.0038295639006198,0.967283797334584,0.9658816456794739,3.4118354320526123,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
15,15,10.1002/adfm.201807850,10.1002_adfm.201807850,x_time_day,Fig7_E_stability_performance_curve,Fig7_E,Fig7,_E,Series_1,w_o_NbF₅,x_time_day/10.1002_adfm.201807850/Fig7_E_stability_performance_curve/accepted/10.1002_adfm.201807850__Fig7__E__stability_performance_curve__w_o_NbF₅__Series_1.csv,644.7215216464197,1.000937061897242,0.6879160451388475,0.7319800853729248,26.801990509033203,pre-normalised,Q2,1,n/a,-1,2,"(1,0)"
16,16,10.1002/adfm.201900221,10.1002_adfm.201900221,x_time_day,Fig5_D_stability_performance_curve_pce,Fig5_D,Fig5,_D,Series_1,PEAI,x_time_day/10.1002_adfm.201900221/Fig5_D_stability_performance_curve_pce/accepted/10.1002_adfm.201900221__Fig5__D__stability_performance_curve_pce__PEAI__Series_1.csv,941.2070503990398,1.0032418745498535,0.8997266765471803,0.8967281579971313,10.327184677124023,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
17,17,10.1002/adfm.201900221,10.1002_adfm.201900221,x_time_day,Fig5_D_stability_performance_curve_pce,Fig5_D,Fig5,_D,Series_2,F-PEAI,x_time_day/10.1002_adfm.201900221/Fig5_D_stability_performance_curve_pce/accepted/10.1002_adfm.201900221__Fig5__D__stability_performance_curve_pce__F-PEAI__Series_2.csv,944.4458657251848,1.0052715843146118,0.9849744866670288,0.979791522026062,2.020847797393799,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
18,18,10.1002/adfm.202000778,10.1002_adfm.202000778,x_time_day,Fig6_C_stability_performance_curve,Fig6_C,Fig6,_C,Series_1,MAPbI₃,x_time_day/10.1002_adfm.202000778/Fig6_C_stability_performance_curve/accepted/10.1002_adfm.202000778__Fig6__C__stability_performance_curve__MAPbI₃__Series_1.csv,1421.746773647823,1.0025759555537936,0.9818719656853425,0.9813843965530396,1.861560344696045,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
19,19,10.1002/adfm.202000778,10.1002_adfm.202000778,x_time_day,Fig6_D_stability_performance_curve_pce,Fig6_D,Fig6,_D,Series_2,MAPbI₃,x_time_day/10.1002_adfm.202000778/Fig6_D_stability_performance_curve_pce/accepted/10.1002_adfm.202000778__Fig6__D__stability_performance_curve_pce__MAPbI₃__Series_2.csv,379.5450696316611,1.0042767577597138,0.3498209707516833,0.3480202853679657,65.19796752929688,pre-normalised,Q3,2,n/a,-1,1,"(0,1)"
20,20,10.1002/adfm.202001418,10.1002_adfm.202001418,x_time_day,Fig6_A_stability_performance_curve_pce,Fig6_A,Fig6,_A,Series_1,T—ITO_PCgBM,x_time_day/10.1002_adfm.202001418/Fig6_A_stability_performance_curve_pce/accepted/10.1002_adfm.202001418__Fig6__A__stability_performance_curve_pce__T—ITO_PCgBM__Series_1.csv,1430.2845978906903,1.001511536120638,0.9272376199678153,0.9260675311088562,7.393246650695801,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
21,21,10.1002/adfm.202001557,10.1002_adfm.202001557,x_time_day,Fig4_B_pce,Fig4_B,Fig4,_B,Series_1,perovskite,x_time_day/10.1002_adfm.202001557/Fig4_B_pce/accepted/10.1002_adfm.202001557__Fig4__B__pce__perovskite__Series_1.csv,235.32858520138768,107.03017785254426,88.47439388590746,0.822937548160553,17.70624542236328,absolute,Q5,4,Q5,4,2,"(1,0)"
22,22,10.1002/adfm.202004209,10.1002_adfm.202004209,x_time_day,Fig11_C_stability_performance_curve_pce,Fig11_C,Fig11,_C,Series_2,SnO2,x_time_day/10.1002_adfm.202004209/Fig11_C_stability_performance_curve_pce/accepted/10.1002_adfm.202004209__Fig11__C__stability_performance_curve_pce__SnO2__Series_2.csv,679.9328994401402,19.038434204796012,14.350554565029878,0.7539203763008118,24.607961654663086,absolute,Q5,4,Q4,3,2,"(1,0)"
23,23,10.1002/adfm.202008052,10.1002_adfm.202008052,x_time_day,Fig7_G_decay,Fig7_G,Fig7,_G,Series_1,W_o_MoOx,x_time_day/10.1002_adfm.202008052/Fig7_G_decay/accepted/10.1002_adfm.202008052__Fig7__G__decay__W_o_MoOx__Series_1.csv,578.8071208605594,0.9994251330081955,0.9420224596766626,0.9481772184371948,5.182278156280518,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
24,24,10.1002/adfm.202008052,10.1002_adfm.202008052,x_time_day,Fig7_G_decay,Fig7_G,Fig7,_G,Series_2,W_MoOx,x_time_day/10.1002_adfm.202008052/Fig7_G_decay/accepted/10.1002_adfm.202008052__Fig7__G__decay__W_MoOx__Series_2.csv,712.8626853356363,1.007825524227444,0.982624350569698,0.9765742421150208,2.342575788497925,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
25,25,10.1002/adfm.202101568,10.1002_adfm.202101568,x_time_day,Fig6_F_stability_performance_curve_pce,Fig6_F,Fig6,_F,Series_2,Without_HOCP,x_time_day/10.1002_adfm.202101568/Fig6_F_stability_performance_curve_pce/accepted/10.1002_adfm.202101568__Fig6__F__stability_performance_curve_pce__Without_HOCP__Series_2.csv,706.1686372400081,17.13756203656498,16.015059326148428,0.9427749514579773,5.722504615783691,absolute,Q5,4,Q3,2,0,"(0,0)"
26,26,10.1002/adfm.202106560,10.1002_adfm.202106560,x_time_day,Fig4_A_stability_performance_curve_pce,Fig4_A,Fig4,_A,Series_1,FASnl-based_perovskite_with_HTL,x_time_day/10.1002_adfm.202106560/Fig4_A_stability_performance_curve_pce/accepted/10.1002_adfm.202106560__Fig4__A__stability_performance_curve_pce__FASnl-based_perovskite_with_HTL__Series_1.csv,952.8394162875084,1.0288206313551478,0.9711794989896163,0.9438640475273132,5.613595008850098,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
27,27,10.1002/adfm.202111116,10.1002_adfm.202111116,x_time_day,Fig5_A_stability_performance_curve,Fig5_A,Fig5,_A,Series_1,optimized_device,x_time_day/10.1002_adfm.202111116/Fig5_A_stability_performance_curve/accepted/10.1002_adfm.202111116__Fig5__A__stability_performance_curve__optimized_device__Series_1.csv,2355.466415025903,104.42840519383924,101.99409954458862,0.9995844960212708,0.041550397872924805,absolute,Q5,4,Q5,4,0,"(0,0)"
28,28,10.1002/adfm.202204450,10.1002_adfm.202204450,x_time_day,Fig1_E_stability_performance_curve_pce,Fig1_E,Fig1,_E,Series_2,Control,x_time_day/10.1002_adfm.202204450/Fig1_E_stability_performance_curve_pce/accepted/10.1002_adfm.202204450__Fig1__E__stability_performance_curve_pce__Control__Series_2.csv,1417.8859490417035,0.988275940752718,0.9425469998854222,0.9595205187797546,4.047947883605957,pre-normalised,Q1,0,n/a,-1,0,"(0,0)"
29,29,10.1002/adfm.202204450,10.1002_adfm.202204450,x_time_day,Fig1_F_stability,Fig1_F,Fig1,_F,Series_1,Control,x_time_day/10.1002_adfm.202204450/Fig1_F_stability/accepted/10.1002_adfm.202204450__Fig1__F__stability__Control__Series_1.csv,470.28081055605924,0.9999927697563171,0.8318242523995514,0.8420076370239258,15.799236297607422,pre-normalised,Q2,1,n/a,-1,2,"(1,0)"
30,30,10.1002/adma.201606806,10.1002_adma.201606806,x_time_day,Fig5_A_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_1,Control,x_time_day/10.1002_adma.201606806/Fig5_A_stability_performance_curve_pce/accepted/10.1002_adma.201606806__Fig5__A__stability_performance_curve_pce__Control__Series_1.csv,1056.0002057161114,0.9993588442620445,0.8763053838654006,0.888397216796875,11.1602783203125,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
31,31,10.1002/adma.201606806,10.1002_adma.201606806,x_time_day,Fig5_A_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_2,PCBM,x_time_day/10.1002_adma.201606806/Fig5_A_stability_performance_curve_pce/accepted/10.1002_adma.201606806__Fig5__A__stability_performance_curve_pce__PCBM__Series_2.csv,1036.4403647135832,1.0042162176987541,0.9103069979223679,0.9123804569244385,8.761954307556152,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
32,32,10.1002/adma.201700607,10.1002_adma.201700607,x_time_day,Fig2_F_stability_performance_curve_pce,Fig2_F,Fig2,_F,Series_1,ICBA-mixture,x_time_day/10.1002_adma.201700607/Fig2_F_stability_performance_curve_pce/accepted/10.1002_adma.201700607__Fig2__F__stability_performance_curve_pce__ICBA-mixture__Series_1.csv,711.409261036523,14.335473627131176,13.747195805869753,0.9615360498428345,3.8463950157165527,absolute,Q5,4,Q2,1,0,"(0,0)"
33,33,10.1002/adma.201706975,10.1002_adma.201706975,x_time_day,Fig4_A_stability_performance_curve,Fig4_A,Fig4,_A,Series_2,TiO2,x_time_day/10.1002_adma.201706975/Fig4_A_stability_performance_curve/accepted/10.1002_adma.201706975__Fig4__A__stability_performance_curve__TiO2__Series_2.csv,476.8404502616838,11.921132097689918,8.673832864808961,0.7293491959571838,27.065080642700195,absolute,Q5,4,Q1,0,2,"(1,0)"
34,34,10.1002/adma.201900605,10.1002_adma.201900605,x_time_day,Fig5_F_stability_performance_curve_pce,Fig5_F,Fig5,_F,Series_2,CsPbl,x_time_day/10.1002_adma.201900605/Fig5_F_stability_performance_curve_pce/accepted/10.1002_adma.201900605__Fig5__F__stability_performance_curve_pce__CsPbl__Series_2.csv,529.6105816762679,1.0041416395237504,0.6700185922286152,0.6718520522117615,32.814796447753906,pre-normalised,Q3,2,n/a,-1,2,"(1,0)"
35,35,10.1002/adma.201902902,10.1002_adma.201902902,x_time_day,Fig6_D_stability_performance_curve_pce,Fig6_D,Fig6,_D,Series_1,1TSnO₂,x_time_day/10.1002_adma.201902902/Fig6_D_stability_performance_curve_pce/accepted/10.1002_adma.201902902__Fig6__D__stability_performance_curve_pce__1TSnO₂__Series_1.csv,822.0385925640279,0.9967412138319963,0.99179969510541,0.9960214495658875,0.3978550434112549,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
36,36,10.1002/adma.201907623,10.1002_adma.201907623,x_time_day,Fig4_D_stability_performance_curve_pce,Fig4_D,Fig4,_D,Series_1,0.0%PHCI,x_time_day/10.1002_adma.201907623/Fig4_D_stability_performance_curve_pce/accepted/10.1002_adma.201907623__Fig4__D__stability_performance_curve_pce__0.0%PHCI__Series_1.csv,387.97093770069034,1.002712680127152,0.9086423524507773,0.9426525831222534,5.734741687774658,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
37,37,10.1002/adma.201907864,10.1002_adma.201907864,x_time_day,Fig1_F_stability_performance_curve_pce,Fig1_F,Fig1,_F,Series_2,Reference,x_time_day/10.1002_adma.201907864/Fig1_F_stability_performance_curve_pce/accepted/10.1002_adma.201907864__Fig1__F__stability_performance_curve_pce__Reference__Series_2.csv,949.7726500731522,1.0050737635685887,0.9618025213281562,0.957089364528656,4.29106330871582,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
38,38,10.1002/adma.201907864,10.1002_adma.201907864,x_time_day,Fig1_F_stability_performance_curve_pce,Fig1_F,Fig1,_F,Series_3,1%_H₂O,x_time_day/10.1002_adma.201907864/Fig1_F_stability_performance_curve_pce/accepted/10.1002_adma.201907864__Fig1__F__stability_performance_curve_pce__1%_H₂O__Series_3.csv,951.4914112712714,1.0005188959643325,0.9640799551302842,0.9636459350585938,3.635406494140625,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
39,39,10.1002/admi.201900939,10.1002_admi.201900939,x_time_day,Fig11_D_pce,Fig11_D,Fig11,_D,Series_2,Standard,x_time_day/10.1002_admi.201900939/Fig11_D_pce/accepted/10.1002_admi.201900939__Fig11__D__pce__Standard__Series_2.csv,637.5635371674019,0.9987181876360735,0.8955138017841708,0.8970410823822021,10.295891761779785,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
40,40,10.1002/admi.202101463,10.1002_admi.202101463,x_time_day,Fig7_B_stability_performance_curve_pce,Fig7_B,Fig7,_B,Series_1,Pristine,x_time_day/10.1002_admi.202101463/Fig7_B_stability_performance_curve_pce/accepted/10.1002_admi.202101463__Fig7__B__stability_performance_curve_pce__Pristine__Series_1.csv,286.3151675918878,1.0024705108445546,0.8550403716630088,0.8790562748908997,12.094372749328613,pre-normalised,Q3,2,n/a,-1,0,"(0,0)"
41,41,10.1002/advs.201801715,10.1002_advs.201801715,x_time_day,Fig5_A_sem_image_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_1,Control,x_time_day/10.1002_advs.201801715/Fig5_A_sem_image_stability_performance_curve_pce/accepted/10.1002_advs.201801715__Fig5__A__sem_image_stability_performance_curve_pce__Control__Series_1.csv,380.9692248803923,1.0007567476236672,0.670723626174754,0.6684645414352417,33.15354537963867,pre-normalised,Q2,1,n/a,-1,2,"(1,0)"
42,42,10.1002/advs.202004662,10.1002_advs.202004662,x_time_day,Fig5_A_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_2,pristine_TiO₂,x_time_day/10.1002_advs.202004662/Fig5_A_stability_performance_curve_pce/accepted/10.1002_advs.202004662__Fig5__A__stability_performance_curve_pce__pristine_TiO₂__Series_2.csv,2664.6313997477114,0.9593391794318504,0.9523400816315566,0.9927225708961487,0.7277429103851318,pre-normalised,Q1,0,n/a,-1,0,"(0,0)"
43,43,10.1002/advs.202101418,10.1002_advs.202101418,x_time_day,Fig5_A_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_1,W_o_Ti₃C2C1x,x_time_day/10.1002_advs.202101418/Fig5_A_stability_performance_curve_pce/accepted/10.1002_advs.202101418__Fig5__A__stability_performance_curve_pce__W_o_Ti₃C2C1x__Series_1.csv,351.57637284691396,0.9995074662377987,0.9000810268410827,0.9009945392608643,9.900546073913574,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
44,44,10.1002/aenm.201501354,10.1002_aenm.201501354,x_time_day,Fig9_C_stability_performance_curve,Fig9_C,Fig9,_C,Series_1,Device_based_on_C-PbI₂,x_time_day/10.1002_aenm.201501354/Fig9_C_stability_performance_curve/accepted/10.1002_aenm.201501354__Fig9__C__stability_performance_curve__Device_based_on_C-PbI₂__Series_1.csv,866.6900174525848,0.992028174722042,0.8796881761726838,0.8988916277885437,10.11083698272705,pre-normalised,Q1,0,n/a,-1,0,"(0,0)"
45,45,10.1002/aenm.201502206,10.1002_aenm.201502206,x_time_day,Fig7_A_pce,Fig7_A,Fig7,_A,Series_1,S1,x_time_day/10.1002_aenm.201502206/Fig7_A_pce/accepted/10.1002_aenm.201502206__Fig7__A__pce__S1__Series_1.csv,239.73807787322158,16.41136507550747,15.293393026729044,0.9379785060882568,6.202149391174316,absolute,Q5,4,Q3,2,0,"(0,0)"
46,46,10.1002/aenm.201502206,10.1002_aenm.201502206,x_time_day,Fig7_A_pce,Fig7_A,Fig7,_A,Series_2,S3,x_time_day/10.1002_aenm.201502206/Fig7_A_pce/accepted/10.1002_aenm.201502206__Fig7__A__pce__S3__Series_2.csv,238.22084065679329,15.632553086470814,14.012121689926804,0.9063110947608948,9.368890762329102,absolute,Q5,4,Q2,1,0,"(0,0)"
47,47,10.1002/aenm.201602556,10.1002_aenm.201602556,x_time_day,Fig7_A_stability_performance_curve,Fig7_A,Fig7,_A,Series_1,doped_Spiro-OMeTAD,x_time_day/10.1002_aenm.201602556/Fig7_A_stability_performance_curve/accepted/10.1002_aenm.201602556__Fig7__A__stability_performance_curve__doped_Spiro-OMeTAD__Series_1.csv,718.31105419254,17.796818719076256,16.833669862840257,0.9500550031661987,4.994499683380127,absolute,Q5,4,Q3,2,0,"(0,0)"
48,48,10.1002/aenm.201700683,10.1002_aenm.201700683,x_time_day,Fig5_A_stability_performance_curve_pce,Fig5_A,Fig5,_A,Series_1,Spiro-OMeTAD,x_time_day/10.1002_aenm.201700683/Fig5_A_stability_performance_curve_pce/accepted/10.1002_aenm.201700683__Fig5__A__stability_performance_curve_pce__Spiro-OMeTAD__Series_1.csv,1073.3765973466636,1.0294159515486225,0.9147365381960485,0.9116235375404358,8.837646484375,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
49,49,10.1002/aenm.201702934,10.1002_aenm.201702934,x_time_day,Fig4_A_stability_performance_curve,Fig4_A,Fig4,_A,Series_2,ZnO,x_time_day/10.1002_aenm.201702934/Fig4_A_stability_performance_curve/accepted/10.1002_aenm.201702934__Fig4__A__stability_performance_curve__ZnO__Series_2.csv,1673.3382346952335,15.252676929767457,12.600796395501064,0.8263839483261108,17.361604690551758,absolute,Q5,4,Q2,1,2,"(1,0)"
50,50,10.1002/aenm.201702960,10.1002_aenm.201702960,x_time_day,Fig5_F_stability_performance_curve,Fig5_F,Fig5,_F,Series_1,Pristine,x_time_day/10.1002_aenm.201702960/Fig5_F_stability_performance_curve/accepted/10.1002_aenm.201702960__Fig5__F__stability_performance_curve__Pristine__Series_1.csv,709.4261754673223,1.0188691095295228,0.9449308875412348,0.9316458106040955,6.835418701171875,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
51,51,10.1002/aenm.201703392,10.1002_aenm.201703392,x_time_day,Fig6_C_stability_performance_curve,Fig6_C,Fig6,_C,Series_1,Reference,x_time_day/10.1002_aenm.201703392/Fig6_C_stability_performance_curve/accepted/10.1002_aenm.201703392__Fig6__C__stability_performance_curve__Reference__Series_1.csv,904.0692255439712,1.0318698421537067,0.8605391168023697,0.8334940671920776,16.650592803955078,pre-normalised,Q4,3,n/a,-1,2,"(1,0)"
52,52,10.1002/aenm.201800275,10.1002_aenm.201800275,x_time_day,Fig4_D_stability_performance_curve_pce,Fig4_D,Fig4,_D,Series_2,Reference,x_time_day/10.1002_aenm.201800275/Fig4_D_stability_performance_curve_pce/accepted/10.1002_aenm.201800275__Fig4__D__stability_performance_curve_pce__Reference__Series_2.csv,2157.0873529637865,19.249191051091362,19.230073099124137,0.9990115761756897,0.09884238243103027,absolute,Q5,4,Q4,3,0,"(0,0)"
53,53,10.1002/aenm.201800715,10.1002_aenm.201800715,x_time_day,Fig6_D_stability_performance_curve_pce,Fig6_D,Fig6,_D,Series_1,W_OAQ310,x_time_day/10.1002_aenm.201800715/Fig6_D_stability_performance_curve_pce/accepted/10.1002_aenm.201800715__Fig6__D__stability_performance_curve_pce__W_OAQ310__Series_1.csv,497.4705446754575,1.00799993860745,0.866138386699471,0.8680753111839294,13.192468643188477,pre-normalised,Q4,3,n/a,-1,0,"(0,0)"
54,54,10.1002/aenm.201803587,10.1002_aenm.201803587,x_time_day,Fig5_D_stability_performance_curve_pce_eqe,Fig5_D,Fig5,_D,Series_1,Reference,x_time_day/10.1002_aenm.201803587/Fig5_D_stability_performance_curve_pce_eqe/accepted/10.1002_aenm.201803587__Fig5__D__stability_performance_curve_pce_eqe__Reference__Series_1.csv,2151.844104993348,19.456472497092314,19.25919655176957,0.9911548495292664,0.8845150470733643,absolute,Q5,4,Q4,3,0,"(0,0)"
55,55,10.1002/aenm.201803766,10.1002_aenm.201803766,x_time_day,Fig4_F_stability_performance_curve_pce,Fig4_F,Fig4,_F,Series_1,Control,x_time_day/10.1002_aenm.201803766/Fig4_F_stability_performance_curve_pce/accepted/10.1002_aenm.201803766__Fig4__F__stability_performance_curve_pce__Control__Series_1.csv,711.2911374866173,0.996291331517482,0.9557708635990423,0.9590215682983398,4.097843170166016,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
56,56,10.1002/aenm.201803766,10.1002_aenm.201803766,x_time_day,Fig4_F_stability_performance_curve_pce,Fig4_F,Fig4,_F,Series_2,SP1,x_time_day/10.1002_aenm.201803766/Fig4_F_stability_performance_curve_pce/accepted/10.1002_aenm.201803766__Fig4__F__stability_performance_curve_pce__SP1__Series_2.csv,708.2087945669768,0.996291331517482,0.960446302205016,0.9688590168952942,3.114098310470581,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
57,57,10.1002/aenm.201803766,10.1002_aenm.201803766,x_time_day,Fig4_F_stability_performance_curve_pce,Fig4_F,Fig4,_F,Series_3,SP3,x_time_day/10.1002_aenm.201803766/Fig4_F_stability_performance_curve_pce/accepted/10.1002_aenm.201803766__Fig4__F__stability_performance_curve_pce__SP3__Series_3.csv,718.4832709657785,0.996291331517482,0.9791480566289112,0.984232485294342,1.576751470565796,pre-normalised,Q2,1,n/a,-1,0,"(0,0)"
