curve_id,axis_valid,audit_reasons,source_file,doi,record,series_name,x_name,x_unit,y_name,y_unit,time_factor_to_hours,n_unique_points,duration_hours,x_min_original,x_max_original,y_min_original,y_max_original
10.1002_adfm.201705545_Fig11_B_stability_performance_curve_040e5db1fe,True,,lab/data_all/x_time_day/10.1002_adfm.201705545/Fig11_B_stability_performance_curve/accepted/10.1002_adfm.201705545__Fig11__B__stability_performance_curve__PSC-0.25__Series_3.csv,10.1002/adfm.201705545,Fig11_B_stability_performance_curve,10.1002_adfm.201705545__Fig11__B__stability_performance_curve__PSC-0.25__Series_3,Time,(Day),Normalised PCE,,24.0,58,1060.6247099479856,0.8294809665347547,45.02217721436748,0.8095466319213634,1.000498659300182
10.1002_adfm.201705545_Fig11_B_stability_performance_curve_831a5dd1be,True,,lab/data_all/x_time_day/10.1002_adfm.201705545/Fig11_B_stability_performance_curve/accepted/10.1002_adfm.201705545__Fig11__B__stability_performance_curve__PSC-0.5__Series_4.csv,10.1002/adfm.201705545,Fig11_B_stability_performance_curve,10.1002_adfm.201705545__Fig11__B__stability_performance_curve__PSC-0.5__Series_4,Time,(Day),Normalised PCE,,24.0,57,1042.0172588962664,0.8294809665347547,44.24686675387919,0.6934271558126225,1.000498659300182
10.1002_adfm.201705545_Fig11_B_stability_performance_curve_f25d13db2a,True,,lab/data_all/x_time_day/10.1002_adfm.201705545/Fig11_B_stability_performance_curve/accepted/10.1002_adfm.201705545__Fig11__B__stability_performance_curve__PSC-0.1__Series_1.csv,10.1002/adfm.201705545,Fig11_B_stability_performance_curve,10.1002_adfm.201705545__Fig11__B__stability_performance_curve__PSC-0.1__Series_1,Time,(Day),Normalised PCE,,24.0,58,1060.6247099479856,0.8294809665347547,45.02217721436748,0.6237554701473779,0.9901769280905162
10.1002_adfm.201706777_Fig4_D_stability_performance_curve_pce_cc997f5bef,True,,lab/data_all/x_time_h/10.1002_adfm.201706777/Fig4_D_stability_performance_curve_pce/accepted/10.1002_adfm.201706777__Fig4__D__stability_performance_curve_pce__ITO_Ag__Series_1.csv,10.1002/adfm.201706777,Fig4_D_stability_performance_curve_pce,10.1002_adfm.201706777__Fig4__D__stability_performance_curve_pce__ITO_Ag__Series_1,Time,(h),Normalized PCE,,1.0,54,1515.859156443802,34.02094932650465,1549.8801057703067,0.2746989670146856,0.9659494991476324
10.1002_adfm.201706777_Fig4_D_stability_performance_curve_pce_d0e1835a21,True,,lab/data_all/x_time_h/10.1002_adfm.201706777/Fig4_D_stability_performance_curve_pce/accepted/10.1002_adfm.201706777__Fig4__D__stability_performance_curve_pce__ITO_Au__Series_2.csv,10.1002/adfm.201706777,Fig4_D_stability_performance_curve_pce,10.1002_adfm.201706777__Fig4__D__stability_performance_curve_pce__ITO_Au__Series_2,Time,(h),Normalized PCE,,1.0,54,1515.859156443802,25.59950956848354,1541.4586660122854,0.5327009261910672,1.0121951333396255
10.1002_adfm.201909737_Fig8_B_stability_performance_curve_pce_c0d3c12ac0,True,,lab/data_all/x_time_h/10.1002_adfm.201909737/Fig8_B_stability_performance_curve_pce/accepted/10.1002_adfm.201909737__Fig8__B__stability_performance_curve_pce__MAPbI₃__Series_1.csv,10.1002/adfm.201909737,Fig8_B_stability_performance_curve_pce,10.1002_adfm.201909737__Fig8__B__stability_performance_curve_pce__MAPbI₃__Series_1,Time,hr,PCE,,1.0,112,1707.8209870737605,34.381227600127005,1742.2022146738875,0.0409722366329181,0.9622380721278592
10.1002_adfm.202000778_Fig6_C_stability_performance_curve_ed4a36f0de,True,,lab/data_all/x_time_day/10.1002_adfm.202000778/Fig6_C_stability_performance_curve/accepted/10.1002_adfm.202000778__Fig6__C__stability_performance_curve__MAPbI₃__Series_1.csv,10.1002/adfm.202000778,Fig6_C_stability_performance_curve,10.1002_adfm.202000778__Fig6__C__stability_performance_curve__MAPbI₃__Series_1,Time,(days),Normalized PCE,,24.0,55,1420.6057259798888,0.0475436528305852,59.239448901992624,0.5332855185355685,1.0025759555537936
10.1002_adfm.202001418_Fig6_A_stability_performance_curve_pce_09f6299b6a,True,,lab/data_all/x_time_day/10.1002_adfm.202001418/Fig6_A_stability_performance_curve_pce/accepted/10.1002_adfm.202001418__Fig6__A__stability_performance_curve_pce__T—ITO_PCgBM__Series_1.csv,10.1002/adfm.202001418,Fig6_A_stability_performance_curve_pce,10.1002_adfm.202001418__Fig6__A__stability_performance_curve_pce__T—ITO_PCgBM__Series_1,Time,/ day,Normalized PCE,,24.0,81,1413.882577245813,0.6834175268698832,59.59519157877877,0.7848792806749054,1.001511536120638
10.1002_adfm.202010368_Fig7_B_stability_performance_curve_ef9a0e5d26,True,,lab/data_all/x_time_h/10.1002_adfm.202010368/Fig7_B_stability_performance_curve/accepted/10.1002_adfm.202010368__Fig7__B__stability_performance_curve__Control__Series_1.csv,10.1002/adfm.202010368,Fig7_B_stability_performance_curve,10.1002_adfm.202010368__Fig7__B__stability_performance_curve__Control__Series_1,Time,(h),Normalized PCE,,1.0,77,1078.0563675447493,2.489106297385689,1080.545473842135,0.2081454628204374,0.9997596569506354
10.1002_adfm.202111116_Fig5_A_stability_performance_curve_4962c740a2,True,,lab/data_all/x_time_day/10.1002_adfm.202111116/Fig5_A_stability_performance_curve/accepted/10.1002_adfm.202111116__Fig5__A__stability_performance_curve__optimized_device__Series_1.csv,10.1002/adfm.202111116,Fig5_A_stability_performance_curve,10.1002_adfm.202111116__Fig5__A__stability_performance_curve__optimized_device__Series_1,Time (day),(day),Normalized PCE (%),(%),24.0,59,2372.779344225571,-0.7213720499861687,98.14443395941262,100.6662964631792,104.42840519383924
