curve_id,qc_status,qc_reason,n_points_original,pce_max,doi,figure_label,series_id,unit_label
x_time_day/10.1016_j.cplett.2021.138496/Fig5_B_stability_performance_curve/accepted/10.1016_j.cplett.2021.138496__Fig5__B__stability_performance_curve__c-TiO₂_m-TiO₂_based__Series_2.csv,included,,56.0,0.9905429557602755,10.1016/j.cplett.2021.138496,Fig5_B,Series_2,days
x_time_day/10.1016_j.dyepig.2018.07.053/Fig8_B_curve/accepted/10.1016_j.dyepig.2018.07.053__Fig8__B__curve__PEDOT_PSS__Series_1.csv,included,,33.0,11.280005675398678,10.1016/j.dyepig.2018.07.053,Fig8_B,Series_1,days
x_time_day/10.1016_j.dyepig.2020.108663/Fig6_whole_figure/accepted/10.1016_j.dyepig.2020.108663__Fig6__whole__figure__Spiro-OMeTAD__Series_1.csv,included,,36.0,0.9964279723465842,10.1016/j.dyepig.2020.108663,Fig6,Series_1,days
x_time_day/10.1016_j.dyepig.2021.109339/Fig7_whole_stability/accepted/10.1016_j.dyepig.2021.109339__Fig7__whole__stability__Spiro-OMeTAD_(doped)__Series_1.csv,included,,20.0,0.9805356421874459,10.1016/j.dyepig.2021.109339,Fig7,Series_1,days
x_time_day/10.1016_j.dyepig.2021.109718/Fig6_A_stability_performance_curve_pce/accepted/10.1016_j.dyepig.2021.109718__Fig6__A__stability_performance_curve_pce__BTPA-C__Series_1.csv,included,,18.0,1.017808833508933,10.1016/j.dyepig.2021.109718,Fig6_A,Series_1,days
x_time_day/10.1016_j.dyepig.2021.109718/Fig6_A_stability_performance_curve_pce/accepted/10.1016_j.dyepig.2021.109718__Fig6__A__stability_performance_curve_pce__Spiro-OMeTAD__Series_3.csv,included,,19.0,1.0046722415360172,10.1016/j.dyepig.2021.109718,Fig6_A,Series_3,days
x_time_day/10.1016_j.electacta.2016.11.132/Fig6_A_stability_performance_curve_pce/accepted/10.1016_j.electacta.2016.11.132__Fig6__A__stability_performance_curve_pce__MAPbI₃_Perovskite_Device__Series_2.csv,included,,26.0,0.9849046574284046,10.1016/j.electacta.2016.11.132,Fig6_A,Series_2,days
x_time_day/10.1016_j.electacta.2016.11.132/Fig6_A_stability_performance_curve_pce/accepted/10.1016_j.electacta.2016.11.132__Fig6__A__stability_performance_curve_pce__MA₀.₈FA₀.₂PbI₃_Perovskite_Device__Series_1.csv,included,,26.0,1.1380532998708406,10.1016/j.electacta.2016.11.132,Fig6_A,Series_1,days
x_time_day/10.1016_j.electacta.2017.03.192/Fig6_E_eqe_plot_stability_performance_curve/accepted/10.1016_j.electacta.2017.03.192__Fig6__E__eqe_plot_stability_performance_curve__M-PSCs__Series_2.csv,included,,11.0,1.0129534772575792,10.1016/j.electacta.2017.03.192,Fig6_E,Series_2,days
x_time_day/10.1016_j.electacta.2017.03.192/Fig6_E_eqe_plot_stability_performance_curve/accepted/10.1016_j.electacta.2017.03.192__Fig6__E__eqe_plot_stability_performance_curve__P-Pscs__Series_3.csv,included,,11.0,1.0096015618489165,10.1016/j.electacta.2017.03.192,Fig6_E,Series_3,days
x_time_day/10.1016_j.electacta.2017.03.192/Fig6_E_eqe_plot_stability_performance_curve/accepted/10.1016_j.electacta.2017.03.192__Fig6__E__eqe_plot_stability_performance_curve__QM-PSCs__Series_1.csv,included,,11.0,1.0298203461287017,10.1016/j.electacta.2017.03.192,Fig6_E,Series_1,days
x_time_day/10.1016_j.electacta.2017.07.040/Fig8_whole_stability_performance_curve_pce/accepted/10.1016_j.electacta.2017.07.040__Fig8__whole__stability_performance_curve_pce__FAPbI_3__Series_2.csv,included,,32.0,0.9840051923812984,10.1016/j.electacta.2017.07.040,Fig8,Series_2,days
x_time_day/10.1016_j.electacta.2017.07.040/Fig8_whole_stability_performance_curve_pce/accepted/10.1016_j.electacta.2017.07.040__Fig8__whole__stability_performance_curve_pce__MAPbI_3__Series_3.csv,included,,31.0,0.9700117772482233,10.1016/j.electacta.2017.07.040,Fig8,Series_3,days
x_time_day/10.1016_j.electacta.2018.02.103/Fig5_A_stability_performance_curve_pce/accepted/10.1016_j.electacta.2018.02.103__Fig5__A__stability_performance_curve_pce__ZnO-based_PSCs__Series_2.csv,excluded,"Too few unique time points (5) in [0,200]h window (data spans 88% of window)",5.0,,10.1016/j.electacta.2018.02.103,Fig5_A,Series_2,days
x_time_day/10.1016_j.electacta.2018.04.055/Fig4_D_stability_performance_curve_pce/accepted/10.1016_j.electacta.2018.04.055__Fig4__D__stability_performance_curve_pce__PEDOT_PSS__Series_1.csv,included,,66.0,0.9969312900388758,10.1016/j.electacta.2018.04.055,Fig4_D,Series_1,days
x_time_day/10.1016_j.electacta.2018.06.112/Fig7_A_pce/accepted/10.1016_j.electacta.2018.06.112__Fig7__A__pce__Pristine_PSCs__Series_2.csv,included,,22.0,0.9952196742905247,10.1016/j.electacta.2018.06.112,Fig7_A,Series_2,days
x_time_day/10.1016_j.electacta.2018.07.028/Fig2_A_spectrum_2/accepted/10.1016_j.electacta.2018.07.028__Fig2__A__spectrum_2__Ref.ETL__Series_2.csv,included,,54.0,0.9932191629632482,10.1016/j.electacta.2018.07.028,Fig2_A,Series_2,days
x_time_day/10.1016_j.electacta.2018.07.028/Fig2_A_spectrum_2/accepted/10.1016_j.electacta.2018.07.028__Fig2__A__spectrum_2__m-TiO2__Series_3.csv,included,,54.0,0.9974225473066614,10.1016/j.electacta.2018.07.028,Fig2_A,Series_3,days
x_time_day/10.1016_j.electacta.2018.09.097/Fig8_A_stability_performance_curve_pce/accepted/10.1016_j.electacta.2018.09.097__Fig8__A__stability_performance_curve_pce__ZnO_PSC__Series_1.csv,included,,16.0,1.0106154050268994,10.1016/j.electacta.2018.09.097,Fig8_A,Series_1,days
x_time_day/10.1016_j.electacta.2018.09.195/Fig6_D_stability_performance_curve/accepted/10.1016_j.electacta.2018.09.195__Fig6__D__stability_performance_curve__W_OMethanol__Series_1.csv,included,,14.0,1.000746058366001,10.1016/j.electacta.2018.09.195,Fig6_D,Series_1,days
x_time_day/10.1016_j.electacta.2019.06.102/Fig6_A_stability_performance_curve_pce/accepted/10.1016_j.electacta.2019.06.102__Fig6__A__stability_performance_curve_pce__Tw_o_PVK__Series_1.csv,included,,11.0,0.996584493190905,10.1016/j.electacta.2019.06.102,Fig6_A,Series_1,days
x_time_day/10.1016_j.jallcom.2019.06.089/Fig6_B_stability_performance_curve_pce/accepted/10.1016_j.jallcom.2019.06.089__Fig6__B__stability_performance_curve_pce__PCBM__Series_1.csv,included,,29.0,0.9440207590460431,10.1016/j.jallcom.2019.06.089,Fig6_B,Series_1,days
x_time_day/10.1016_j.jallcom.2019.06.161/Fig7_D_photovoltaic_parameter/accepted/10.1016_j.jallcom.2019.06.161__Fig7__D__photovoltaic_parameter__MAPbIj_ZnAc2__Series_2.csv,excluded,"Too few unique time points (6) in [0,200]h window (data spans 84% of window)",6.0,,10.1016/j.jallcom.2019.06.161,Fig7_D,Series_2,days
x_time_day/10.1016_j.jallcom.2019.152091/Fig5_A_chart/accepted/10.1016_j.jallcom.2019.152091__Fig5__A__chart__PEDOT_PSS__Series_1.csv,included,,17.0,1.0015713747689314,10.1016/j.jallcom.2019.152091,Fig5_A,Series_1,days
x_time_day/10.1016_j.jallcom.2020.153738/Fig8_whole_figure/accepted/10.1016_j.jallcom.2020.153738__Fig8__whole__figure__TiO₂__Series_1.csv,included,,54.0,11.456514696260982,10.1016/j.jallcom.2020.153738,Fig8,Series_1,days
x_time_day/10.1016_j.jallcom.2020.155460/Fig7_B_stability_performance_curve_pce/accepted/10.1016_j.jallcom.2020.155460__Fig7__B__stability_performance_curve_pce__−-p-In203__Series_1.csv,included,,15.0,0.990580831339233,10.1016/j.jallcom.2020.155460,Fig7_B,Series_1,days
x_time_day/10.1016_j.jallcom.2020.157396/Fig6_B_stability_performance_curve_pce/accepted/10.1016_j.jallcom.2020.157396__Fig6__B__stability_performance_curve_pce__No_additive__Series_2.csv,included,,47.0,1.0040300190582123,10.1016/j.jallcom.2020.157396,Fig6_B,Series_2,days
x_time_day/10.1016_j.jallcom.2020.158079/Fig7_D_pce/accepted/10.1016_j.jallcom.2020.158079__Fig7__D__pce__CH3NH3PbI3_Control_TiO2__Series_1.csv,included,,14.0,0.9983513849308772,10.1016/j.jallcom.2020.158079,Fig7_D,Series_1,days
x_time_day/10.1016_j.jallcom.2020.158079/Fig7_D_pce/accepted/10.1016_j.jallcom.2020.158079__Fig7__D__pce__CH3NH3PbI3_HollowTiO2__Series_2.csv,included,,14.0,1.0102634504184036,10.1016/j.jallcom.2020.158079,Fig7_D,Series_2,days
x_time_day/10.1016_j.jallcom.2021.161061/Fig6_whole_stability/accepted/10.1016_j.jallcom.2021.161061__Fig6__whole__stability__TiO2_Nanorod_based_PSC__Series_2.csv,excluded,"Too few unique time points (5) in [0,200]h window (data spans 40% of window)",5.0,,10.1016/j.jallcom.2021.161061,Fig6,Series_2,days
x_time_day/10.1016_j.jallcom.2021.161247/Fig7_B_stability_performance_curve_pce/accepted/10.1016_j.jallcom.2021.161247__Fig7__B__stability_performance_curve_pce__Pristine__Series_2.csv,included,,35.0,1.0015099836367836,10.1016/j.jallcom.2021.161247,Fig7_B,Series_2,days
x_time_day/10.1016_j.jallcom.2021.161352/Fig5_D_stability_performance_curve_pce/accepted/10.1016_j.jallcom.2021.161352__Fig5__D__stability_performance_curve_pce__o—SnO2__Series_1.csv,included,,28.0,0.9971947554524392,10.1016/j.jallcom.2021.161352,Fig5_D,Series_1,days
x_time_day/10.1016_j.jallcom.2021.161455/Fig5_D_stability_performance_curve/accepted/10.1016_j.jallcom.2021.161455__Fig5__D__stability_performance_curve__Device_A__Series_2.csv,included,,57.0,1.0040656347942793,10.1016/j.jallcom.2021.161455,Fig5_D,Series_2,days
x_time_day/10.1016_j.jcis.2021.07.122/Fig5_C_stability_performance_curve_pce/accepted/10.1016_j.jcis.2021.07.122__Fig5__C__stability_performance_curve_pce__without_Cs_PtI₆__Series_2.csv,excluded,"Too few unique time points (7) in [0,200]h window (data spans 77% of window)",7.0,,10.1016/j.jcis.2021.07.122,Fig5_C,Series_2,days
x_time_day/10.1016_j.jcis.2021.07.122/Fig5_E_pce/accepted/10.1016_j.jcis.2021.07.122__Fig5__E__pce__without_Cs₂PdI₆__Series_2.csv,excluded,"Too few unique time points (6) in [0,200]h window (data spans 86% of window)",6.0,,10.1016/j.jcis.2021.07.122,Fig5_E,Series_2,days
x_time_day/10.1016_j.jechem.2020.03.082/Fig4_D_ff/accepted/10.1016_j.jechem.2020.03.082__Fig4__D__ff__Uncoated_PSCs__Series_1.csv,excluded,"Too few unique time points (3) in [0,200]h window (data spans 68% of window)",3.0,,10.1016/j.jechem.2020.03.082,Fig4_D,Series_1,days
x_time_day/10.1016_j.jechem.2020.05.061/Fig6_A_stability_performance_curve_pce/accepted/10.1016_j.jechem.2020.05.061__Fig6__A__stability_performance_curve_pce__MAPbl3__Series_2.csv,included,,29.0,1.0049651897299834,10.1016/j.jechem.2020.05.061,Fig6_A,Series_2,days
x_time_day/10.1016_j.jechem.2020.06.061/Fig2_C_eqe_spectrum_jsc_2/accepted/10.1016_j.jechem.2020.06.061__Fig2__C__eqe_spectrum_jsc_2__w_o__Series_2.csv,included,,16.0,0.9871867520616127,10.1016/j.jechem.2020.06.061,Fig2_C,Series_2,days
x_time_day/10.1016_j.jechem.2020.06.062/Fig5_A_stability_performance_curve_pce/accepted/10.1016_j.jechem.2020.06.062__Fig5__A__stability_performance_curve_pce__Spiro-OMeTAD__Series_2.csv,included,,18.0,19.274359027792578,10.1016/j.jechem.2020.06.062,Fig5_A,Series_2,days
x_time_day/10.1016_j.jechem.2021.04.058/Fig5_F_stability_performance_curve_pce/accepted/10.1016_j.jechem.2021.04.058__Fig5__F__stability_performance_curve_pce__Control__Series_2.csv,included,,13.0,0.9599367430878699,10.1016/j.jechem.2021.04.058,Fig5_F,Series_2,days
x_time_day/10.1016_j.jmst.2018.03.005/Fig6_whole_curve/accepted/10.1016_j.jmst.2018.03.005__Fig6__whole__curve__Spiro-OMeTAD__Series_2.csv,included,,15.0,99.76546262725998,10.1016/j.jmst.2018.03.005,Fig6,Series_2,days
x_time_day/10.1016_j.jmst.2021.05.084/Fig5_A_stability_performance_curve_pce/accepted/10.1016_j.jmst.2021.05.084__Fig5__A__stability_performance_curve_pce__0_wt%__Series_2.csv,included,,18.0,0.9933133345233623,10.1016/j.jmst.2021.05.084,Fig5_A,Series_2,days
x_time_day/10.1016_j.jpcs.2021.110000/Fig4_E_stability_performance_curve_pce/accepted/10.1016_j.jpcs.2021.110000__Fig4__E__stability_performance_curve_pce__CsPbI2Br__Series_1.csv,included,,23.0,0.9979714447475988,10.1016/j.jpcs.2021.110000,Fig4_E,Series_1,days
x_time_day/10.1016_j.jpowsour.2017.05.007/Fig5_A_pce/accepted/10.1016_j.jpowsour.2017.05.007__Fig5__A__pce__PEDOT_PSS__Series_1.csv,included,,18.0,0.994502986616514,10.1016/j.jpowsour.2017.05.007,Fig5_A,Series_1,days
x_time_day/10.1016_j.jpowsour.2017.07.112/Fig7_A_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2017.07.112__Fig7__A__stability_performance_curve_pce__W_O_IPA_treatment__Series_1.csv,included,,31.0,1.000551909517051,10.1016/j.jpowsour.2017.07.112,Fig7_A,Series_1,days
x_time_day/10.1016_j.jpowsour.2018.02.030/Fig6_A_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2018.02.030__Fig6__A__stability_performance_curve_pce__ZnO_Device__Series_2.csv,included,,17.0,1.0066410648691722,10.1016/j.jpowsour.2018.02.030,Fig6_A,Series_2,days
x_time_day/10.1016_j.jpowsour.2019.04.024/Fig8_A_xrd_pattern_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2019.04.024__Fig8__A__xrd_pattern_stability_performance_curve_pce__MAPbI+TMA__Series_1.csv,included,,24.0,1.0064574964283841,10.1016/j.jpowsour.2019.04.024,Fig8_A,Series_1,days
x_time_day/10.1016_j.jpowsour.2019.04.024/Fig8_A_xrd_pattern_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2019.04.024__Fig8__A__xrd_pattern_stability_performance_curve_pce__MAPbl3__Series_2.csv,included,,24.0,1.0041168634519388,10.1016/j.jpowsour.2019.04.024,Fig8_A,Series_2,days
x_time_day/10.1016_j.jpowsour.2019.226914/Fig6_E_jv_curve_stability_performance_pce/accepted/10.1016_j.jpowsour.2019.226914__Fig6__E__jv_curve_stability_performance_pce__w_o_PbBr2__Series_1.csv,excluded,"Too few unique time points (8) in [0,200]h window (data spans 96% of window)",8.0,,10.1016/j.jpowsour.2019.226914,Fig6_E,Series_1,days
x_time_day/10.1016_j.jpowsour.2019.227216/Fig6_A_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2019.227216__Fig6__A__stability_performance_curve_pce__CH₃NH₃PbI₃_w_o_tBP__Series_1.csv,included,,55.0,0.9953222617079929,10.1016/j.jpowsour.2019.227216,Fig6_A,Series_1,days
x_time_day/10.1016_j.jpowsour.2019.227267/Fig5_B_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2019.227267__Fig5__B__stability_performance_curve_pce__NiOx__Series_1.csv,included,,42.0,100.21389129522578,10.1016/j.jpowsour.2019.227267,Fig5_B,Series_1,days
x_time_day/10.1016_j.jpowsour.2020.227913/Fig5_B_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2020.227913__Fig5__B__stability_performance_curve_pce__Pristine__Series_2.csv,included,,18.0,1.009258147925115,10.1016/j.jpowsour.2020.227913,Fig5_B,Series_2,days
x_time_day/10.1016_j.jpowsour.2020.227938/Fig5_C_stability_performance_curve/accepted/10.1016_j.jpowsour.2020.227938__Fig5__C__stability_performance_curve__spiro-OMeTAD__Series_2.csv,included,,33.0,1.0646516647177862,10.1016/j.jpowsour.2020.227938,Fig5_C,Series_2,days
x_time_day/10.1016_j.jpowsour.2020.228556/Fig7_A_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2020.228556__Fig7__A__stability_performance_curve_pce__PSCwith_t-BP__Series_2.csv,included,,36.0,0.9901580388690006,10.1016/j.jpowsour.2020.228556,Fig7_A,Series_2,days
x_time_day/10.1016_j.jpowsour.2020.228648/Fig6_D_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2020.228648__Fig6__D__stability_performance_curve_pce__SnO2-HCI__Series_2.csv,excluded,"Too few unique time points (7) in [0,200]h window (data spans 87% of window)",7.0,,10.1016/j.jpowsour.2020.228648,Fig6_D,Series_2,days
x_time_day/10.1016_j.jpowsour.2020.228738/Fig6_A_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2020.228738__Fig6__A__stability_performance_curve_pce__NiO__Series_1.csv,included,,10.0,0.9984274295661952,10.1016/j.jpowsour.2020.228738,Fig6_A,Series_1,days
x_time_day/10.1016_j.jpowsour.2020.228764/Fig6_D_stability_performance_curve/accepted/10.1016_j.jpowsour.2020.228764__Fig6__D__stability_performance_curve__AgNWs__Series_2.csv,excluded,"Too few unique time points (9) in [0,200]h window (data spans 86% of window)",9.0,,10.1016/j.jpowsour.2020.228764,Fig6_D,Series_2,days
x_time_day/10.1016_j.jpowsour.2020.228857/Fig4_F_stability_performance_curve/accepted/10.1016_j.jpowsour.2020.228857__Fig4__F__stability_performance_curve__Pristine__Series_1.csv,included,,13.0,0.9919731980931411,10.1016/j.jpowsour.2020.228857,Fig4_F,Series_1,days
x_time_day/10.1016_j.jpowsour.2020.229149/Fig2_D_jv_curve_stability_performance_pce/accepted/10.1016_j.jpowsour.2020.229149__Fig2__D__jv_curve_stability_performance_pce__tra._Spiro__Series_2.csv,included,,14.0,1.012862407320834,10.1016/j.jpowsour.2020.229149,Fig2_D,Series_2,days
x_time_day/10.1016_j.jpowsour.2020.229345/Fig8_E_stability_performance_curve_jsc/accepted/10.1016_j.jpowsour.2020.229345__Fig8__E__stability_performance_curve_jsc__Bare__Series_1.csv,included,,19.0,0.9941978514512289,10.1016/j.jpowsour.2020.229345,Fig8_E,Series_1,days
x_time_day/10.1016_j.jpowsour.2020.229345/Fig8_E_stability_performance_curve_jsc/accepted/10.1016_j.jpowsour.2020.229345__Fig8__E__stability_performance_curve_jsc__Perovskite_PEG__Series_2.csv,included,,19.0,1.0026309866227214,10.1016/j.jpowsour.2020.229345,Fig8_E,Series_2,days
x_time_day/10.1016_j.jpowsour.2021.229909/Fig7_A_stability_performance_curve/accepted/10.1016_j.jpowsour.2021.229909__Fig7__A__stability_performance_curve__ZnO__Series_1.csv,included,,22.0,0.9769630206974648,10.1016/j.jpowsour.2021.229909,Fig7_A,Series_1,days
x_time_day/10.1016_j.jpowsour.2021.229909/Fig7_B_stability_performance_curve/accepted/10.1016_j.jpowsour.2021.229909__Fig7__B__stability_performance_curve__ZnO__Series_1.csv,included,,38.0,1.0029286031026134,10.1016/j.jpowsour.2021.229909,Fig7_B,Series_1,days
x_time_day/10.1016_j.jpowsour.2021.230212/Fig5_F_stability_performance_curve_pce/accepted/10.1016_j.jpowsour.2021.230212__Fig5__F__stability_performance_curve_pce__SC_device__Series_1.csv,included,,20.0,1.0233990121004326,10.1016/j.jpowsour.2021.230212,Fig5_F,Series_1,days
x_time_day/10.1016_j.jpowsour.2021.230302/Fig7_B_pce/accepted/10.1016_j.jpowsour.2021.230302__Fig7__B__pce__PEDOT_PSS__Series_2.csv,included,,21.0,1.0018282451384022,10.1016/j.jpowsour.2021.230302,Fig7_B,Series_2,days
x_time_day/10.1016_j.jpowsour.2021.230302/Fig7_B_pce/accepted/10.1016_j.jpowsour.2021.230302__Fig7__B__pce__Pristine__Series_3.csv,included,,21.0,1.0018282451384022,10.1016/j.jpowsour.2021.230302,Fig7_B,Series_3,days
x_time_day/10.1016_j.jpowsour.2022.231243/Fig6_B_jv_curve_stability_performance_pce/accepted/10.1016_j.jpowsour.2022.231243__Fig6__B__jv_curve_stability_performance_pce__W_O_M-P_chloride__Series_2.csv,included,,56.0,0.9453483700216945,10.1016/j.jpowsour.2022.231243,Fig6_B,Series_2,days
x_time_day/10.1016_j.jssc.2018.10.014/Fig9_A_stability_performance_curve_pce/accepted/10.1016_j.jssc.2018.10.014__Fig9__A__stability_performance_curve_pce__w_oKSCN__Series_1.csv,excluded,"Too few unique time points (8) in [0,200]h window (data spans 82% of window)",8.0,,10.1016/j.jssc.2018.10.014,Fig9_A,Series_1,days
x_time_day/10.1016_j.materresbull.2018.03.027/Fig6_B_eis_plot_pce/accepted/10.1016_j.materresbull.2018.03.027__Fig6__B__eis_plot_pce__PEDOT_PSS__Series_1.csv,included,,29.0,0.9980626629948108,10.1016/j.materresbull.2018.03.027,Fig6_B,Series_1,days
x_time_day/10.1016_j.matt.2019.04.001/Fig5_E_stability_performance_curve_pce/accepted/10.1016_j.matt.2019.04.001__Fig5__E__stability_performance_curve_pce__c-TiO₂__Series_2.csv,excluded,"Too few unique time points (2) in [0,200]h window (data spans 39% of window)",2.0,,10.1016/j.matt.2019.04.001,Fig5_E,Series_2,days
x_time_day/10.1016_j.mssp.2018.10.034/Fig12_whole_stability/accepted/10.1016_j.mssp.2018.10.034__Fig12__whole__stability__ZnO-TiO2nanorods__Series_1.csv,included,,71.0,0.9945581732241122,10.1016/j.mssp.2018.10.034,Fig12,Series_1,days
x_time_day/10.1016_j.mssp.2018.10.034/Fig12_whole_stability/accepted/10.1016_j.mssp.2018.10.034__Fig12__whole__stability__ZnOnanorods__Series_2.csv,included,,51.0,0.990337787231811,10.1016/j.mssp.2018.10.034,Fig12,Series_2,days
x_time_day/10.1016_j.mssp.2019.03.028/Fig5_F_stability_performance_curve_eqe/accepted/10.1016_j.mssp.2019.03.028__Fig5__F__stability_performance_curve_eqe__MAPbl3__Series_2.csv,included,,20.0,10.445180827720561,10.1016/j.mssp.2019.03.028,Fig5_F,Series_2,days
x_time_day/10.1016_j.mssp.2019.104908/Fig11_A_stability_performance_curve_pce/accepted/10.1016_j.mssp.2019.104908__Fig11__A__stability_performance_curve_pce__PEDOT_PSS__Series_1.csv,included,,20.0,0.9875347753572474,10.1016/j.mssp.2019.104908,Fig11_A,Series_1,days
x_time_day/10.1016_j.mssp.2021.105847/Fig6_C_stability_performance_curve_pce/accepted/10.1016_j.mssp.2021.105847__Fig6__C__stability_performance_curve_pce__。—W_O_QDs__Series_1.csv,included,,39.0,0.9974853292852071,10.1016/j.mssp.2021.105847,Fig6_C,Series_1,days
x_time_day/10.1016_j.mssp.2021.105941/Fig9_whole_figure/accepted/10.1016_j.mssp.2021.105941__Fig9__whole__figure__Pure__Series_4.csv,included,,24.0,0.9965619428845885,10.1016/j.mssp.2021.105941,Fig9,Series_4,days
x_time_day/10.1016_j.mtener.2018.07.004/Fig5_A_stability_performance_curve_pce/accepted/10.1016_j.mtener.2018.07.004__Fig5__A__stability_performance_curve_pce__Without_V₂O₅__Series_2.csv,included,,18.0,16.580507800359406,10.1016/j.mtener.2018.07.004,Fig5_A,Series_2,days
x_time_day/10.1016_j.mtener.2021.100853/Fig5_A_stability_performance_curve_pce/accepted/10.1016_j.mtener.2021.100853__Fig5__A__stability_performance_curve_pce__0%_GQDs__Series_1.csv,excluded,"Too few unique time points (9) in [0,200]h window (data spans 89% of window)",9.0,,10.1016/j.mtener.2021.100853,Fig5_A,Series_1,days
x_time_day/10.1016_j.mtener.2021.100853/Fig5_B_stability_performance_curve_pce/accepted/10.1016_j.mtener.2021.100853__Fig5__B__stability_performance_curve_pce__0%GQDs__Series_1.csv,included,,16.0,0.9591405382206295,10.1016/j.mtener.2021.100853,Fig5_B,Series_1,days
x_time_day/10.1016_j.nanoen.2015.11.024/Fig8_B_stability_performance_curve_pce/accepted/10.1016_j.nanoen.2015.11.024__Fig8__B__stability_performance_curve_pce__Device_with_S0__Series_1.csv,included,,35.0,1.0017200165105147,10.1016/j.nanoen.2015.11.024,Fig8_B,Series_1,days
x_time_day/10.1016_j.nanoen.2016.06.007/Fig7_D_ff/accepted/10.1016_j.nanoen.2016.06.007__Fig7__D__ff__primitive__Series_1.csv,included,,18.0,9.509205451802885,10.1016/j.nanoen.2016.06.007,Fig7_D,Series_1,days
x_time_day/10.1016_j.nanoen.2016.08.006/Fig5_D_stability_performance_curve_pce/accepted/10.1016_j.nanoen.2016.08.006__Fig5__D__stability_performance_curve_pce__MAPbI₃_Spiro-OMeTAD__Series_2.csv,excluded,"Too few unique time points (9) in [0,200]h window (data spans 76% of window)",9.0,,10.1016/j.nanoen.2016.08.006,Fig5_D,Series_2,days
x_time_day/10.1016_j.nanoen.2016.08.048/Fig5_A_stability_performance_curve_pce/accepted/10.1016_j.nanoen.2016.08.048__Fig5__A__stability_performance_curve_pce__W_OPCBDAN__Series_2.csv,included,,15.0,1.0181160480592826,10.1016/j.nanoen.2016.08.048,Fig5_A,Series_2,days
x_time_day/10.1016_j.nanoen.2016.08.048/Figunknown_whole_stability/accepted/10.1016_j.nanoen.2016.08.048__Figunknown__whole__stability__W_OPCBDAN__Series_2.csv,included,,15.0,1.035631581848023,10.1016/j.nanoen.2016.08.048,Figunknown_whole_stability,Series_2,days
x_time_day/10.1016_j.nanoen.2016.08.055/Fig9_A_stability_performance_curve_pce/accepted/10.1016_j.nanoen.2016.08.055__Fig9__A__stability_performance_curve_pce__Pristine__Series_1.csv,included,,48.0,0.9914682719398877,10.1016/j.nanoen.2016.08.055,Fig9_A,Series_1,days
x_time_day/10.1016_j.nanoen.2016.10.036/Fig7_D_xrd_pattern_stability_performance_curve_pce/accepted/10.1016_j.nanoen.2016.10.036__Fig7__D__xrd_pattern_stability_performance_curve_pce__0.025%_DF-C₆₀-MAPbI₃__Series_1.csv,included,,15.0,1.008866288186199,10.1016/j.nanoen.2016.10.036,Fig7_D,Series_1,days
x_time_day/10.1016_j.nanoen.2016.10.036/Fig7_D_xrd_pattern_stability_performance_curve_pce/accepted/10.1016_j.nanoen.2016.10.036__Fig7__D__xrd_pattern_stability_performance_curve_pce__MAPbI₃__Series_2.csv,included,,16.0,1.006405532036059,10.1016/j.nanoen.2016.10.036,Fig7_D,Series_2,days
x_time_day/10.1016_j.nanoen.2017.10.006/Fig8_whole_curve/accepted/10.1016_j.nanoen.2017.10.006__Fig8__whole__curve__GUTS-4-MAPbI3__Series_2.csv,excluded,"Too few unique time points (8) in [0,200]h window (data spans 55% of window)",8.0,,10.1016/j.nanoen.2017.10.006,Fig8,Series_2,days
x_time_day/10.1016_j.nanoen.2017.10.006/Fig8_whole_curve/accepted/10.1016_j.nanoen.2017.10.006__Fig8__whole__curve__Ref-MAPbI3__Series_1.csv,included,,13.0,1.013346914916068,10.1016/j.nanoen.2017.10.006,Fig8,Series_1,days
x_time_day/10.1016_j.nanoen.2017.11.024/Fig9_A_stability_performance_curve/accepted/10.1016_j.nanoen.2017.11.024__Fig9__A__stability_performance_curve__PS-0__Series_2.csv,included,,10.0,0.9814670226256396,10.1016/j.nanoen.2017.11.024,Fig9_A,Series_2,days
x_time_day/10.1016_j.nanoen.2017.12.028/Fig5_B_stability_performance_curve_pattern/accepted/10.1016_j.nanoen.2017.12.028__Fig5__B__stability_performance_curve_pattern__PCDTBT8__Series_3.csv,included,,19.0,0.9693965506815937,10.1016/j.nanoen.2017.12.028,Fig5_B,Series_3,days
x_time_day/10.1016_j.nanoen.2017.12.028/Fig5_B_stability_performance_curve_pattern/accepted/10.1016_j.nanoen.2017.12.028__Fig5__B__stability_performance_curve_pattern__spiro-OMeTAD__Series_1.csv,included,,20.0,0.9993297779952887,10.1016/j.nanoen.2017.12.028,Fig5_B,Series_1,days
