curve_id,sample_id,source_absolute_path,source_relative_path,top_dir,doi_dir,doi,figure_folder,series_id,unit_factor_to_hours,unit_label,unit_source,y_axis_name,y_axis_unit,n_raw_points,n_unique_points_0_200h,start_time_absolute_h,end_time_absolute_h,duration_h,global_max_pce_time_relative_h,global_max_pce_value,duration_ge_200h,global_max_pce_by_200h,paper_selected_min4,main_selected_min10,selection_or_exclusion_reasons
x_time_day/10.1002_adfm.201807024/Fig6_D_pce/accepted/10.1002_adfm.201807024__Fig6__D__pce__0_MASCN__Series_1.csv,10.1002/adfm.201807024|Fig6_D_pce|10.1002_adfm.201807024__Fig6__D__pce__0_MASCN__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.201807024/Fig6_D_pce/accepted/10.1002_adfm.201807024__Fig6__D__pce__0_MASCN__Series_1.csv,x_time_day/10.1002_adfm.201807024/Fig6_D_pce/accepted/10.1002_adfm.201807024__Fig6__D__pce__0_MASCN__Series_1.csv,x_time_day,10.1002_adfm.201807024,10.1002/adfm.201807024,Fig6_D_pce,Series_1,24.0,days,validation.axis.x.unit,Normalized PCE,,18,8,-1.3882370374635684,428.0615236986405,429.44976073610405,0.0,0.9967099413295936,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1002_adfm.201807850/Fig7_E_stability_performance_curve/accepted/10.1002_adfm.201807850__Fig7__E__stability_performance_curve__w_o_NbF₅__Series_1.csv,10.1002/adfm.201807850|Fig7_E_stability_performance_curve|10.1002_adfm.201807850__Fig7__E__stability_performance_curve__w_o_NbF₅__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.201807850/Fig7_E_stability_performance_curve/accepted/10.1002_adfm.201807850__Fig7__E__stability_performance_curve__w_o_NbF₅__Series_1.csv,x_time_day/10.1002_adfm.201807850/Fig7_E_stability_performance_curve/accepted/10.1002_adfm.201807850__Fig7__E__stability_performance_curve__w_o_NbF₅__Series_1.csv,x_time_day,10.1002_adfm.201807850,10.1002/adfm.201807850,Fig7_E_stability_performance_curve,Series_1,24.0,day,validation.axis.x.unit,Normalized PCE,,24,9,-1.6129232170322183,644.7215216464197,646.3344448634518,0.0,1.000937061897242,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1002_adfm.202000778/Fig6_C_stability_performance_curve/accepted/10.1002_adfm.202000778__Fig6__C__stability_performance_curve__MAPbI₃__Series_1.csv,10.1002/adfm.202000778|Fig6_C_stability_performance_curve|10.1002_adfm.202000778__Fig6__C__stability_performance_curve__MAPbI₃__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202000778/Fig6_C_stability_performance_curve/accepted/10.1002_adfm.202000778__Fig6__C__stability_performance_curve__MAPbI₃__Series_1.csv,x_time_day/10.1002_adfm.202000778/Fig6_C_stability_performance_curve/accepted/10.1002_adfm.202000778__Fig6__C__stability_performance_curve__MAPbI₃__Series_1.csv,x_time_day,10.1002_adfm.202000778,10.1002/adfm.202000778,Fig6_C_stability_performance_curve,Series_1,24.0,days,validation.axis.x.unit,Normalized PCE,,55,8,1.1410476679340462,1421.746773647823,1420.6057259798888,0.0,1.0025759555537936,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1002_adfm.202004209/Fig11_C_stability_performance_curve_pce/accepted/10.1002_adfm.202004209__Fig11__C__stability_performance_curve_pce__SnO2__Series_2.csv,10.1002/adfm.202004209|Fig11_C_stability_performance_curve_pce|10.1002_adfm.202004209__Fig11__C__stability_performance_curve_pce__SnO2__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202004209/Fig11_C_stability_performance_curve_pce/accepted/10.1002_adfm.202004209__Fig11__C__stability_performance_curve_pce__SnO2__Series_2.csv,x_time_day/10.1002_adfm.202004209/Fig11_C_stability_performance_curve_pce/accepted/10.1002_adfm.202004209__Fig11__C__stability_performance_curve_pce__SnO2__Series_2.csv,x_time_day,10.1002_adfm.202004209,10.1002/adfm.202004209,Fig11_C_stability_performance_curve_pce,Series_2,24.0,d,validation.axis.x.unit,PCE,(%),12,4,3.358298135952907,679.9328994401402,676.5746013041874,0.0,19.038434204796012,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1002_adfm.202111116/Fig5_A_stability_performance_curve/accepted/10.1002_adfm.202111116__Fig5__A__stability_performance_curve__optimized_device__Series_1.csv,10.1002/adfm.202111116|Fig5_A_stability_performance_curve|10.1002_adfm.202111116__Fig5__A__stability_performance_curve__optimized_device__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202111116/Fig5_A_stability_performance_curve/accepted/10.1002_adfm.202111116__Fig5__A__stability_performance_curve__optimized_device__Series_1.csv,x_time_day/10.1002_adfm.202111116/Fig5_A_stability_performance_curve/accepted/10.1002_adfm.202111116__Fig5__A__stability_performance_curve__optimized_device__Series_1.csv,x_time_day,10.1002_adfm.202111116,10.1002/adfm.202111116,Fig5_A_stability_performance_curve,Series_1,24.0,day,validation.axis.x.unit,Normalized PCE (%),(%),59,5,-17.312929199668048,2355.466415025903,2372.779344225571,1063.6597060321526,104.42840519383924,True,False,False,False,global_max_pce_after_200h
x_time_day/10.1002_adfm.202204450/Fig1_E_stability_performance_curve_pce/accepted/10.1002_adfm.202204450__Fig1__E__stability_performance_curve_pce__Control__Series_2.csv,10.1002/adfm.202204450|Fig1_E_stability_performance_curve_pce|10.1002_adfm.202204450__Fig1__E__stability_performance_curve_pce__Control__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202204450/Fig1_E_stability_performance_curve_pce/accepted/10.1002_adfm.202204450__Fig1__E__stability_performance_curve_pce__Control__Series_2.csv,x_time_day/10.1002_adfm.202204450/Fig1_E_stability_performance_curve_pce/accepted/10.1002_adfm.202204450__Fig1__E__stability_performance_curve_pce__Control__Series_2.csv,x_time_day,10.1002_adfm.202204450,10.1002/adfm.202204450,Fig1_E_stability_performance_curve_pce,Series_2,24.0,days,validation.axis.x.unit,Normalized PCE,(a.u.),52,8,13.420510072691911,1417.8859490417035,1404.4654389690115,0.0,0.988275940752718,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1002_adma.201907623/Fig4_D_stability_performance_curve_pce/accepted/10.1002_adma.201907623__Fig4__D__stability_performance_curve_pce__0.0%PHCI__Series_1.csv,10.1002/adma.201907623|Fig4_D_stability_performance_curve_pce|10.1002_adma.201907623__Fig4__D__stability_performance_curve_pce__0.0%PHCI__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adma.201907623/Fig4_D_stability_performance_curve_pce/accepted/10.1002_adma.201907623__Fig4__D__stability_performance_curve_pce__0.0%PHCI__Series_1.csv,x_time_day/10.1002_adma.201907623/Fig4_D_stability_performance_curve_pce/accepted/10.1002_adma.201907623__Fig4__D__stability_performance_curve_pce__0.0%PHCI__Series_1.csv,x_time_day,10.1002_adma.201907623,10.1002/adma.201907623,Fig4_D_stability_performance_curve_pce,Series_1,24.0,day,validation.axis.x.unit,Normalized PCE,(%),12,6,-10.480534530656257,387.97093770069034,398.4514722313466,0.0,1.002712680127152,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1002_admi.201800499/Fig6_E_stability_performance_curve_pce/accepted/10.1002_admi.201800499__Fig6__E__stability_performance_curve_pce__Without_CF_film__Series_2.csv,10.1002/admi.201800499|Fig6_E_stability_performance_curve_pce|10.1002_admi.201800499__Fig6__E__stability_performance_curve_pce__Without_CF_film__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_admi.201800499/Fig6_E_stability_performance_curve_pce/accepted/10.1002_admi.201800499__Fig6__E__stability_performance_curve_pce__Without_CF_film__Series_2.csv,x_time_day/10.1002_admi.201800499/Fig6_E_stability_performance_curve_pce/accepted/10.1002_admi.201800499__Fig6__E__stability_performance_curve_pce__Without_CF_film__Series_2.csv,x_time_day,10.1002_admi.201800499,10.1002/admi.201800499,Fig6_E_stability_performance_curve_pce,Series_2,24.0,day,validation.axis.x.unit,PCE,(%),34,34,0.39797212187273345,188.49770386166264,188.09973173978992,0.0,12.454200428864617,False,True,False,False,duration_lt_200h
x_time_day/10.1002_advs.201700025/Fig7_whole_stability/accepted/10.1002_advs.201700025__Fig7__whole__stability__w_oBDTS-2DPP__Series_2.csv,10.1002/advs.201700025|Fig7_whole_stability|10.1002_advs.201700025__Fig7__whole__stability__w_oBDTS-2DPP__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_advs.201700025/Fig7_whole_stability/accepted/10.1002_advs.201700025__Fig7__whole__stability__w_oBDTS-2DPP__Series_2.csv,x_time_day/10.1002_advs.201700025/Fig7_whole_stability/accepted/10.1002_advs.201700025__Fig7__whole__stability__w_oBDTS-2DPP__Series_2.csv,x_time_day,10.1002_advs.201700025,10.1002/advs.201700025,Fig7_whole_stability,Series_2,24.0,day,validation.axis.x.unit,Normalized PCE,(%),79,79,0.6440764311755096,165.0806222893474,164.43654585817188,0.0,99.39793455340211,False,True,False,False,duration_lt_200h
x_time_day/10.1002_advs.202004662/Fig5_A_stability_performance_curve_pce/accepted/10.1002_advs.202004662__Fig5__A__stability_performance_curve_pce__pristine_TiO₂__Series_2.csv,10.1002/advs.202004662|Fig5_A_stability_performance_curve_pce|10.1002_advs.202004662__Fig5__A__stability_performance_curve_pce__pristine_TiO₂__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_advs.202004662/Fig5_A_stability_performance_curve_pce/accepted/10.1002_advs.202004662__Fig5__A__stability_performance_curve_pce__pristine_TiO₂__Series_2.csv,x_time_day/10.1002_advs.202004662/Fig5_A_stability_performance_curve_pce/accepted/10.1002_advs.202004662__Fig5__A__stability_performance_curve_pce__pristine_TiO₂__Series_2.csv,x_time_day,10.1002_advs.202004662,10.1002/advs.202004662,Fig5_A_stability_performance_curve_pce,Series_2,24.0,days,validation.axis.x.unit,Normalized PCE,,38,3,48.97196749635009,2664.6313997477114,2615.659432251361,0.0,0.9593391794318504,True,True,False,False,unique_points_lt_4
x_time_day/10.1002_aenm.201700226/Fig4_A_stability_performance_curve_pce/accepted/10.1002_aenm.201700226__Fig4__A__stability_performance_curve_pce__★1-TiO2__Series_3.csv,10.1002/aenm.201700226|Fig4_A_stability_performance_curve_pce|10.1002_aenm.201700226__Fig4__A__stability_performance_curve_pce__★1-TiO2__Series_3,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_aenm.201700226/Fig4_A_stability_performance_curve_pce/accepted/10.1002_aenm.201700226__Fig4__A__stability_performance_curve_pce__★1-TiO2__Series_3.csv,x_time_day/10.1002_aenm.201700226/Fig4_A_stability_performance_curve_pce/accepted/10.1002_aenm.201700226__Fig4__A__stability_performance_curve_pce__★1-TiO2__Series_3.csv,x_time_day,10.1002_aenm.201700226,10.1002/aenm.201700226,Fig4_A_stability_performance_curve_pce,Series_3,24.0,day,validation.axis.x.unit,PCE,(norm.),44,44,0.01682348112570331,107.51317707018075,107.49635358905505,0.0,0.9951051060491668,False,True,False,False,duration_lt_200h
x_time_day/10.1002_aenm.201702934/Fig4_A_stability_performance_curve/accepted/10.1002_aenm.201702934__Fig4__A__stability_performance_curve__ZnO__Series_2.csv,10.1002/aenm.201702934|Fig4_A_stability_performance_curve|10.1002_aenm.201702934__Fig4__A__stability_performance_curve__ZnO__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_aenm.201702934/Fig4_A_stability_performance_curve/accepted/10.1002_aenm.201702934__Fig4__A__stability_performance_curve__ZnO__Series_2.csv,x_time_day/10.1002_aenm.201702934/Fig4_A_stability_performance_curve/accepted/10.1002_aenm.201702934__Fig4__A__stability_performance_curve__ZnO__Series_2.csv,x_time_day,10.1002_aenm.201702934,10.1002/aenm.201702934,Fig4_A_stability_performance_curve,Series_2,24.0,days,validation.axis.x.unit,Efficiency,(%),29,4,8.437255244508009,1673.3382346952335,1664.9009794507256,0.0,15.252676929767457,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1002_aenm.201800275/Fig4_D_stability_performance_curve_pce/accepted/10.1002_aenm.201800275__Fig4__D__stability_performance_curve_pce__Reference__Series_2.csv,10.1002/aenm.201800275|Fig4_D_stability_performance_curve_pce|10.1002_aenm.201800275__Fig4__D__stability_performance_curve_pce__Reference__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_aenm.201800275/Fig4_D_stability_performance_curve_pce/accepted/10.1002_aenm.201800275__Fig4__D__stability_performance_curve_pce__Reference__Series_2.csv,x_time_day/10.1002_aenm.201800275/Fig4_D_stability_performance_curve_pce/accepted/10.1002_aenm.201800275__Fig4__D__stability_performance_curve_pce__Reference__Series_2.csv,x_time_day,10.1002_aenm.201800275,10.1002/aenm.201800275,Fig4_D_stability_performance_curve_pce,Series_2,24.0,day,validation.axis.x.unit,PCE,(%),53,5,3.6498390546132384,2157.0873529637865,2153.4375139091735,41.41225988286877,19.249191051091362,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1002_aenm.201803587/Fig5_D_stability_performance_curve_pce_eqe/accepted/10.1002_aenm.201803587__Fig5__D__stability_performance_curve_pce_eqe__Reference__Series_1.csv,10.1002/aenm.201803587|Fig5_D_stability_performance_curve_pce_eqe|10.1002_aenm.201803587__Fig5__D__stability_performance_curve_pce_eqe__Reference__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_aenm.201803587/Fig5_D_stability_performance_curve_pce_eqe/accepted/10.1002_aenm.201803587__Fig5__D__stability_performance_curve_pce_eqe__Reference__Series_1.csv,x_time_day/10.1002_aenm.201803587/Fig5_D_stability_performance_curve_pce_eqe/accepted/10.1002_aenm.201803587__Fig5__D__stability_performance_curve_pce_eqe__Reference__Series_1.csv,x_time_day,10.1002_aenm.201803587,10.1002/aenm.201803587,Fig5_D_stability_performance_curve_pce_eqe,Series_1,24.0,day,validation.axis.x.unit,PCE,(%),64,6,-11.741448084058533,2151.844104993348,2163.5855530774065,0.0,19.456472497092314,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1002_aenm.201903299/Fig6_C_stability_performance_curve_pce/accepted/10.1002_aenm.201903299__Fig6__C__stability_performance_curve_pce__0%__Series_2.csv,10.1002/aenm.201903299|Fig6_C_stability_performance_curve_pce|10.1002_aenm.201903299__Fig6__C__stability_performance_curve_pce__0%__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_aenm.201903299/Fig6_C_stability_performance_curve_pce/accepted/10.1002_aenm.201903299__Fig6__C__stability_performance_curve_pce__0%__Series_2.csv,x_time_day/10.1002_aenm.201903299/Fig6_C_stability_performance_curve_pce/accepted/10.1002_aenm.201903299__Fig6__C__stability_performance_curve_pce__0%__Series_2.csv,x_time_day,10.1002_aenm.201903299,10.1002/aenm.201903299,Fig6_C_stability_performance_curve_pce,Series_2,24.0,day,validation.axis.x.name,Normalized PCE,,52,9,1.5811143539822865,1241.711681103357,1240.1305667493748,24.31628562253674,1.0046818776047832,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1002_aenm.202000967/Fig4_A_stability_performance_curve_pce/accepted/10.1002_aenm.202000967__Fig4__A__stability_performance_curve_pce__MAPbI₃₋yClᵧ-Cu_NiO__Series_2.csv,10.1002/aenm.202000967|Fig4_A_stability_performance_curve_pce|10.1002_aenm.202000967__Fig4__A__stability_performance_curve_pce__MAPbI₃₋yClᵧ-Cu_NiO__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_aenm.202000967/Fig4_A_stability_performance_curve_pce/accepted/10.1002_aenm.202000967__Fig4__A__stability_performance_curve_pce__MAPbI₃₋yClᵧ-Cu_NiO__Series_2.csv,x_time_day/10.1002_aenm.202000967/Fig4_A_stability_performance_curve_pce/accepted/10.1002_aenm.202000967__Fig4__A__stability_performance_curve_pce__MAPbI₃₋yClᵧ-Cu_NiO__Series_2.csv,x_time_day,10.1002_aenm.202000967,10.1002/aenm.202000967,Fig4_A_stability_performance_curve_pce,Series_2,24.0,day,validation.axis.x.unit,PCE,%,34,2,-13.847644892407175,3563.925001436716,3577.772646329123,0.0,17.80918431891176,True,True,False,False,unique_points_lt_4
x_time_day/10.1002_aenm.202000967/Fig4_A_stability_performance_curve_pce/accepted/10.1002_aenm.202000967__Fig4__A__stability_performance_curve_pce__MAPbI₃₋yClᵧ__Series_3.csv,10.1002/aenm.202000967|Fig4_A_stability_performance_curve_pce|10.1002_aenm.202000967__Fig4__A__stability_performance_curve_pce__MAPbI₃₋yClᵧ__Series_3,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_aenm.202000967/Fig4_A_stability_performance_curve_pce/accepted/10.1002_aenm.202000967__Fig4__A__stability_performance_curve_pce__MAPbI₃₋yClᵧ__Series_3.csv,x_time_day/10.1002_aenm.202000967/Fig4_A_stability_performance_curve_pce/accepted/10.1002_aenm.202000967__Fig4__A__stability_performance_curve_pce__MAPbI₃₋yClᵧ__Series_3.csv,x_time_day,10.1002_aenm.202000967,10.1002/aenm.202000967,Fig4_A_stability_performance_curve_pce,Series_3,24.0,day,validation.axis.x.unit,PCE,%,10,2,-66.46194851489423,880.5955166898733,947.0574652047676,0.0,17.61279258599953,True,True,False,False,unique_points_lt_4
x_time_day/10.1002_anie.201806392/Fig3_H_stability_performance_curve/accepted/10.1002_anie.201806392__Fig3__H__stability_performance_curve__Py-C__Series_3.csv,10.1002/anie.201806392|Fig3_H_stability_performance_curve|10.1002_anie.201806392__Fig3__H__stability_performance_curve__Py-C__Series_3,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_anie.201806392/Fig3_H_stability_performance_curve/accepted/10.1002_anie.201806392__Fig3__H__stability_performance_curve__Py-C__Series_3.csv,x_time_day/10.1002_anie.201806392/Fig3_H_stability_performance_curve/accepted/10.1002_anie.201806392__Fig3__H__stability_performance_curve__Py-C__Series_3.csv,x_time_day,10.1002_anie.201806392,10.1002/anie.201806392,Fig3_H_stability_performance_curve,Series_3,24.0,day,validation.axis.x.unit,PCE (%),(%),24,7,17.275983758181155,1498.2691718322085,1480.9931880740273,0.0,9.461791222563253,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1002_anie.201806392/Fig3_H_stability_performance_curve/accepted/10.1002_anie.201806392__Fig3__H__stability_performance_curve__Spiro-OMeTAD__Series_2.csv,10.1002/anie.201806392|Fig3_H_stability_performance_curve|10.1002_anie.201806392__Fig3__H__stability_performance_curve__Spiro-OMeTAD__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_anie.201806392/Fig3_H_stability_performance_curve/accepted/10.1002_anie.201806392__Fig3__H__stability_performance_curve__Spiro-OMeTAD__Series_2.csv,x_time_day/10.1002_anie.201806392/Fig3_H_stability_performance_curve/accepted/10.1002_anie.201806392__Fig3__H__stability_performance_curve__Spiro-OMeTAD__Series_2.csv,x_time_day,10.1002_anie.201806392,10.1002/anie.201806392,Fig3_H_stability_performance_curve,Series_2,24.0,day,validation.axis.x.unit,PCE (%),(%),43,7,33.731463625670386,1415.9917724947625,1382.2603088690921,32.91095973497838,18.73317025807237,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1002_anie.201911796/Fig4_C_stability_performance_curve_pce/accepted/10.1002_anie.201911796__Fig4__C__stability_performance_curve_pce__−SnO2__Series_2.csv,10.1002/anie.201911796|Fig4_C_stability_performance_curve_pce|10.1002_anie.201911796__Fig4__C__stability_performance_curve_pce__−SnO2__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_anie.201911796/Fig4_C_stability_performance_curve_pce/accepted/10.1002_anie.201911796__Fig4__C__stability_performance_curve_pce__−SnO2__Series_2.csv,x_time_day/10.1002_anie.201911796/Fig4_C_stability_performance_curve_pce/accepted/10.1002_anie.201911796__Fig4__C__stability_performance_curve_pce__−SnO2__Series_2.csv,x_time_day,10.1002_anie.201911796,10.1002/anie.201911796,Fig4_C_stability_performance_curve_pce,Series_2,24.0,d,validation.axis.x.unit,PCE,(%),12,4,4.071221367762433,693.5074743632266,689.4362529954642,0.0,19.004813010001087,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1002_chem.201704181/Fig5_D_stability_performance_curve_pce/accepted/10.1002_chem.201704181__Fig5__D__stability_performance_curve_pce__W_O_IPA__Series_1.csv,10.1002/chem.201704181|Fig5_D_stability_performance_curve_pce|10.1002_chem.201704181__Fig5__D__stability_performance_curve_pce__W_O_IPA__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_chem.201704181/Fig5_D_stability_performance_curve_pce/accepted/10.1002_chem.201704181__Fig5__D__stability_performance_curve_pce__W_O_IPA__Series_1.csv,x_time_day/10.1002_chem.201704181/Fig5_D_stability_performance_curve_pce/accepted/10.1002_chem.201704181__Fig5__D__stability_performance_curve_pce__W_O_IPA__Series_1.csv,x_time_day,10.1002_chem.201704181,10.1002/chem.201704181,Fig5_D_stability_performance_curve_pce,Series_1,24.0,day,validation.axis.x.unit,PCE/initial PCE,,36,8,23.399059903619687,947.0445224149689,923.6454625113493,0.0,1.0070991664846023,True,True,True,False,unique_points_4_to_9_main_qc
x_time_day/10.1002_cssc.202001350/Fig8_B_jv_curve_stability_performance_pce/accepted/10.1002_cssc.202001350__Fig8__B__jv_curve_stability_performance_pce__spiro-OMeTAD__Series_1.csv,10.1002/cssc.202001350|Fig8_B_jv_curve_stability_performance_pce|10.1002_cssc.202001350__Fig8__B__jv_curve_stability_performance_pce__spiro-OMeTAD__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_cssc.202001350/Fig8_B_jv_curve_stability_performance_pce/accepted/10.1002_cssc.202001350__Fig8__B__jv_curve_stability_performance_pce__spiro-OMeTAD__Series_1.csv,x_time_day/10.1002_cssc.202001350/Fig8_B_jv_curve_stability_performance_pce/accepted/10.1002_cssc.202001350__Fig8__B__jv_curve_stability_performance_pce__spiro-OMeTAD__Series_1.csv,x_time_day,10.1002_cssc.202001350,10.1002/cssc.202001350,Fig8_B_jv_curve_stability_performance_pce,Series_1,24.0,days,validation.axis.x.name,PCE,(%),41,6,18.645113094724806,1436.9216805477688,1418.276567453044,460.9398844222394,16.720401246291004,True,False,False,False,global_max_pce_after_200h
x_time_day/10.1002_pip.3352/Fig6_H_stability_performance_curve/accepted/10.1002_pip.3352__Fig6__H__stability_performance_curve__Control__Series_2.csv,10.1002/pip.3352|Fig6_H_stability_performance_curve|10.1002_pip.3352__Fig6__H__stability_performance_curve__Control__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_pip.3352/Fig6_H_stability_performance_curve/accepted/10.1002_pip.3352__Fig6__H__stability_performance_curve__Control__Series_2.csv,x_time_day/10.1002_pip.3352/Fig6_H_stability_performance_curve/accepted/10.1002_pip.3352__Fig6__H__stability_performance_curve__Control__Series_2.csv,x_time_day,10.1002_pip.3352,10.1002/pip.3352,Fig6_H_stability_performance_curve,Series_2,24.0,days,validation.axis.x.unit,Normalized PCE,,42,2,125.78772095290037,4760.042286747603,4634.254565794702,0.0,0.9841755137372393,True,True,False,False,unique_points_lt_4
x_time_day/10.1002_smll.202005671/Fig5_E_stability_performance_curve_pce/accepted/10.1002_smll.202005671__Fig5__E__stability_performance_curve_pce__P-SnO₂__Series_1.csv,10.1002/smll.202005671|Fig5_E_stability_performance_curve_pce|10.1002_smll.202005671__Fig5__E__stability_performance_curve_pce__P-SnO₂__Series_1,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_smll.202005671/Fig5_E_stability_performance_curve_pce/accepted/10.1002_smll.202005671__Fig5__E__stability_performance_curve_pce__P-SnO₂__Series_1.csv,x_time_day/10.1002_smll.202005671/Fig5_E_stability_performance_curve_pce/accepted/10.1002_smll.202005671__Fig5__E__stability_performance_curve_pce__P-SnO₂__Series_1.csv,x_time_day,10.1002_smll.202005671,10.1002/smll.202005671,Fig5_E_stability_performance_curve_pce,Series_1,24.0,days,validation.axis.x.unit,Normalized PCE,(%),47,5,-11.540862667357402,2107.8528906752017,2119.393753342559,230.36888623288684,1.0280755210699208,True,False,False,False,global_max_pce_after_200h
x_time_day/10.1002_solr.201700245/Fig6_whole_stability_performance_curve_pce/accepted/10.1002_solr.201700245__Fig6__whole__stability_performance_curve_pce__without_CrOX_layer__Series_2.csv,10.1002/solr.201700245|Fig6_whole_stability_performance_curve_pce|10.1002_solr.201700245__Fig6__whole__stability_performance_curve_pce__without_CrOX_layer__Series_2,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_solr.201700245/Fig6_whole_stability_performance_curve_pce/accepted/10.1002_solr.201700245__Fig6__whole__stability_performance_curve_pce__without_CrOX_layer__Series_2.csv,x_time_day/10.1002_solr.201700245/Fig6_whole_stability_performance_curve_pce/accepted/10.1002_solr.201700245__Fig6__whole__stability_performance_curve_pce__without_CrOX_layer__Series_2.csv,x_time_day,10.1002_solr.201700245,10.1002/solr.201700245,Fig6_whole_stability_performance_curve_pce,Series_2,24.0,days,validation.axis.x.unit,Normalized PCE,,17,17,-3.393074157275329,110.75216250470605,114.14523666198139,0.0,0.9964002813992554,False,True,False,False,duration_lt_200h
"x_time_day/10.1002_solr.201800338/Fig2_D_stability_performance_curve_pce/accepted/10.1002_solr.201800338__Fig2__D__stability_performance_curve_pce__DMSO-molecule-control,_1cm²_device__Series_2.csv","10.1002/solr.201800338|Fig2_D_stability_performance_curve_pce|10.1002_solr.201800338__Fig2__D__stability_performance_curve_pce__DMSO-molecule-control,_1cm²_device__Series_2","/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_solr.201800338/Fig2_D_stability_performance_curve_pce/accepted/10.1002_solr.201800338__Fig2__D__stability_performance_curve_pce__DMSO-molecule-control,_1cm²_device__Series_2.csv","x_time_day/10.1002_solr.201800338/Fig2_D_stability_performance_curve_pce/accepted/10.1002_solr.201800338__Fig2__D__stability_performance_curve_pce__DMSO-molecule-control,_1cm²_device__Series_2.csv",x_time_day,10.1002_solr.201800338,10.1002/solr.201800338,Fig2_D_stability_performance_curve_pce,Series_2,24.0,days,validation.axis.x.unit,Normalized PCE,,53,9,1.3692389074515177,1194.1248362581264,1192.7555973506749,114.68803820679562,1.007244300160329,True,True,True,False,unique_points_4_to_9_main_qc
"x_time_day/10.1002_solr.201800338/Fig2_D_stability_performance_curve_pce/accepted/10.1002_solr.201800338__Fig2__D__stability_performance_curve_pce__Pristine,_1cm²_device__Series_1.csv","10.1002/solr.201800338|Fig2_D_stability_performance_curve_pce|10.1002_solr.201800338__Fig2__D__stability_performance_curve_pce__Pristine,_1cm²_device__Series_1","/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_solr.201800338/Fig2_D_stability_performance_curve_pce/accepted/10.1002_solr.201800338__Fig2__D__stability_performance_curve_pce__Pristine,_1cm²_device__Series_1.csv","x_time_day/10.1002_solr.201800338/Fig2_D_stability_performance_curve_pce/accepted/10.1002_solr.201800338__Fig2__D__stability_performance_curve_pce__Pristine,_1cm²_device__Series_1.csv",x_time_day,10.1002_solr.201800338,10.1002/solr.201800338,Fig2_D_stability_performance_curve_pce,Series_1,24.0,days,validation.axis.x.unit,Normalized PCE,,53,9,1.3692389074515177,1194.1248362581264,1192.7555973506749,0.0,1.001847181199189,True,True,True,False,unique_points_4_to_9_main_qc
