curve_id,axis_valid,audit_reasons,source_file,doi,record,series_name,x_name,x_unit,y_name,y_unit,time_factor_to_hours,n_unique_points,duration_hours,x_min_original,x_max_original,y_min_original,y_max_original,final_class,strict_topology_match,strict_class,rule_ensemble_stability,confidence_level,review_recommended,final_status
10.1021_acs.langmuir.7b00127_Fig10_A_pce_1ef9bb6e80,True,,lab/data_all/x_time_day/10.1021_acs.langmuir.7b00127/Fig10_A_pce/accepted/10.1021_acs.langmuir.7b00127__Fig10__A__pce__PEDOT_PSS__Series_1.csv,10.1021/acs.langmuir.7b00127,Fig10_A_pce,10.1021_acs.langmuir.7b00127__Fig10__A__pce__PEDOT_PSS__Series_1,Storage days,,Normalized PCE,,24.0,56,286.99629561982437,-0.0580622512090349,11.900116732950313,0.3996943772858845,1.0019597903348287,,,,,,,insufficient_duration_for_selected_window
10.1021_acs.langmuir.7b00127_Fig10_A_pce_2_e6cac20fdc,True,,lab/data_all/x_time_day/10.1021_acs.langmuir.7b00127/Fig10_A_pce_2/accepted/10.1021_acs.langmuir.7b00127__Fig10__A__pce_2__PEDOT_PSS__Series_2.csv,10.1021/acs.langmuir.7b00127,Fig10_A_pce_2,10.1021_acs.langmuir.7b00127__Fig10__A__pce_2__PEDOT_PSS__Series_2,Storage days,,Normalized PCE,,24.0,57,284.22655086440386,-0.0494650349320289,11.793307917751465,0.4003505702860387,1.0021583835231007,,,,,,,insufficient_duration_for_selected_window
10.1021_acsomega.0c04593_Fig10_A_stability_performance_curve_cc00d6a8d5,True,,lab/data_all/x_time_day/10.1021_acsomega.0c04593/Fig10_A_stability_performance_curve/accepted/10.1021_acsomega.0c04593__Fig10__A__stability_performance_curve__Aged__Series_2.csv,10.1021/acsomega.0c04593,Fig10_A_stability_performance_curve,10.1021_acsomega.0c04593__Fig10__A__stability_performance_curve__Aged__Series_2,Time,(day),PCE,(%),24.0,44,534.6343076239214,1.3516267692864568,23.62805625361651,13.509532787961923,18.92443193983457,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1039_c8ra03162b_Fig10_A_stability_performance_curve_plot_93ff9c44c7,True,,lab/data_all/x_time_day/10.1039_c8ra03162b/Fig10_A_stability_performance_curve_plot/accepted/10.1039_c8ra03162b__Fig10__A__stability_performance_curve_plot__ZnO_NPs_TiO₂__Series_2.csv,10.1039/c8ra03162b,Fig10_A_stability_performance_curve_plot,10.1039_c8ra03162b__Fig10__A__stability_performance_curve_plot__ZnO_NPs_TiO₂__Series_2,Days,,Normalized PCE,,24.0,40,689.5210940095354,0.826666937969387,29.55671252170003,0.9333014407744976,1.2507866158340488,IFO-Hill,True,IFO-Hill,1.0,high,False,classified_strict_topology
10.1039_c8ra03162b_Fig10_A_stability_performance_curve_plot_731b9c4eeb,True,,lab/data_all/x_time_day/10.1039_c8ra03162b/Fig10_A_stability_performance_curve_plot/accepted/10.1039_c8ra03162b__Fig10__A__stability_performance_curve_plot__ZnO_NPs__Series_1.csv,10.1039/c8ra03162b,Fig10_A_stability_performance_curve_plot,10.1039_c8ra03162b__Fig10__A__stability_performance_curve_plot__ZnO_NPs__Series_1,Days,,Normalized PCE,,24.0,37,636.4810098549558,0.826666937969387,27.34670901525921,0.1980726143207998,0.9708983693999708,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1039_d0qm00983k_Fig10_B_stability_performance_curve_524ed757f2,True,,lab/data_all/x_time_day/10.1039_d0qm00983k/Fig10_B_stability_performance_curve/accepted/10.1039_d0qm00983k__Fig10__B__stability_performance_curve__o—Pristine__Series_1.csv,10.1039/d0qm00983k,Fig10_B_stability_performance_curve,10.1039_d0qm00983k__Fig10__B__stability_performance_curve__o—Pristine__Series_1,Elapsed Time(day),(day),PCE%,%,24.0,55,713.7060531000878,0.022490604725057,29.760242817228715,4.141461352350291,16.40696382031234,IFO-Slope,False,unresolved_other_shape,1.0,unresolved_other_shape,True,assigned_four_way_but_unresolved_topology
10.1002_solr.201800034_Fig10_B_stability_performance_curve_pce_c627a23561,True,,lab/data_all/x_time_day/10.1002_solr.201800034/Fig10_B_stability_performance_curve_pce/accepted/10.1002_solr.201800034__Fig10__B__stability_performance_curve_pce__TU-0__Series_2.csv,10.1002/solr.201800034,Fig10_B_stability_performance_curve_pce,10.1002_solr.201800034__Fig10__B__stability_performance_curve_pce__TU-0__Series_2,Time,day,Normalized PCE,%,24.0,34,354.2835052485249,-0.0086333108238054,14.753179407864732,15.598824751375416,106.1501089147764,,,,,,,insufficient_duration_for_selected_window
10.1039_c5ta07957h_Fig10_B_stability_performance_curve_pce_50642e0ac3,True,,lab/data_all/x_time_h/10.1039_c5ta07957h/Fig10_B_stability_performance_curve_pce/accepted/10.1039_c5ta07957h__Fig10__B__stability_performance_curve_pce__PEDOT_PSS(40nm)__Series_2.csv,10.1039/c5ta07957h,Fig10_B_stability_performance_curve_pce,10.1039_c5ta07957h__Fig10__B__stability_performance_curve_pce__PEDOT_PSS(40nm)__Series_2,Time,(hours),PCE,(%),1.0,63,238.3335402665699,0.8473765776889692,239.1809168442589,3.3055810108519257,10.12328804551871,,,,,,,insufficient_duration_for_selected_window
10.1039_c8ra03162b_Fig10_B_stability_performance_curve_plot_3d245c64c0,True,,lab/data_all/x_time_day/10.1039_c8ra03162b/Fig10_B_stability_performance_curve_plot/accepted/10.1039_c8ra03162b__Fig10__B__stability_performance_curve_plot__ZnO_sol-gel_TiO2__Series_2.csv,10.1039/c8ra03162b,Fig10_B_stability_performance_curve_plot,10.1039_c8ra03162b__Fig10__B__stability_performance_curve_plot__ZnO_sol-gel_TiO2__Series_2,Days,,Normalized PCE,,24.0,34,680.0727818315502,0.7939056869946226,29.13027159664255,0.9442992870113796,1.3079351371850232,IFO-Bridge,True,IFO-Bridge,1.0,high,False,classified_strict_topology
10.1039_c6nr07689k_Fig10_D_stability_performance_curve_2e38ff04d4,True,,lab/data_all/x_time_day/10.1039_c6nr07689k/Fig10_D_stability_performance_curve/accepted/10.1039_c6nr07689k__Fig10__D__stability_performance_curve__PSC-0__Series_1.csv,10.1039/c6nr07689k,Fig10_D_stability_performance_curve,10.1039_c6nr07689k__Fig10__D__stability_performance_curve__PSC-0__Series_1,Days,,Normalized PCE,,24.0,50,1432.6707632471548,-0.4332389138498449,59.26137622144827,0.4366545304080812,1.0031926727757512,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1021_acsami.1c05055_Fig10_D_stability_performance_curve_pce_e1bef9e78a,True,,lab/data_all/x_time_day/10.1021_acsami.1c05055/Fig10_D_stability_performance_curve_pce/accepted/10.1021_acsami.1c05055__Fig10__D__stability_performance_curve_pce__Reference__Series_2.csv,10.1021/acsami.1c05055,Fig10_D_stability_performance_curve_pce,10.1021_acsami.1c05055__Fig10__D__stability_performance_curve_pce__Reference__Series_2,Time,[Day],Normalized PCE,,24.0,61,705.0548809428659,0.1548664707998428,29.532153176752587,0.7448863173285307,0.9996148421188664,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1021_acsomega.0c04593_Fig10_D_stability_performance_curve_pce_a37b18c865,True,,lab/data_all/x_time_h/10.1021_acsomega.0c04593/Fig10_D_stability_performance_curve_pce/accepted/10.1021_acsomega.0c04593__Fig10__D__stability_performance_curve_pce__MAPbI₃₋ᵧClᵧ__Series_3.csv,10.1021/acsomega.0c04593,Fig10_D_stability_performance_curve_pce,10.1021_acsomega.0c04593__Fig10__D__stability_performance_curve_pce__MAPbI₃₋ᵧClᵧ__Series_3,Time,(h),PCE,(%),1.0,19,296.8840452409807,-3.3691020774654703,293.5149431635152,7.961501056812965,16.698705825746792,,,,,,,insufficient_duration_for_selected_window
10.3390_coatings14040409_Fig10_D_stability_performance_curve_pce_5f37daef27,True,,lab/data_all/x_time_day/10.3390_coatings14040409/Fig10_D_stability_performance_curve_pce/accepted/10.3390_coatings14040409__Fig10__D__stability_performance_curve_pce__Reference__Series_2.csv,10.3390/coatings14040409,Fig10_D_stability_performance_curve_pce,10.3390_coatings14040409__Fig10__D__stability_performance_curve_pce__Reference__Series_2,Time (days),days,Normalized PCE,,24.0,59,708.9484542821872,0.0741915951826843,29.61371052360715,0.601207507922791,1.0037620475461635,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1021_acsenergylett.7b00202_Fig10_E_stability_performance_curve_pce_a2bacce82b,True,,lab/data_all/x_time_week_month_year/10.1021_acsenergylett.7b00202/Fig10_E_stability_performance_curve_pce/accepted/10.1021_acsenergylett.7b00202__Fig10__E__stability_performance_curve_pce__MASnl3'3__Series_2.csv,10.1021/acsenergylett.7b00202,Fig10_E_stability_performance_curve_pce,10.1021_acsenergylett.7b00202__Fig10__E__stability_performance_curve_pce__MASnl3'3__Series_2,Time (months),months,PCE retention (%),%,730.5,10,710.9013167968961,-0.0503995199565245,0.9227713449262902,11.717848877789592,100.66151359287755,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1021_acsenergylett.7b00202_Fig10_E_stability_performance_curve_pce_091d4b97fd,True,,lab/data_all/x_time_week_month_year/10.1021_acsenergylett.7b00202/Fig10_E_stability_performance_curve_pce/accepted/10.1021_acsenergylett.7b00202__Fig10__E__stability_performance_curve_pce__Sn413$__Series_1.csv,10.1021/acsenergylett.7b00202,Fig10_E_stability_performance_curve_pce,10.1021_acsenergylett.7b00202__Fig10__E__stability_performance_curve_pce__Sn413$__Series_1,Time (months),months,PCE retention (%),%,730.5,37,2843.6052671875846,0.0144785377023297,3.907161997233589,44.08850236253248,100.96404306469758,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1016_j.apsusc.2019.143552_Fig10_whole_figure_b4abdcf5a5,True,,lab/data_all/x_time_h/10.1016_j.apsusc.2019.143552/Fig10_whole_figure/accepted/10.1016_j.apsusc.2019.143552__Fig10__whole__figure__ZnO__Series_1.csv,10.1016/j.apsusc.2019.143552,Fig10_whole_figure,10.1016_j.apsusc.2019.143552__Fig10__whole__figure__ZnO__Series_1,Time,(h),Normalized PCE,(a.u.),1.0,75,168.593638901136,-0.681154286592907,167.91248461454308,0.4252562366823706,0.9989010945121674,,,,,,,insufficient_duration_for_selected_window
10.1039_c6ra09878a_Fig10_whole_figure_ce18775ec5,True,,lab/data_all/x_time_h/10.1039_c6ra09878a/Fig10_whole_figure/accepted/10.1039_c6ra09878a__Fig10__whole__figure__Spiro-OMeTAD__Series_2.csv,10.1039/c6ra09878a,Fig10_whole_figure,10.1039_c6ra09878a__Fig10__whole__figure__Spiro-OMeTAD__Series_2,"Lifetime, h",h,"Normalized device efficiency, %",%,1.0,58,307.54271085760945,-0.0498168179919353,307.4928940396175,33.28318002233671,100.04522879157048,,,,,,,insufficient_duration_for_selected_window
10.3390_en17071629_Fig10_whole_stability_7d18957fe7,True,,lab/data_all/x_time_h/10.3390_en17071629/Fig10_whole_stability/accepted/10.3390_en17071629__Fig10__whole__stability__PSCs_without_PVA__Series_2.csv,10.3390/en17071629,Fig10_whole_stability,10.3390_en17071629__Fig10__whole__stability__PSCs_without_PVA__Series_2,Time,(h),Normalized PCE,,1.0,48,1198.1447119349286,2.094859517462453,1200.2395714523911,0.1044977025683668,1.107498808497836,IFO-Hill,True,IFO-Hill,1.0,high,False,classified_strict_topology
10.1016_j.flatc.2021.100254_Fig10_whole_stability_performance_curve_94570a1f65,True,,lab/data_all/x_time_h/10.1016_j.flatc.2021.100254/Fig10_whole_stability_performance_curve/accepted/10.1016_j.flatc.2021.100254__Fig10__whole__stability_performance_curve__0.08_mg_mL__Series_2.csv,10.1016/j.flatc.2021.100254,Fig10_whole_stability_performance_curve,10.1016_j.flatc.2021.100254__Fig10__whole__stability_performance_curve__0.08_mg_mL__Series_2,Time,hr,Normalized PCE,(P/P₀),1.0,85,120.58311549488724,0.3274755933457172,120.91059108823296,96.05258176998328,99.985614182604,,,,,,,insufficient_duration_for_selected_window
10.3390_cryst12020290_Fig10_whole_stability_performance_curve_eaaf682cae,True,,lab/data_all/x_time_day/10.3390_cryst12020290/Fig10_whole_stability_performance_curve/accepted/10.3390_cryst12020290__Fig10__whole__stability_performance_curve__PSC_0.0wt%__Series_1.csv,10.3390/cryst12020290,Fig10_whole_stability_performance_curve,10.3390_cryst12020290__Fig10__whole__stability_performance_curve__PSC_0.0wt%__Series_1,Time,(day),PCE,(%),24.0,97,710.5039247284066,0.0375580078347512,29.641888204851693,6.268055238579089,10.069903234391475,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1016_j.orgel.2017.10.034_Fig10_whole_stability_performance_curve_pce_facc7495aa,True,,lab/data_all/x_time_day/10.1016_j.orgel.2017.10.034/Fig10_whole_stability_performance_curve_pce/accepted/10.1016_j.orgel.2017.10.034__Fig10__whole__stability_performance_curve_pce__Ref__Series_1.csv,10.1016/j.orgel.2017.10.034,Fig10_whole_stability_performance_curve_pce,10.1016_j.orgel.2017.10.034__Fig10__whole__stability_performance_curve_pce__Ref__Series_1,Time (Days),Days,Normalized PCE (%),%,24.0,110,407.99963077779245,1.0417753964305678,18.04176001217192,58.86513047436175,103.09533762244264,,,,,,,insufficient_duration_for_selected_window
10.1021_acsaem.0c01796_Fig10_whole_stability_performance_curve_pce_c9b8496bbe,True,,lab/data_all/x_time_h/10.1021_acsaem.0c01796/Fig10_whole_stability_performance_curve_pce/accepted/10.1021_acsaem.0c01796__Fig10__whole__stability_performance_curve_pce__spiro-OMeTAD__Series_2.csv,10.1021/acsaem.0c01796,Fig10_whole_stability_performance_curve_pce,10.1021_acsaem.0c01796__Fig10__whole__stability_performance_curve_pce__spiro-OMeTAD__Series_2,Time,(h),Norm. PCE,,1.0,48,94.51314885350953,0.7677658886531233,95.28091474216266,0.0288332672756814,1.0011542608148716,,,,,,,insufficient_duration_for_selected_window
10.1002_cssc.201600860_Fig11_A_stability_performance_curve_pce_14807427bb,True,,lab/data_all/x_time_h/10.1002_cssc.201600860/Fig11_A_stability_performance_curve_pce/accepted/10.1002_cssc.201600860__Fig11__A__stability_performance_curve_pce__ZnO__Series_2.csv,10.1002/cssc.201600860,Fig11_A_stability_performance_curve_pce,10.1002_cssc.201600860__Fig11__A__stability_performance_curve_pce__ZnO__Series_2,Time,h,PCE / Initial PCE,,1.0,57,615.505371274898,10.178565642377665,625.6839369172757,0.7160804208591662,1.0243143004534443,IFO-Slope,False,unresolved_other_shape,1.0,unresolved_other_shape,True,assigned_four_way_but_unresolved_topology
10.1016_j.mssp.2019.104908_Fig11_A_stability_performance_curve_pce_d31c4da5ce,True,,lab/data_all/x_time_day/10.1016_j.mssp.2019.104908/Fig11_A_stability_performance_curve_pce/accepted/10.1016_j.mssp.2019.104908__Fig11__A__stability_performance_curve_pce__PEDOT_PSS__Series_1.csv,10.1016/j.mssp.2019.104908,Fig11_A_stability_performance_curve_pce,10.1016_j.mssp.2019.104908__Fig11__A__stability_performance_curve_pce__PEDOT_PSS__Series_1,Number of Days,,Normalized PCE,,24.0,74,716.8137961704163,-0.1057612872679207,29.761480219832755,0.2722609680847985,1.0037500505850865,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1016_j.physb.2020.412124_Fig11_A_stability_performance_curve_pce_5ca924f682,True,,lab/data_all/x_time_h/10.1016_j.physb.2020.412124/Fig11_A_stability_performance_curve_pce/accepted/10.1016_j.physb.2020.412124__Fig11__A__stability_performance_curve_pce__X60WLi-TFSI__Series_1.csv,10.1016/j.physb.2020.412124,Fig11_A_stability_performance_curve_pce,10.1016_j.physb.2020.412124__Fig11__A__stability_performance_curve_pce__X60WLi-TFSI__Series_1,Time,(h),PCE,(%),1.0,71,837.0924818006521,-8.015678087943868,829.0768037127082,12.172228888030595,16.98755324369474,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1002_adfm.201705545_Fig11_B_stability_performance_curve_f25d13db2a,True,,lab/data_all/x_time_day/10.1002_adfm.201705545/Fig11_B_stability_performance_curve/accepted/10.1002_adfm.201705545__Fig11__B__stability_performance_curve__PSC-0.1__Series_1.csv,10.1002/adfm.201705545,Fig11_B_stability_performance_curve,10.1002_adfm.201705545__Fig11__B__stability_performance_curve__PSC-0.1__Series_1,Time,(Day),Normalised PCE,,24.0,58,1060.6247099479856,0.8294809665347547,45.02217721436748,0.6237554701473779,0.9901769280905162,IFO-Bridge,True,IFO-Bridge,1.0,high,False,classified_strict_topology
10.1002_adfm.201705545_Fig11_B_stability_performance_curve_040e5db1fe,True,,lab/data_all/x_time_day/10.1002_adfm.201705545/Fig11_B_stability_performance_curve/accepted/10.1002_adfm.201705545__Fig11__B__stability_performance_curve__PSC-0.25__Series_3.csv,10.1002/adfm.201705545,Fig11_B_stability_performance_curve,10.1002_adfm.201705545__Fig11__B__stability_performance_curve__PSC-0.25__Series_3,Time,(Day),Normalised PCE,,24.0,58,1060.6247099479856,0.8294809665347547,45.02217721436748,0.8095466319213634,1.000498659300182,IFO-Bridge,True,IFO-Bridge,1.0,high,False,classified_strict_topology
10.1002_adfm.201705545_Fig11_B_stability_performance_curve_831a5dd1be,True,,lab/data_all/x_time_day/10.1002_adfm.201705545/Fig11_B_stability_performance_curve/accepted/10.1002_adfm.201705545__Fig11__B__stability_performance_curve__PSC-0.5__Series_4.csv,10.1002/adfm.201705545,Fig11_B_stability_performance_curve,10.1002_adfm.201705545__Fig11__B__stability_performance_curve__PSC-0.5__Series_4,Time,(Day),Normalised PCE,,24.0,57,1042.0172588962664,0.8294809665347547,44.24686675387919,0.6934271558126225,1.000498659300182,IFO-Bridge,True,IFO-Bridge,1.0,high,False,classified_strict_topology
10.1002_adfm.201705545_Fig11_B_stability_performance_curve_cd989bf404,True,,lab/data_all/x_time_day/10.1002_adfm.201705545/Fig11_B_stability_performance_curve/accepted/10.1002_adfm.201705545__Fig11__B__stability_performance_curve__PSC-0__Series_2.csv,10.1002/adfm.201705545,Fig11_B_stability_performance_curve,10.1002_adfm.201705545__Fig11__B__stability_performance_curve__PSC-0__Series_2,Time,(Day),Normalised PCE,,24.0,42,762.9054931204807,0.6744188744370962,32.46214775445713,0.1025080440592516,0.9927573608929324,IFO-Hill,True,IFO-Hill,0.49,low_review,True,classified_strict_topology
10.1002_adfm.202004209_Fig11_C_stability_performance_curve_pce_45e2e9b58c,True,,lab/data_all/x_time_day/10.1002_adfm.202004209/Fig11_C_stability_performance_curve_pce/accepted/10.1002_adfm.202004209__Fig11__C__stability_performance_curve_pce__SnO2__Series_2.csv,10.1002/adfm.202004209,Fig11_C_stability_performance_curve_pce,10.1002_adfm.202004209__Fig11__C__stability_performance_curve_pce__SnO2__Series_2,Time,(d),PCE,(%),24.0,12,676.5746013041874,0.1399290889980378,28.330537476672507,9.089711858181218,19.038434204796012,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1039_D5QM00763A_Fig11_C_stability_performance_curve_pce_cf1b24975d,True,,lab/data_all/x_time_h/10.1039_D5QM00763A/Fig11_C_stability_performance_curve_pce/accepted/10.1039_D5QM00763A__Fig11__C__stability_performance_curve_pce__o-Perovskite_Spiro-OMeTAD__Series_2.csv,10.1039/D5QM00763A,Fig11_C_stability_performance_curve_pce,10.1039_D5QM00763A__Fig11__C__stability_performance_curve_pce__o-Perovskite_Spiro-OMeTAD__Series_2,Time (Hr.),Hr.,Normalized PCE (%),%,1.0,48,1178.6441605417706,7.427527265634865,1186.0716878074054,0.7596333577015952,1.0029100686238568,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1002_admi.201900939_Fig11_D_pce_540b30a74a,True,,lab/data_all/x_time_day/10.1002_admi.201900939/Fig11_D_pce/accepted/10.1002_admi.201900939__Fig11__D__pce__Standard__Series_2.csv,10.1002/admi.201900939,Fig11_D_pce,10.1002_admi.201900939__Fig11__D__pce__Standard__Series_2,Time (days),days,Normalized PCE,,24.0,46,607.7143719636068,1.2437152168247962,26.56514738197508,0.7060237818593661,0.9987181876360736,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1016_j.cej.2021.131108_Fig11_E_stability_05772f9823,True,,"lab/data_all/x_time_day/10.1016_j.cej.2021.131108/Fig11_E_stability/accepted/10.1016_j.cej.2021.131108__Fig11__E__stability__SGT-405(3,6)__Series_2.csv",10.1016/j.cej.2021.131108,Fig11_E_stability,"10.1016_j.cej.2021.131108__Fig11__E__stability__SGT-405(3,6)__Series_2",Time,(days),Normalized PCE,,24.0,64,380.4445607456184,-0.0032302950405642,15.848626402693537,0.8558490240329979,1.0017910390138856,,,,,,,insufficient_duration_for_selected_window
10.1016_j.cej.2021.131108_Fig11_E_stability_4b0e5597f4,True,,lab/data_all/x_time_day/10.1016_j.cej.2021.131108/Fig11_E_stability/accepted/10.1016_j.cej.2021.131108__Fig11__E__stability__spiro-OMeTAD__Series_3.csv,10.1016/j.cej.2021.131108,Fig11_E_stability,10.1016_j.cej.2021.131108__Fig11__E__stability__spiro-OMeTAD__Series_3,Time,(days),Normalized PCE,,24.0,64,380.44456074561833,-0.0535536496365454,15.798303048097551,0.7761273947042311,1.0030768717449947,,,,,,,insufficient_duration_for_selected_window
10.1016_j.solmat.2019.110351_Fig11_whole_figure_fca44af563,True,,lab/data_all/x_time_h/10.1016_j.solmat.2019.110351/Fig11_whole_figure/accepted/10.1016_j.solmat.2019.110351__Fig11__whole__figure__PEDOT_PSS__Series_1.csv,10.1016/j.solmat.2019.110351,Fig11_whole_figure,10.1016_j.solmat.2019.110351__Fig11__whole__figure__PEDOT_PSS__Series_1,Time,h,PCE / Initial PCE,,1.0,69,597.1839673657098,-2.392279962561986,594.7916874031479,0.9036316664103492,1.003787432696835,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1016_j.cej.2016.12.050_Fig11_whole_stability_49c9c9b7e4,True,,lab/data_all/x_time_h/10.1016_j.cej.2016.12.050/Fig11_whole_stability/accepted/10.1016_j.cej.2016.12.050__Fig11__whole__stability__Au__Series_2.csv,10.1016/j.cej.2016.12.050,Fig11_whole_stability,10.1016_j.cej.2016.12.050__Fig11__whole__stability__Au__Series_2,Time,(h),PCE,(%),1.0,72,714.7781508236085,-3.3528568540061485,711.4252939696023,0.0132016977916045,7.250545367494743,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.3390_nano13111751_Fig11_whole_stability_performance_curve_pce_a9f5fa7e7f,True,,lab/data_all/x_time_h/10.3390_nano13111751/Fig11_whole_stability_performance_curve_pce/accepted/10.3390_nano13111751__Fig11__whole__stability_performance_curve_pce__W0_DC__Series_1.csv,10.3390/nano13111751,Fig11_whole_stability_performance_curve_pce,10.3390_nano13111751__Fig11__whole__stability_performance_curve_pce__W0_DC__Series_1,Time,(h),Normalized PCE,,1.0,108,239.71686216124994,-1.0692882063460942,238.64757395490383,0.6125186224759773,1.0048862103624758,,,,,,,insufficient_duration_for_selected_window
10.3390_nano15090699_Fig12_A_stability_performance_curve_retention_d6ffbe9e5f,True,,lab/data_all/x_time_h/10.3390_nano15090699/Fig12_A_stability_performance_curve_retention/accepted/10.3390_nano15090699__Fig12__A__stability_performance_curve_retention__Control__Series_3.csv,10.3390/nano15090699,Fig12_A_stability_performance_curve_retention,10.3390_nano15090699__Fig12__A__stability_performance_curve_retention__Control__Series_3,Time,(h),Normalized PCE,,1.0,144,1333.5143921032447,9.33779378520235,1342.8521858884471,0.6774899345196757,1.0032192733922165,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.3390_nano15090699_Fig12_A_stability_performance_curve_retention_23fa6ce3e5,True,,lab/data_all/x_time_h/10.3390_nano15090699/Fig12_A_stability_performance_curve_retention/accepted/10.3390_nano15090699__Fig12__A__stability_performance_curve_retention__PEACI_IPA__Series_2.csv,10.3390/nano15090699,Fig12_A_stability_performance_curve_retention,10.3390_nano15090699__Fig12__A__stability_performance_curve_retention__PEACI_IPA__Series_2,Time,(h),Normalized PCE,,1.0,150,1333.5143921032447,3.9679371727060726,1337.4823292759509,0.739886139043961,1.0032192733922165,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1016_j.tsf.2018.03.038_Fig12_D_stability_performance_curve_photovoltaic_parameter_f546bb9049,True,,lab/data_all/x_time_day/10.1016_j.tsf.2018.03.038/Fig12_D_stability_performance_curve_photovoltaic_parameter/accepted/10.1016_j.tsf.2018.03.038__Fig12__D__stability_performance_curve_photovoltaic_parameter__SDR__Series_1.csv,10.1016/j.tsf.2018.03.038,Fig12_D_stability_performance_curve_photovoltaic_parameter,10.1016_j.tsf.2018.03.038__Fig12__D__stability_performance_curve_photovoltaic_parameter__SDR__Series_1,Days,,PCE (%),%,24.0,84,1078.5885007300992,-0.2276094414495659,44.71357808897124,2.635991430377876,5.262667375304581,IFO-Slope,False,unresolved_other_shape,1.0,unresolved_other_shape,True,assigned_four_way_but_unresolved_topology
10.1016_j.solmat.2020.110407_Fig12_whole_sem_image_stability_performance_curve_pce_52001c830b,True,,lab/data_all/x_time_h/10.1016_j.solmat.2020.110407/Fig12_whole_sem_image_stability_performance_curve_pce/accepted/10.1016_j.solmat.2020.110407__Fig12__whole__sem_image_stability_performance_curve_pce__Modified_PSCs_with_GQDs__Series_1.csv,10.1016/j.solmat.2020.110407,Fig12_whole_sem_image_stability_performance_curve_pce,10.1016_j.solmat.2020.110407__Fig12__whole__sem_image_stability_performance_curve_pce__Modified_PSCs_with_GQDs__Series_1,Time,(h),Normilized PCE,,1.0,73,548.1721777304615,-0.5569904946758015,547.6151872357857,0.8849189245014352,1.009822199297005,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1016_j.solmat.2020.110407_Fig12_whole_sem_image_stability_performance_curve_pce_0dc0ed54cc,True,,lab/data_all/x_time_h/10.1016_j.solmat.2020.110407/Fig12_whole_sem_image_stability_performance_curve_pce/accepted/10.1016_j.solmat.2020.110407__Fig12__whole__sem_image_stability_performance_curve_pce__Unmodified_PSCs__Series_2.csv,10.1016/j.solmat.2020.110407,Fig12_whole_sem_image_stability_performance_curve_pce,10.1016_j.solmat.2020.110407__Fig12__whole__sem_image_stability_performance_curve_pce__Unmodified_PSCs__Series_2,Time,(h),Normilized PCE,,1.0,70,532.9451727935043,-1.31834074152367,531.6268320519806,0.5201220584318347,0.9999092409798962,IFO-Slope,True,IFO-Slope,1.0,high,False,classified_strict_topology
10.1016_j.mssp.2018.10.034_Fig12_whole_stability_fb5ac9b2fa,True,,lab/data_all/x_time_day/10.1016_j.mssp.2018.10.034/Fig12_whole_stability/accepted/10.1016_j.mssp.2018.10.034__Fig12__whole__stability__ZnO-TiO2nanorods__Series_1.csv,10.1016/j.mssp.2018.10.034,Fig12_whole_stability,10.1016_j.mssp.2018.10.034__Fig12__whole__stability__ZnO-TiO2nanorods__Series_1,Aging Time,(day),Normalized Efficiency,,24.0,72,167.27608813843167,-0.0021085020712754,6.967728503696711,0.8067509965667063,1.002998945208715,,,,,,,insufficient_duration_for_selected_window
10.1016_j.mssp.2018.10.034_Fig12_whole_stability_b721e6a06e,True,,lab/data_all/x_time_day/10.1016_j.mssp.2018.10.034/Fig12_whole_stability/accepted/10.1016_j.mssp.2018.10.034__Fig12__whole__stability__ZnOnanorods__Series_2.csv,10.1016/j.mssp.2018.10.034,Fig12_whole_stability,10.1016_j.mssp.2018.10.034__Fig12__whole__stability__ZnOnanorods__Series_2,Aging Time,(day),Normalized Efficiency,,24.0,52,120.15606331070444,-0.0217418457494951,4.984760792196523,0.01331843001407,1.000888752212564,,,,,,,insufficient_duration_for_selected_window
