curve_id,status,reason,n_original_points,pce_max_0_200h,pce_min_normalized,max_x_hours,n_unique_t,t_coverage_pct,top_dir,doi,figure_label,series_id,unit_label
x_time_day/10.1021_acsami.6b09532/Fig7_D_stability_performance_curve_pce/10.1021_acsami.6b09532__Fig7__D__stability_performance_curve_pce__FAₓMA₁₋ₓPbI₃__Series_1.csv,included,OK,57,1.0021388583483648,0.6981115458930341,192.272364087779,16,96.1361820438895,x_time_day,10.1021/acsami.6b09532,Fig7_D,Series_1,days
x_time_day/10.1021_acsami.6b11757/Fig6_A_stability_performance_curve_pce/10.1021_acsami.6b11757__Fig6__A__stability_performance_curve_pce__a-PEDOT_PSS__Series_2.csv,included,OK,66,1.0016550717033867,0.6815384439881446,198.9109762601002,40,99.4554881300501,x_time_day,10.1021/acsami.6b11757,Fig6_A,Series_2,days
x_time_day/10.1021_acsami.6b11757/Fig6_A_stability_performance_curve_pce/10.1021_acsami.6b11757__Fig6__A__stability_performance_curve_pce__n-PEDOT_PSS__Series_1.csv,included,OK,66,1.0016550717033867,0.7932359456783978,198.91097626010023,40,99.45548813005011,x_time_day,10.1021/acsami.6b11757,Fig6_A,Series_1,days
x_time_day/10.1021_acsami.6b15563/Fig5_F_stability_performance_curve_pce/10.1021_acsami.6b15563__Fig5__F__stability_performance_curve_pce__CA__Series_2.csv,excluded,Curve max time 186.4h < 200.0h (curve too short),26,,,190.62263411300998,26,95.31131705650499,x_time_day,10.1021/acsami.6b15563,Fig5_F,Series_2,days
x_time_day/10.1021_acsami.7b01136/Fig5_D_stability_performance_curve_pce/10.1021_acsami.7b01136__Fig5__D__stability_performance_curve_pce__Pristine_PVK__Series_1.csv,included,OK,42,12.88717078935285,0.6047175995874013,194.8682384616772,12,97.4341192308386,x_time_day,10.1021/acsami.7b01136,Fig5_D,Series_1,days
x_time_day/10.1021_acsami.7b01864/Fig6_B_stability_performance_curve_pce/10.1021_acsami.7b01864__Fig6__B__stability_performance_curve_pce__I-MAPbl3__Series_2.csv,included,OK,61,100.37341218153352,0.8265191469455437,198.94714990966233,26,99.47357495483116,x_time_day,10.1021/acsami.7b01864,Fig6_B,Series_2,days
x_time_day/10.1021_acsami.7b01864/Fig6_B_stability_performance_curve_pce/10.1021_acsami.7b01864__Fig6__B__stability_performance_curve_pce__N-MAPbl3__Series_1.csv,included,OK,60,100.15559578943741,0.9674171782057917,198.94714990966244,26,99.47357495483122,x_time_day,10.1021/acsami.7b01864,Fig6_B,Series_1,days
x_time_day/10.1021_acsami.7b08488/Fig7_A_stability_performance_curve_pce/10.1021_acsami.7b08488__Fig7__A__stability_performance_curve_pce__MAPbI₃__Series_1.csv,included,OK,72,1.0079121654336123,0.6980123296732383,197.66216333298397,19,98.83108166649198,x_time_day,10.1021/acsami.7b08488,Fig7_A,Series_1,days
x_time_day/10.1021_acsami.7b10994/Fig5_A_stability_performance_curve/10.1021_acsami.7b10994__Fig5__A__stability_performance_curve__WithPCBM__Series_1.csv,included,OK,62,18.261125357983346,0.6983940070604072,197.01868011280533,51,98.50934005640266,x_time_day,10.1021/acsami.7b10994,Fig5_A,Series_1,days
x_time_day/10.1021_acsami.7b10994/Fig5_A_stability_performance_curve/10.1021_acsami.7b10994__Fig5__A__stability_performance_curve__Without_PCBM__Series_2.csv,included,OK,62,17.509985669334384,0.48766622059459547,197.01868011280533,51,98.50934005640266,x_time_day,10.1021/acsami.7b10994,Fig5_A,Series_2,days
x_time_day/10.1021_acsami.7b10994/Fig5_B_stability_performance_curve/10.1021_acsami.7b10994__Fig5__B__stability_performance_curve__With_PCBM__Series_2.csv,included,OK,61,1.006566685669699,0.6901570220003778,198.39325911331053,51,99.19662955665527,x_time_day,10.1021/acsami.7b10994,Fig5_B,Series_2,days
x_time_day/10.1021_acsami.7b10994/Fig5_B_stability_performance_curve/10.1021_acsami.7b10994__Fig5__B__stability_performance_curve__WithoutPCBM__Series_1.csv,included,OK,61,1.004385490594685,0.48113456705345703,198.3932591133105,51,99.19662955665525,x_time_day,10.1021/acsami.7b10994,Fig5_B,Series_1,days
x_time_day/10.1021_acsami.7b16912/Fig5_C_stability_performance_curve_pce/10.1021_acsami.7b16912__Fig5__C__stability_performance_curve_pce__CH3NH3Pbl3__Series_2.csv,included,OK,55,17.42071862914308,0.9509460895175288,195.47950960323416,16,97.73975480161708,x_time_day,10.1021/acsami.7b16912,Fig5_C,Series_2,days
x_time_day/10.1021_acsami.8b05956/Fig4_A_stability_performance_curve_pce/10.1021_acsami.8b05956__Fig4__A__stability_performance_curve_pce__PEDOT_PSS__Series_2.csv,included,OK,54,1.0051606571348435,0.40201132867484085,197.08454382690093,49,98.54227191345046,x_time_day,10.1021/acsami.8b05956,Fig4_A,Series_2,days
x_time_day/10.1021_acsami.8b08658/Fig7_D_stability_performance_curve_pce/10.1021_acsami.8b08658__Fig7__D__stability_performance_curve_pce__MAPbI₃₋ₓClₓ__Series_2.csv,included,OK,71,1.0135033433797394,0.9628666175279749,185.55077611110727,12,92.77538805555363,x_time_day,10.1021/acsami.8b08658,Fig7_D,Series_2,days
x_time_day/10.1021_acsami.8b09461/Fig8_A_stability_performance_curve_pce/10.1021_acsami.8b09461__Fig8__A__stability_performance_curve_pce__3D__Series_1.csv,excluded,"Too few unique time points (7) in [0,200]h window (data spans 90% of window)",63,,,179.29353800233915,7,89.64676900116957,x_time_day,10.1021/acsami.8b09461,Fig8_A,Series_1,days
x_time_day/10.1021_acsami.8b10062/Fig9_C_stability_performance_curve_pce/10.1021_acsami.8b10062__Fig9__C__stability_performance_curve_pce__TiO2__Series_2.csv,excluded,"Too few unique time points (6) in [0,200]h window (data spans 88% of window)",41,,,176.620746479907,6,88.3103732399535,x_time_day,10.1021/acsami.8b10062,Fig9_C,Series_2,days
x_time_day/10.1021_acsami.8b18200/Fig7_C_eqe/10.1021_acsami.8b18200__Fig7__C__eqe__NiO_(No_PVP)__Series_2.csv,excluded,"Too few unique time points (4) in [0,200]h window (data spans 87% of window)",42,,,173.91980873058483,4,86.95990436529242,x_time_day,10.1021/acsami.8b18200,Fig7_C,Series_2,days
x_time_day/10.1021_acsami.8b18200/Fig7_C_eqe/10.1021_acsami.8b18200__Fig7__C__eqe__PEDOT_PSS(NoPVP)__Series_1.csv,excluded,"Too few unique time points (4) in [0,200]h window (data spans 87% of window)",39,,,173.91980873058492,4,86.95990436529246,x_time_day,10.1021/acsami.8b18200,Fig7_C,Series_1,days
x_time_day/10.1021_acsami.8b18807/Fig9_B_pce/10.1021_acsami.8b18807__Fig9__B__pce__control__Series_1.csv,included,OK,34,0.9949954443928465,0.8938103100416597,197.27111497714628,11,98.63555748857314,x_time_day,10.1021/acsami.8b18807,Fig9_B,Series_1,days
x_time_day/10.1021_acsami.8b22040/Fig5_A_stability_performance_curve_pce/10.1021_acsami.8b22040__Fig5__A__stability_performance_curve_pce__Control__Series_2.csv,excluded,"Too few unique time points (5) in [0,200]h window (data spans 95% of window)",61,,,189.6976244542491,5,94.84881222712455,x_time_day,10.1021/acsami.8b22040,Fig5_A,Series_2,days
x_time_day/10.1021_acsami.9b01740/Fig5_E_stability_performance_curve_pce/10.1021_acsami.9b01740__Fig5__E__stability_performance_curve_pce__w_o_EC__Series_2.csv,included,OK,109,1.0042005820407645,0.6688527387780653,197.86907481947858,31,98.93453740973929,x_time_day,10.1021/acsami.9b01740,Fig5_E,Series_2,days
x_time_day/10.1021_acsami.9b07149/Fig4_D_stability_performance_curve_pce/10.1021_acsami.9b07149__Fig4__D__stability_performance_curve_pce__PVK_C60-PEG__Series_2.csv,included,OK,60,1.0056921525570506,0.981924201396594,194.98448106373382,13,97.49224053186691,x_time_day,10.1021/acsami.9b07149,Fig4_D,Series_2,days
x_time_day/10.1021_acsami.9b07149/Fig4_D_stability_performance_curve_pce/10.1021_acsami.9b07149__Fig4__D__stability_performance_curve_pce__PVK_PCBM__Series_3.csv,included,OK,59,1.0056921525570506,0.9313467361024688,194.98448106373382,13,97.49224053186691,x_time_day,10.1021/acsami.9b07149,Fig4_D,Series_3,days
x_time_day/10.1021_acsami.9b07149/Fig4_D_stability_performance_curve_pce/10.1021_acsami.9b07149__Fig4__D__stability_performance_curve_pce__PVK__Series_1.csv,included,OK,53,0.9980166248690544,0.8078617707107463,194.98448106373388,13,97.49224053186694,x_time_day,10.1021/acsami.9b07149,Fig4_D,Series_1,days
x_time_day/10.1021_acsami.9b07318/Fig8_A_stability_performance_curve_pce/10.1021_acsami.9b07318__Fig8__A__stability_performance_curve_pce__PSK_C__Series_1.csv,excluded,"Too few unique time points (7) in [0,200]h window (data spans 92% of window)",72,,,184.04631769257796,7,92.02315884628898,x_time_day,10.1021/acsami.9b07318,Fig8_A,Series_1,days
x_time_day/10.1021_acsami.9b08714/Fig5_D_stability_performance_curve_pce/10.1021_acsami.9b08714__Fig5__D__stability_performance_curve_pce__Spiro-OMeTAD__Series_1.csv,excluded,"Too few unique time points (5) in [0,200]h window (data spans 85% of window)",53,,,170.5019993101551,5,85.25099965507755,x_time_day,10.1021/acsami.9b08714,Fig5_D,Series_1,days
x_time_day/10.1021_acsami.9b09171/Fig6_H_stability_performance_curve_pce/10.1021_acsami.9b09171__Fig6__H__stability_performance_curve_pce__Control__Series_1.csv,included,OK,43,1.010811001374252,0.9634956698974396,194.97601391533237,15,97.48800695766619,x_time_day,10.1021/acsami.9b09171,Fig6_H,Series_1,days
x_time_day/10.1021_acsami.9b09171/Fig6_H_stability_performance_curve_pce/10.1021_acsami.9b09171__Fig6__H__stability_performance_curve_pce__GAI-DEE__Series_2.csv,included,OK,41,1.029833671760406,0.9552237619451913,194.97601391533237,15,97.48800695766619,x_time_day,10.1021/acsami.9b09171,Fig6_H,Series_2,days
x_time_day/10.1021_acsami.9b12323/Fig4_F_stability_performance_curve_pce/10.1021_acsami.9b12323__Fig4__F__stability_performance_curve_pce__0%__Series_2.csv,included,OK,20,1.0095732888785014,0.7831782325393074,187.9493991888798,15,93.9746995944399,x_time_day,10.1021/acsami.9b12323,Fig4_F,Series_2,days
x_time_day/10.1021_acsami.9b12961/Fig6_A_stability_performance_curve_pce/10.1021_acsami.9b12961__Fig6__A__stability_performance_curve_pce__Control_device__Series_1.csv,included,OK,40,0.9907125738421653,0.888859639145542,196.75482212537088,12,98.37741106268544,x_time_day,10.1021/acsami.9b12961,Fig6_A,Series_1,days
x_time_day/10.1021_acsami.9b12961/Fig6_A_stability_performance_curve_pce/10.1021_acsami.9b12961__Fig6__A__stability_performance_curve_pce__TFTPA_device__Series_2.csv,included,OK,40,1.000723153483045,0.956235365123186,196.75482212537088,12,98.37741106268544,x_time_day,10.1021/acsami.9b12961,Fig6_A,Series_2,days
x_time_day/10.1021_acsami.9b17851/Fig5_A_stability_performance_curve/10.1021_acsami.9b17851__Fig5__A__stability_performance_curve__Pristine__Series_1.csv,included,OK,69,0.9987684026359672,0.9518820381021638,194.27445035793335,20,97.13722517896667,x_time_day,10.1021/acsami.9b17851,Fig5_A,Series_1,days
x_time_day/10.1021_acsami.9b17930/Fig8_B_stability_performance_curve_pce/10.1021_acsami.9b17930__Fig8__B__stability_performance_curve_pce__3D+BAI__Series_3.csv,excluded,"Too few unique time points (9) in [0,200]h window (data spans 99% of window)",44,,,197.42231706783443,9,98.71115853391721,x_time_day,10.1021/acsami.9b17930,Fig8_B,Series_3,days
x_time_day/10.1021_acsami.9b17930/Fig8_B_stability_performance_curve_pce/10.1021_acsami.9b17930__Fig8__B__stability_performance_curve_pce__3D__Series_1.csv,excluded,"Too few unique time points (9) in [0,200]h window (data spans 99% of window)",44,,,197.42231706783443,9,98.71115853391721,x_time_day,10.1021/acsami.9b17930,Fig8_B,Series_1,days
x_time_day/10.1021_acsami.9b18572/Fig4_K_stability_performance_curve_pce_2/10.1021_acsami.9b18572__Fig4__K__stability_performance_curve_pce_2__Control__Series_1.csv,excluded,"Too few unique time points (9) in [0,200]h window (data spans 98% of window)",34,,,195.34542665066712,9,97.67271332533356,x_time_day,10.1021/acsami.9b18572,Fig4_K,Series_1,days
x_time_day/10.1021_acsami.9b20831/Fig5_A_photovoltaic_parameter/10.1021_acsami.9b20831__Fig5__A__photovoltaic_parameter__Pristine__Series_1.csv,included,OK,59,100.45107274968683,0.980751649312724,194.21246364460916,17,97.10623182230458,x_time_day,10.1021/acsami.9b20831,Fig5_A,Series_1,days
x_time_day/10.1021_acsami.9b22627/Fig9_A_chart/10.1021_acsami.9b22627__Fig9__A__chart__MAPbI₃₋ₓClₓ__Series_2.csv,excluded,"Too few unique time points (4) in [0,200]h window (data spans 92% of window)",59,,,183.3001390066446,4,91.6500695033223,x_time_day,10.1021/acsami.9b22627,Fig9_A,Series_2,days
x_time_day/10.1021_acsenergylett.1c00342/Fig5_D_stability/10.1021_acsenergylett.1c00342__Fig5__D__stability__CsSnl₃__Series_1.csv,excluded,"Too few unique time points (8) in [0,200]h window (data spans 94% of window)",54,,,188.50572098024165,8,94.25286049012082,x_time_day,10.1021/acsenergylett.1c00342,Fig5_D,Series_1,days
x_time_day/10.1021_acsenergylett.1c00531/Fig6_B_stability_performance_curve_pce/10.1021_acsenergylett.1c00531__Fig6__B__stability_performance_curve_pce__o-Pristine_PSC__Series_2.csv,excluded,"Too few unique time points (4) in [0,200]h window (data spans 85% of window)",21,,,169.2972829309948,4,84.6486414654974,x_time_day,10.1021/acsenergylett.1c00531,Fig6_B,Series_2,days
x_time_day/10.1021_acsenergylett.8b00085/Fig2_F_stability_performance_curve_image/10.1021_acsenergylett.8b00085__Fig2__F__stability_performance_curve_image__FASnl3__Series_2.csv,excluded,Curve max time 119.8h < 200.0h (curve too short),67,,,120.77314620319568,67,60.38657310159784,x_time_day,10.1021/acsenergylett.8b00085,Fig2_F,Series_2,days
x_time_day/10.1021_acsomega.0c03184/Fig3_C_stability_performance_curve/10.1021_acsomega.0c03184__Fig3__C__stability_performance_curve__AZO-IV__Series_3.csv,excluded,"Too few unique time points (3) in [0,200]h window (data spans 99% of window)",43,,,197.9687489477858,3,98.9843744738929,x_time_day,10.1021/acsomega.0c03184,Fig3_C,Series_3,days
x_time_day/10.1021_acsomega.0c04593/Fig10_A_stability_performance_curve/10.1021_acsomega.0c04593__Fig10__A__stability_performance_curve__Aged__Series_2.csv,included,OK,44,18.92443193983457,0.7860517631999163,194.41247549960772,16,97.20623774980386,x_time_day,10.1021/acsomega.0c04593,Fig10_A,Series_2,days
x_time_day/10.1021_acsomega.4c02656/Fig7_B_stability_performance_curve_pce/10.1021_acsomega.4c02656__Fig7__B__stability_performance_curve_pce__Control__Series_2.csv,excluded,"Too few unique time points (4) in [0,200]h window (data spans 99% of window)",62,,,197.3052674467656,4,98.6526337233828,x_time_day,10.1021/acsomega.4c02656,Fig7_B,Series_2,days
x_time_day/10.1021_acssuschemeng.0c02983/Fig5_A_stability_performance_curve_pce/10.1021_acssuschemeng.0c02983__Fig5__A__stability_performance_curve_pce__w_PTABr__Series_1.csv,included,OK,145,0.9992374269442375,0.9826260528288842,195.76339761945036,21,97.88169880972518,x_time_day,10.1021/acssuschemeng.0c02983,Fig5_A,Series_1,days
x_time_day/10.1021_acssuschemeng.0c02983/Fig5_A_stability_performance_curve_pce/10.1021_acssuschemeng.0c02983__Fig5__A__stability_performance_curve_pce__w_o_PTABr__Series_2.csv,included,OK,146,1.0021320685765855,0.9653560894222571,195.76339761945033,21,97.88169880972517,x_time_day,10.1021/acssuschemeng.0c02983,Fig5_A,Series_2,days
x_time_day/10.1021_acssuschemeng.1c02537/Fig6_A_stability_performance_curve/10.1021_acssuschemeng.1c02537__Fig6__A__stability_performance_curve__0.1MABr__Series_2.csv,included,OK,48,1.0039323056854883,0.8937956076260979,190.5061018551807,20,95.25305092759035,x_time_day,10.1021/acssuschemeng.1c02537,Fig6_A,Series_2,days
x_time_day/10.1021_acssuschemeng.1c02537/Fig6_A_stability_performance_curve/10.1021_acssuschemeng.1c02537__Fig6__A__stability_performance_curve__o—Control__Series_1.csv,included,OK,48,1.0014526536258084,0.6632640257589612,190.50610185518067,20,95.25305092759034,x_time_day,10.1021/acssuschemeng.1c02537,Fig6_A,Series_1,days
x_time_day/10.1021_acssuschemeng.9b00368/Fig7_A_stability_performance_curve/10.1021_acssuschemeng.9b00368__Fig7__A__stability_performance_curve__MAPbI3__Series_2.csv,included,OK,19,1.0004304794858911,0.8055292622156438,194.94182578086608,14,97.47091289043304,x_time_day,10.1021/acssuschemeng.9b00368,Fig7_A,Series_2,days
x_time_day/10.1021_acssuschemeng.9b02336/Fig6_whole_figure/10.1021_acssuschemeng.9b02336__Fig6__whole__figure__PEDOT_PSS__Series_2.csv,included,OK,58,1.0025931430575383,0.780045145653696,187.64447368471292,16,93.82223684235646,x_time_day,10.1021/acssuschemeng.9b02336,Fig6,Series_2,days
x_time_day/10.1038_nenergy.2017.102/Fig4_A_pce/10.1038_nenergy.2017.102__Fig4__A__pce__L-α-phosphatidylcholine__Series_1.csv,included,OK,52,19.595919828065398,0.9708835267902721,199.71965137219144,14,99.85982568609572,x_time_day,10.1038/nenergy.2017.102,Fig4_A,Series_1,days
x_time_day/10.1038_s41427-018-0055-0/Fig5_A_stability_performance_curve/10.1038_s41427-018-0055-0__Fig5__A__stability_performance_curve__W_O_QDs__Series_1.csv,included,OK,54,1.004938509099256,0.7293066764887617,191.62255067077325,13,95.81127533538663,x_time_day,10.1038/s41427-018-0055-0,Fig5_A,Series_1,days
x_time_day/10.1038_s41560-018-0192-2/Fig5_B_statistics_plot_stability_performance_curve_pce/10.1038_s41560-018-0192-2__Fig5__B__statistics_plot_stability_performance_curve_pce__CsMAFA__Series_1.csv,included,OK,48,0.9970784238988168,0.9125962102332276,188.8924035970241,15,94.44620179851205,x_time_day,10.1038/s41560-018-0192-2,Fig5_B,Series_1,days
x_time_day/10.1038_s41598-018-25975-8/Fig6_A_stability_performance_curve/10.1038_s41598-018-25975-8__Fig6__A__stability_performance_curve__w_o_Cu₂O_60__Series_1.csv,included,OK,53,0.9951613329488913,0.9253505426365819,194.02555169403345,18,97.01277584701673,x_time_day,10.1038/s41598-018-25975-8,Fig6_A,Series_1,days
x_time_day/10.1038_s41598-024-78155-2/Fig8_C_stability_performance_curve_pce/10.1038_s41598-024-78155-2__Fig8__C__stability_performance_curve_pce__Control__Series_1.csv,included,OK,71,1.0003820703774393,0.6849039636801928,196.86986526971742,42,98.43493263485871,x_time_day,10.1038/s41598-024-78155-2,Fig8_C,Series_1,days
x_time_day/10.1038_s41598-024-78155-2/Fig8_C_stability_performance_curve_pce/10.1038_s41598-024-78155-2__Fig8__C__stability_performance_curve_pce__GAI__Series_2.csv,included,OK,70,1.0067444855117405,0.8551167120380032,196.8698652697174,42,98.4349326348587,x_time_day,10.1038/s41598-024-78155-2,Fig8_C,Series_2,days
x_time_day/10.1038_s41598-024-78155-2/Fig8_D_stability_performance_curve_pce/10.1038_s41598-024-78155-2__Fig8__D__stability_performance_curve_pce__Control__Series_1.csv,included,OK,69,1.0021513360756988,0.44774742037013404,197.10707398201666,57,98.55353699100833,x_time_day,10.1038/s41598-024-78155-2,Fig8_D,Series_1,days
x_time_day/10.1038_s41598-024-78155-2/Fig8_D_stability_performance_curve_pce/10.1038_s41598-024-78155-2__Fig8__D__stability_performance_curve_pce__GAI__Series_2.csv,included,OK,68,1.003809023391652,0.6715470403622522,197.1070739820167,57,98.55353699100834,x_time_day,10.1038/s41598-024-78155-2,Fig8_D,Series_2,days
x_time_day/10.1039_C9TA04366G/Fig2_D_stability_performance_curve_eqe/10.1039_C9TA04366G__Fig2__D__stability_performance_curve_eqe__PCBM__Series_1.csv,included,OK,51,0.997797979041075,0.8480828790170878,199.00974262783478,15,99.50487131391739,x_time_day,10.1039/C9TA04366G,Fig2_D,Series_1,days
x_time_day/10.1039_D5SC05095B/Fig5_I_eis_plot_stability_performance_curve_pce_device_structure/10.1039_D5SC05095B__Fig5__I__eis_plot_stability_performance_curve_pce_device_structure__W_O_AMPM__Series_1.csv,excluded,"Too few unique time points (9) in [0,200]h window (data spans 98% of window)",48,,,196.94028510840016,9,98.47014255420008,x_time_day,10.1039/D5SC05095B,Fig5_I,Series_1,days
x_time_day/10.1039_c5ta06008g/Fig4_F_stability_performance_curve_decay/10.1039_c5ta06008g__Fig4__F__stability_performance_curve_decay__Without_PEI__Series_2.csv,included,OK,27,0.9975469562316532,0.5341371145199829,191.89276210277887,16,95.94638105138944,x_time_day,10.1039/c5ta06008g,Fig4_F,Series_2,days
x_time_day/10.1039_c6ee02687g/Fig6_D_stability_performance_curve_pce/10.1039_c6ee02687g__Fig6__D__stability_performance_curve_pce__Without_ALD_AI203__Series_2.csv,included,OK,79,0.8088294352676835,0.9563724084672667,194.90038826882403,10,97.45019413441202,x_time_day,10.1039/c6ee02687g,Fig6_D,Series_2,days
x_time_day/10.1039_c6nr06670d/Fig7_whole_stability_performance_curve_pce/10.1039_c6nr06670d__Fig7__whole__stability_performance_curve_pce__ITO_PEDOT_PSS_MAPb(I1.BrJ₃_PCBM_Al__Series_2.csv,excluded,"Too few unique time points (8) in [0,200]h window (data spans 89% of window)",71,,,177.45029161454931,8,88.72514580727466,x_time_day,10.1039/c6nr06670d,Fig7,Series_2,days
x_time_day/10.1039_c6nr07689k/Fig10_D_stability_performance_curve/10.1039_c6nr07689k__Fig10__D__stability_performance_curve__PSC-0__Series_1.csv,excluded,"Too few unique time points (7) in [0,200]h window (data spans 88% of window)",50,,,175.42907305067197,7,87.71453652533599,x_time_day,10.1039/c6nr07689k,Fig10_D,Series_1,days
x_time_day/10.1039_c6ta03164a/Fig7_A_stability_performance_curve_pce/10.1039_c6ta03164a__Fig7__A__stability_performance_curve_pce__LN-P3HT__Series_2.csv,included,OK,47,13.140453210670158,0.9742719360701504,186.02612330742596,13,93.01306165371298,x_time_day,10.1039/c6ta03164a,Fig7_A,Series_2,days
x_time_day/10.1039_c6ta03164a/Fig7_A_stability_performance_curve_pce/10.1039_c6ta03164a__Fig7__A__stability_performance_curve_pce__LP-P3HT__Series_1.csv,included,OK,47,10.923539059809482,0.9449689577875157,186.02612330742596,13,93.01306165371298,x_time_day,10.1039/c6ta03164a,Fig7_A,Series_1,days
x_time_day/10.1039_c6ta09174a/Fig4_B_stability_performance_curve_pce/10.1039_c6ta09174a__Fig4__B__stability_performance_curve_pce__b__Series_2.csv,included,OK,68,1.010689468759395,0.8616729498931991,189.6492849425832,19,94.8246424712916,x_time_day,10.1039/c6ta09174a,Fig4_B,Series_2,days
x_time_day/10.1039_c6ta09687e/Fig1_C_jv_curve_stability_performance_ff/10.1039_c6ta09687e__Fig1__C__jv_curve_stability_performance_ff__FAPbI3__Series_1.csv,included,OK,42,0.9983247245487318,0.7651642677615439,195.7404689735314,12,97.8702344867657,x_time_day,10.1039/c6ta09687e,Fig1_C,Series_1,days
x_time_day/10.1039_c6ta09687e/Fig1_C_jv_curve_stability_performance_ff/10.1039_c6ta09687e__Fig1__C__jv_curve_stability_performance_ff__MAPbI3__Series_2.csv,included,OK,14,0.9951551639722952,0.3218280956646539,195.7404689735315,12,97.87023448676575,x_time_day,10.1039/c6ta09687e,Fig1_C,Series_2,days
x_time_day/10.1039_c6ta10588b/Fig6_whole_stability/10.1039_c6ta10588b__Fig6__whole__stability__FTO_TiO2__Series_1.csv,excluded,Curve max time 166.2h < 200.0h (curve too short),68,,,166.92639957548414,68,83.46319978774207,x_time_day,10.1039/c6ta10588b,Fig6,Series_1,days
x_time_day/10.1039_c6ta10588b/Fig6_whole_stability/10.1039_c6ta10588b__Fig6__whole__stability__ITO_PEDOT_PSS__Series_2.csv,excluded,Curve max time 165.9h < 200.0h (curve too short),68,,,166.9263995754842,68,83.4631997877421,x_time_day,10.1039/c6ta10588b,Fig6,Series_2,days
x_time_day/10.1039_c7nr03507a/Fig5_A_stability_performance_curve_pce/10.1039_c7nr03507a__Fig5__A__stability_performance_curve_pce__Control__Series_1.csv,excluded,Curve max time 164.7h < 200.0h (curve too short),37,,,165.50098526066347,37,82.75049263033173,x_time_day,10.1039/c7nr03507a,Fig5_A,Series_1,days
x_time_day/10.1039_c7nr03963h/Fig5_whole_figure/10.1039_c7nr03963h__Fig5__whole__figure__PEDOT__Series_2.csv,included,OK,77,11.722137935150243,0.4899055124663184,197.06435251825744,23,98.53217625912872,x_time_day,10.1039/c7nr03963h,Fig5,Series_2,days
x_time_day/10.1039_c7nr06812c/Fig8_A_stability_performance_curve_pce/10.1039_c7nr06812c__Fig8__A__stability_performance_curve_pce__ZnO_Device__Series_1.csv,included,OK,60,1.0022268534617746,0.9623507943345646,190.75861288161155,17,95.37930644080578,x_time_day,10.1039/c7nr06812c,Fig8_A,Series_1,days
x_time_day/10.1039_c7nr07753j/Fig5_whole_stability/10.1039_c7nr07753j__Fig5__whole__stability__Conventional_device__Series_2.csv,excluded,"Too few unique time points (6) in [0,200]h window (data spans 85% of window)",43,,,169.2151551197759,6,84.60757755988794,x_time_day,10.1039/c7nr07753j,Fig5,Series_2,days
x_time_day/10.1039_c7se00036g/Fig5_C_stability_performance_curve_pce/10.1039_c7se00036g__Fig5__C__stability_performance_curve_pce__Conventional_dripping__Series_2.csv,included,OK,132,18.922668717120352,0.9436641987711568,195.10764006330015,19,97.55382003165008,x_time_day,10.1039/c7se00036g,Fig5_C,Series_2,days
x_time_day/10.1039_c7se00080d/Fig8_D_stability_performance_curve/10.1039_c7se00080d__Fig8__D__stability_performance_curve__PSC_based_on_C-Pbl2__Series_2.csv,excluded,"Too few unique time points (8) in [0,200]h window (data spans 99% of window)",52,,,198.2585965893564,8,99.1292982946782,x_time_day,10.1039/c7se00080d,Fig8_D,Series_2,days
x_time_day/10.1039_c7ta00894e/Fig6_G_stability_performance_curve_pce/10.1039_c7ta00894e__Fig6__G__stability_performance_curve_pce__CH3NH3PbI3__Series_1.csv,included,OK,43,0.9994182060366822,0.877405678043363,197.85025376489182,13,98.92512688244591,x_time_day,10.1039/c7ta00894e,Fig6_G,Series_1,days
x_time_day/10.1039_c7ta00894e/Fig6_H_stability_performance_curve_pce/10.1039_c7ta00894e__Fig6__H__stability_performance_curve_pce__CH3NH3PbI3__Series_2.csv,included,OK,43,0.9995395707684221,0.6989009777837225,197.33819502877233,13,98.66909751438617,x_time_day,10.1039/c7ta00894e,Fig6_H,Series_2,days
x_time_day/10.1039_c7ta06088b/Fig6_A_stability_performance_curve_pce/10.1039_c7ta06088b__Fig6__A__stability_performance_curve_pce__perovskite_spiro-OMeTAD__Series_2.csv,included,OK,16,0.9934001255209464,0.09451324250359715,194.49820576096928,12,97.24910288048464,x_time_day,10.1039/c7ta06088b,Fig6_A,Series_2,days
x_time_day/10.1039_c7ta08947c/Fig6_F_stability_performance_curve/10.1039_c7ta08947c__Fig6__F__stability_performance_curve__unsealed_cell_from_3MAI_PbAc2._2.8H2O_by_CP__Series_3.csv,excluded,"Too few unique time points (4) in [0,200]h window (data spans 77% of window)",15,,,154.03258862561478,4,77.01629431280739,x_time_day,10.1039/c7ta08947c,Fig6_F,Series_3,days
x_time_day/10.1039_c7ta09543k/Fig5_D_stability_performance_curve/10.1039_c7ta09543k__Fig5__D__stability_performance_curve__TiO2__Series_1.csv,excluded,Curve max time 164.1h < 200.0h (curve too short),56,,,163.87439037219818,56,81.93719518609909,x_time_day,10.1039/c7ta09543k,Fig5_D,Series_1,days
x_time_day/10.1039_c7tc01973d/Fig5_D_stability_performance_curve/10.1039_c7tc01973d__Fig5__D__stability_performance_curve__Compact_Pbl2__Series_2.csv,included,OK,49,1.0024899874683573,0.4038442408817666,198.2854036219133,29,99.14270181095665,x_time_day,10.1039/c7tc01973d,Fig5_D,Series_2,days
