curve_id,raw_cluster_id,som_node_x,som_node_y,bmu_distance,max_pce_0_200h,pce_norm_t0,pce_norm_t10,pce_norm_t50,pce_norm_t100,pce_norm_t150,pce_norm_t200,peak_time_h,qc_status
x_time_day/10.1016_j.orgel.2021.106428/Fig9_whole_stability/10.1016_j.orgel.2021.106428__Fig9__whole__stability__TPA-TPy__Series_2.csv,0,0,0,1.1859344645312861,1.003308421056485,0.9996773934650457,0.9985774389683072,0.9984295336926277,0.9732441810776907,0.9037165753316335,0.8669014423550959,70.66666666666667,included
x_time_day/10.1016_j.solener.2016.07.034/Fig8_D_sem_image_stability_performance_curve_pce/10.1016_j.solener.2016.07.034__Fig8__D__sem_image_stability_performance_curve_pce__device_with_small_crystal__Series_1.csv,0,0,0,1.4390153881796321,15.136884844429636,0.9991299698559394,0.9919701768562912,0.9552296449364275,0.9343753888908304,0.8787986483665096,0.851564681022745,0.0,included
x_time_day/10.1016_j.solener.2017.05.089/Fig5_D_stability_performance_curve_ff/10.1016_j.solener.2017.05.089__Fig5__D__stability_performance_curve_ff__Spiro-OMeTAD__Series_1.csv,0,0,0,1.501670861815283,1.0008420798472528,0.9989283969158343,0.9895928478854978,0.9418451255146192,0.9029670774493417,0.8811250936603638,0.8740011556510956,0.0,included
x_time_day/10.1016_j.solener.2017.05.089/Fig5_D_stability_performance_curve_ff/10.1016_j.solener.2017.05.089__Fig5__D__stability_performance_curve_ff__ZnPcNO2-OPh__Series_3.csv,0,0,0,1.5932870836973405,1.0093897148230901,0.9943375474746861,0.9950536048494741,0.9988328986649816,0.996252158955406,0.990318320541277,0.9861353214795348,74.16666666666667,included
x_time_day/10.1016_j.solener.2018.05.086/Fig7_A_stability_performance_curve/10.1016_j.solener.2018.05.086__Fig7__A__stability_performance_curve__FMC__Series_2.csv,0,0,0,1.8313256653762615,5.70996545145269,0.9981032332911342,0.9860535094722301,0.9686066634011923,0.9402854604835467,0.8768818715696746,0.7796080413002533,0.0,included
x_time_day/10.1016_j.solener.2018.05.086/Fig7_A_stability_performance_curve/10.1016_j.solener.2018.05.086__Fig7__A__stability_performance_curve__MAPI__Series_1.csv,1,0,1,3.0029247756050594,2.2130517477296996,0.9924788717446692,0.9456510205812639,0.8561913628378744,0.7071002714488175,0.5224970874319071,0.33005161501852426,0.0,included
x_time_day/10.1016_j.solener.2019.02.020/Fig7_B_stability_performance_curve_pce/10.1016_j.solener.2019.02.020__Fig7__B__stability_performance_curve_pce__EA__Series_2.csv,0,0,0,1.109084031875433,0.9994082663243087,0.9999288843407138,0.9998656685034454,0.9946631644877373,0.9841393769587211,0.9694902862456086,0.9544646413577917,5.5,included
x_time_day/10.1016_j.solener.2019.02.020/Fig7_B_stability_performance_curve_pce/10.1016_j.solener.2019.02.020__Fig7__B__stability_performance_curve_pce__EI12__Series_1.csv,0,0,0,0.5625133422413525,0.9972193366226748,0.9998242003002302,0.9979090652625304,0.9832721012392126,0.9656004322939502,0.9485653949234113,0.9224615103944398,0.0,included
x_time_day/10.1016_j.solener.2019.02.020/Fig7_B_stability_performance_curve_pce/10.1016_j.solener.2019.02.020__Fig7__B__stability_performance_curve_pce__IPA__Series_3.csv,0,0,0,1.3833282245011964,0.9982494279662903,0.9994268433809098,0.9937165189869853,0.965626944282961,0.9311307776644548,0.8887955675396888,0.8295792698119607,0.0,included
x_time_day/10.1016_j.solener.2019.05.073/Fig6_whole_stability/10.1016_j.solener.2019.05.073__Fig6__whole__stability__W_oCTAB__Series_1.csv,0,0,0,1.283938874106219,99.57422554271513,0.9994848146998427,0.9943759290015879,0.9684108698632056,0.9368887386733739,0.8923725207229448,0.8377287526972719,0.0,included
x_time_day/10.1016_j.solener.2019.10.034/Fig1_B_pce/10.1016_j.solener.2019.10.034__Fig1__B__pce__Spiro-OMeTAD__Series_1.csv,3,1,1,5.096047520242541,0.9789661718200895,0.9896511479164144,0.8769399833263926,0.4408760179124588,0.3047954333690036,0.18653094782823698,0.0988350782662222,0.0,included
x_time_day/10.1016_j.solener.2019.10.034/Fig1_C_pce/10.1016_j.solener.2019.10.034__Fig1__C__pce__Spiro-OMeTAD__Series_2.csv,1,0,1,3.762499139572791,0.909818205607926,0.9920105869723745,0.8899873515272598,0.7249356315666095,0.6310737073503766,0.49541150900973036,0.35838283668702897,0.0,included
x_time_day/10.1016_j.solener.2019.10.067/Fig5_D_stability_performance_curve/10.1016_j.solener.2019.10.067__Fig5__D__stability_performance_curve__ACN-spiro__Series_1.csv,0,0,0,1.1407905421522109,0.9993804485301363,0.9998838309541044,0.9995514436834244,0.9919784984717098,0.9803292657846471,0.9777897156224282,0.9526148075465878,4.666666666666667,included
x_time_day/10.1016_j.solener.2019.12.031/Fig9_A_stability_performance_curve/10.1016_j.solener.2019.12.031__Fig9__A__stability_performance_curve__Spiro-OMeTAD__Series_2.csv,0,0,0,0.5778005703989079,0.9699910727097178,0.9960075195747675,0.9689049102767531,0.943832569421493,0.9292677833515607,0.9279980383223062,0.9218659763231806,0.0,included
x_time_day/10.1016_j.solener.2020.09.058/Fig6_B_stability_performance_curve_pce/10.1016_j.solener.2020.09.058__Fig6__B__stability_performance_curve_pce__Spiro-OMeTAD__Series_1.csv,0,0,0,0.4293317089665054,1.0042347106674452,0.9990938406852061,0.9927682284958591,0.973064771577067,0.9461295431541732,0.924622845600365,0.9124331064908834,0.0,included
x_time_day/10.1016_j.solener.2021.03.036/Fig5_whole_stability/10.1016_j.solener.2021.03.036__Fig5__whole__stability__without_GuaI__Series_2.csv,0,0,0,1.594189568044934,1.0064409931933236,0.9971351599542263,0.9969609767589874,0.9985967097684684,0.994978822749141,0.9912037444578166,0.9849122655056797,36.666666666666664,included
x_time_day/10.1016_j.solener.2021.03.055/Fig3_D_stability_performance_curve_pce/10.1016_j.solener.2021.03.055__Fig3__D__stability_performance_curve_pce__P0__Series_1.csv,2,1,0,1.3391175111988551,1.0038886082845886,0.9987061971787785,0.9915217074488007,0.9549256725052733,0.9050649801538644,0.8223199489321049,0.7013703531720887,0.0,included
x_time_day/10.1016_j.solener.2021.04.053/Fig6_whole_stability/10.1016_j.solener.2021.04.053__Fig6__whole__stability__0.0%_Mg(Ac)₂__Series_1.csv,0,0,0,1.341724518082366,1.0066278764619578,0.9998523817805957,0.9998523817805957,0.9984788922813965,0.9870180691571317,0.9776116330362553,0.9759351814375139,38.833333333333336,included
x_time_day/10.1016_j.solmat.2017.08.032/Fig8_A_stability_performance_curve_pce/10.1016_j.solmat.2017.08.032__Fig8__A__stability_performance_curve_pce__CA_Device__Series_2.csv,0,0,0,1.013585009508271,1.0106003240981916,0.9992896057057508,0.9944611404945307,0.9867276042373339,0.9759218047152601,0.969202197256529,0.9655586053892786,0.0,included
x_time_day/10.1016_j.solmat.2017.08.032/Fig8_A_stability_performance_curve_pce/10.1016_j.solmat.2017.08.032__Fig8__A__stability_performance_curve_pce__CC_Device__Series_1.csv,2,1,0,0.7823637569934662,1.002838222522849,0.9993936163681342,0.9927135615765568,0.9462157576338621,0.8412934498944106,0.816768216054735,0.793177933182782,0.0,included
x_time_day/10.1016_j.solmat.2018.01.025/Fig3_D_stability_performance_curve_pce/10.1016_j.solmat.2018.01.025__Fig3__D__stability_performance_curve_pce__0-PEDOT__Series_3.csv,2,1,0,2.364198013814962,14.669194975698996,0.9998745188203022,0.9962214135015813,0.9821541073255021,0.9155960830532788,0.7449973205990786,0.6231079737101526,0.0,included
x_time_day/10.1016_j.solmat.2018.05.022/Fig5_whole_stability/10.1016_j.solmat.2018.05.022__Fig5__whole__stability__spiro__Series_2.csv,2,1,0,0.48226255955572367,1.004407833705276,0.9992446655752085,0.9913422210320202,0.9293283031006875,0.844146263649926,0.8202322163412332,0.7494651829238483,0.0,included
"x_time_day/10.1016_j.solmat.2018.07.031/Fig5_whole_stability_performance_curve/10.1016_j.solmat.2018.07.031__Fig5__whole__stability_performance_curve__with1,6-DD__Series_2.csv",0,0,0,0.9984538635524686,1.0014959151007372,0.9946209940739732,0.9970630964709734,0.9985229363436121,0.9792356355628974,0.9601308008508672,0.9506540175526783,20.333333333333332,included
x_time_day/10.1016_j.solmat.2018.07.031/Fig5_whole_stability_performance_curve/10.1016_j.solmat.2018.07.031__Fig5__whole__stability_performance_curve__一with_1-HH__Series_3.csv,0,0,0,0.44142081097065217,0.990187352270084,0.9987697098370942,0.9889288166891145,0.9634325569862294,0.9616590824900817,0.9511950006694514,0.9362958939911693,0.0,included
x_time_day/10.1016_j.solmat.2018.07.031/Fig5_whole_stability_performance_curve/10.1016_j.solmat.2018.07.031__Fig5__whole__stability_performance_curve__一without_additive__Series_1.csv,2,1,0,0.4909798442509702,0.990187352270084,0.999073964712694,0.9915467530035137,0.9373401586902645,0.8617559047924015,0.7992582179739314,0.7491321757881392,0.0,included
x_time_day/10.1016_j.solmat.2019.110052/Fig4_E_stability_performance_curve/10.1016_j.solmat.2019.110052__Fig4__E__stability_performance_curve__Control__Series_1.csv,0,0,0,1.3202416028002766,1.0023666605277304,0.999805345648872,0.9982432772700887,0.9938578837339349,0.9848460239101662,0.9792629652149648,0.9769847841587392,0.0,included
x_time_day/10.1016_j.solmat.2019.110197/Fig5_D_stability_performance_curve_pce/10.1016_j.solmat.2019.110197__Fig5__D__stability_performance_curve_pce__x=0__Series_1.csv,0,0,0,1.0909710357013065,100.2292614500455,0.99977789566694,0.9999624294141112,0.9919278564470834,0.9851902755526255,0.968861723605163,0.9541635546098777,7.5,included
x_time_day/10.1016_j.solmat.2019.110284/Fig3_A_chart/10.1016_j.solmat.2019.110284__Fig3__A__chart__illumination__Series_2.csv,2,1,0,0.9052334192823711,0.9927653812311648,0.9981096691965856,0.9825576998294119,0.908114143227696,0.8224571009512683,0.7636622049958981,0.7325009436205077,0.0,included
x_time_day/10.1016_j.solmat.2019.110284/Fig4_C_stability_performance_curve/10.1016_j.solmat.2019.110284__Fig4__C__stability_performance_curve__Temperature_30_oC__Series_2.csv,2,1,0,0.9095406101258284,1.0066440840457849,0.996386546242606,0.9693267368356667,0.8849561788210919,0.8223373546920668,0.7731273729895765,0.7279753162641694,0.0,included
x_time_day/10.1016_j.solmat.2019.110284/Fig5_B_stability_performance_curve_structure/10.1016_j.solmat.2019.110284__Fig5__B__stability_performance_curve_structure__planar_regular_(n-i-p)cells__Series_2.csv,2,1,0,1.6058910932186825,1.0002686966351022,0.9993082095002467,0.9928998542432013,0.9477226005222794,0.8929661230277092,0.8551147155006077,0.830866169014037,0.0,included
x_time_day/10.1016_j.solmat.2019.110284/Fig5_D_stability_performance_curve_structure/10.1016_j.solmat.2019.110284__Fig5__D__stability_performance_curve_structure__planar_n-i-p_cells__Series_2.csv,0,0,0,1.5801457618062855,1.0235163423186204,0.9863771757523162,0.9865340329844519,0.9944115766342132,0.9998035079858674,0.9921049815417298,0.9812559308942423,117.33333333333333,included
x_time_day/10.1016_j.solmat.2019.110317/Fig4_D_stability_performance_curve_pce/10.1016_j.solmat.2019.110317__Fig4__D__stability_performance_curve_pce__OSS_device__Series_2.csv,0,0,0,1.2285846208460725,5.991759983835284,0.9997063266370778,0.9999999654618822,0.9965942837450144,0.9879199445177557,0.9712878463127692,0.966526635570495,10.166666666666666,included
x_time_day/10.1016_j.solmat.2020.110689/Fig5_A_giwaxs_pattern_stability_performance_curve_pce/10.1016_j.solmat.2020.110689__Fig5__A__giwaxs_pattern_stability_performance_curve_pce__Spin-coating__Series_1.csv,0,0,0,0.6611717466564456,0.9940197441702545,0.999773638967447,0.9975556874246435,0.9780631321446392,0.9494634243522905,0.9209289732764084,0.8855223134382544,0.0,included
x_time_day/10.1016_j.synthmet.2017.02.022/Fig1_B_stability_performance_curve_pce/10.1016_j.synthmet.2017.02.022__Fig1__B__stability_performance_curve_pce__Series_1__Series_1.csv,2,1,0,2.161114086406589,11.004532041858084,0.9977886769696392,0.9697456306834069,0.8333812488232996,0.7793243607542965,0.7536861196444126,0.7056103703729106,0.0,included
x_time_day/10.1016_j.tsf.2018.03.038/Fig12_D_stability_performance_curve_photovoltaic_parameter/10.1016_j.tsf.2018.03.038__Fig12__D__stability_performance_curve_photovoltaic_parameter__SDR__Series_1.csv,0,0,0,6.4051671084238535,4.18753439094308,0.631065044258214,0.6437420571229119,0.717771095392446,0.8272343894274402,0.9311982379381871,1.0000128091020597,197.5,included
x_time_day/10.1016_j.tsf.2018.10.001/Fig7_A_chart/10.1016_j.tsf.2018.10.001__Fig7__A__chart__x=0__Series_2.csv,1,0,1,2.175796020132829,0.9992842591320976,0.9985502972012856,0.9876835089328583,0.9301391490066475,0.7623379327128623,0.6314746094855902,0.5758913454860581,0.0,included
x_time_day/10.1016_j.xcrp.2020.100180/Fig7_F_stability_performance_curve/10.1016_j.xcrp.2020.100180__Fig7__F__stability_performance_curve__Reference__Series_1.csv,0,0,0,0.7179564447122937,15.161251046184319,0.9992784387665158,0.9934946787719521,0.9779803086593285,0.9640859688973641,0.9589638369224563,0.9553261316892334,0.0,included
x_time_day/10.1021_acs.chemmater.5b03991/Fig8_A_stability_performance_curve_pce_profile/10.1021_acs.chemmater.5b03991__Fig8__A__stability_performance_curve_pce_profile__Series_1__Series_1.csv,0,0,0,0.9742446924376654,100.49132094669855,0.9975878575807838,0.9803532992168031,0.9209538749617208,0.9185121770125477,0.9255714205689747,0.9390523739237715,0.0,included
x_time_day/10.1021_acs.chemmater.5b03991/Fig9_D_stability_performance_curve_pce_profile/10.1021_acs.chemmater.5b03991__Fig9__D__stability_performance_curve_pce_profile__Series_1__Series_1.csv,2,1,0,2.757791305802728,100.61333005680409,0.9856918257014119,0.8938514639391071,0.8205267985947098,0.7630537260198414,0.7315939952236805,0.7140462126385367,0.0,included
x_time_day/10.1021_acs.iecr.9b05173/Fig8_whole_stability_performance_curve/10.1021_acs.iecr.9b05173__Fig8__whole__stability_performance_curve__Spiro__Series_1.csv,2,1,0,0.2205877607896996,0.9949093086144931,0.9981893911910328,0.9836595604887627,0.9216164829682545,0.8555058184349681,0.7987072834708058,0.7578034655413464,0.0,included
x_time_day/10.1021_acs.jpcc.0c05357/Fig1_C_stability_performance_curve_pce/10.1021_acs.jpcc.0c05357__Fig1__C__stability_performance_curve_pce__Cs15-M__Series_2.csv,0,0,0,1.389964475648176,1.1798250166758353,0.8607341196372308,0.8762538587213622,0.9656027950752637,0.9858067970068232,0.9452628782822897,0.926487896142506,74.0,included
x_time_day/10.1021_acs.jpcc.0c05357/Fig1_C_stability_performance_curve_pce/10.1021_acs.jpcc.0c05357__Fig1__C__stability_performance_curve_pce__Cs15-U__Series_3.csv,1,0,1,0.38155255911158587,1.005526485553675,0.9974585043068634,0.9751937705378612,0.838169319213411,0.7030264362322903,0.607566889991772,0.5401375064935048,0.0,included
x_time_day/10.1021_acs.jpcc.0c05357/Fig1_C_stability_performance_curve_pce/10.1021_acs.jpcc.0c05357__Fig1__C__stability_performance_curve_pce__Rb5Cs10-M__Series_4.csv,0,0,0,1.8895137532348896,1.0618446524373348,0.94810590774865,0.9565845434444913,0.9890581675858611,0.9585442305404867,0.8711618106010156,0.8004167022752978,68.0,included
x_time_day/10.1021_acs.jpcc.0c05357/Fig1_C_stability_performance_curve_pce/10.1021_acs.jpcc.0c05357__Fig1__C__stability_performance_curve_pce__Rb5Cs10-U__Series_1.csv,0,0,0,1.6421371070980275,1.0097389800706753,0.9956964134743896,0.9954549653118181,0.9956020813857762,0.9654958134312136,0.8929932121025884,0.8061073775017099,30.666666666666668,included
x_time_day/10.1021_acs.jpcc.6b12137/Fig4_D_stability_performance_curve/10.1021_acs.jpcc.6b12137__Fig4__D__stability_performance_curve__PMMA0mg_mL__Series_2.csv,2,1,0,1.847132437515724,1.0024152796435588,0.9976557441319192,0.9781831629281021,0.9141533001993809,0.8825708819945169,0.8723040683012488,0.8635235442330009,0.0,included
x_time_day/10.1021_acs.jpclett.0c03566/Fig7_A_stability_performance_curve/10.1021_acs.jpclett.0c03566__Fig7__A__stability_performance_curve__Pristine__Series_2.csv,2,1,0,1.806069063901694,0.8636831516409158,0.9961056955296853,0.9673915278103108,0.8804455148577413,0.7952279434119417,0.7356421753724394,0.693812233651852,0.0,included
x_time_day/10.1021_acs.langmuir.7b00127/Fig10_A_pce/10.1021_acs.langmuir.7b00127__Fig10__A__pce__PEDOT_PSS__Series_1.csv,2,1,0,1.5994401971578522,1.0019597903348287,0.9992240762926409,0.9929975437672383,0.9613273757371281,0.9101815650435227,0.7899956670533798,0.6568137513089277,0.0,included
x_time_day/10.1021_acs.langmuir.7b00127/Fig10_A_pce_2/10.1021_acs.langmuir.7b00127__Fig10__A__pce_2__PEDOT_PSS__Series_2.csv,2,1,0,1.6052898303180956,1.0021583835231007,0.9992219530040403,0.9929805129388682,0.9598997160894676,0.912563628796322,0.7889727212124737,0.6575865877906841,0.0,included
x_time_day/10.1021_acs.nanolett.9b01553/Fig4_F_stability_performance_curve_pce/10.1021_acs.nanolett.9b01553__Fig4__F__stability_performance_curve_pce__CuBr(0.2wt%)__Series_2.csv,0,0,0,1.6090993220829009,0.9844475037873397,0.9988156252339226,0.999938881009668,0.9957528286994811,0.9930653031349588,0.9917659639440822,0.9903884893523324,8.833333333333334,included
x_time_day/10.1021_acs.nanolett.9b01553/Fig4_F_stability_performance_curve_pce/10.1021_acs.nanolett.9b01553__Fig4__F__stability_performance_curve_pce__Pristine_perovskite__Series_1.csv,0,0,0,1.310479096633923,0.9844282471398098,0.9998998311220234,0.9998989616307357,0.9964186520284888,0.9848181394763766,0.9786147219269534,0.9728390226130272,18.166666666666668,included
x_time_day/10.1021_acsaelm.0c00808/Fig6_E_pattern/10.1021_acsaelm.0c00808__Fig6__E__pattern__Control__Series_1.csv,0,0,0,1.2214092064187678,1.0205870993093813,0.9868456339048461,0.9889139104375838,0.9999896864391519,0.9977505328240628,0.9751930365561682,0.9296093214458874,50.833333333333336,included
x_time_day/10.1021_acsaelm.0c00808/Fig6_E_pattern/10.1021_acsaelm.0c00808__Fig6__E__pattern__PFOMA__Series_2.csv,0,0,0,1.5090183541344115,1.0138264401082981,0.9871638957987803,0.9910712354642832,0.9982741445700817,0.9964252640976918,0.9869407113293213,0.9797507476340295,82.16666666666667,included
x_time_day/10.1021_acsaem.0c00398/Fig4_D_stability_performance_curve/10.1021_acsaem.0c00398__Fig4__D__stability_performance_curve__10%_PEAI__Series_3.csv,2,1,0,2.5479275996632764,0.989162037655791,0.9975954143680458,0.9782990197141787,0.8872735368504994,0.7810415473348442,0.6895388176116443,0.6746193936651694,0.0,included
x_time_day/10.1021_acsaem.0c00398/Fig4_D_stability_performance_curve/10.1021_acsaem.0c00398__Fig4__D__stability_performance_curve__60%_PEAI__Series_2.csv,0,0,0,1.4509310660301726,1.0141909759896734,0.9897071495778941,0.9842160160176762,0.9773162128256693,0.9770707865490086,0.9902991789245577,0.9999999999999601,189.83333333333334,included
x_time_day/10.1021_acsaem.0c00398/Fig4_D_stability_performance_curve/10.1021_acsaem.0c00398__Fig4__D__stability_performance_curve__Control__Series_1.csv,2,1,0,0.5608418351395632,0.9968721593120619,0.9991861380042043,0.9914041095298943,0.9347193588220963,0.852093802474031,0.7796725300208521,0.7564127741401524,0.0,included
x_time_day/10.1021_acsaem.0c01675/Fig6_B_stability_performance_curve/10.1021_acsaem.0c01675__Fig6__B__stability_performance_curve__Control__Series_2.csv,2,1,0,0.7307540979900994,0.9967101941303224,0.9960338908454903,0.9664387773846529,0.9072250557061671,0.8760234197598917,0.8207209725386632,0.7891938689068015,0.0,included
x_time_day/10.1021_acsaem.0c03227/Fig5_E_stability/10.1021_acsaem.0c03227__Fig5__E__stability__reference__Series_1.csv,0,0,0,0.9919795521554361,1.031030568596601,0.9762066224167456,0.9830306921937947,0.9979344397442917,0.9610754573138369,0.9167300436623045,0.8602991029851671,43.166666666666664,included
x_time_day/10.1021_acsaem.1c00054/Fig9_whole_stability/10.1021_acsaem.1c00054__Fig9__whole__stability__0%Pb(AC)2__Series_1.csv,2,1,0,1.8502643203428115,1.0036927495353491,0.9980508742687525,0.9831097499680505,0.9089081372129956,0.8449020545057195,0.7218580277651301,0.645010194453943,0.0,included
x_time_day/10.1021_acsaem.1c00517/Fig5_D_stability_performance_curve_pce/10.1021_acsaem.1c00517__Fig5__D__stability_performance_curve_pce__Control__Series_1.csv,0,0,0,1.1633018176658816,1.004781236078001,0.9998272394912084,0.9984408655092512,0.9922043275464151,0.9813386218872038,0.9735429494336586,0.9693171297058166,0.0,included
x_time_day/10.1021_acsaem.1c00767/Fig5_A_stability_performance_curve_pce/10.1021_acsaem.1c00767__Fig5__A__stability_performance_curve_pce__Control__Series_1.csv,2,1,0,0.8173279093325387,17.49036768652384,0.9989973766324239,0.9911447966283465,0.9423948599334702,0.8868815431859025,0.8086994936114924,0.7415413935533676,0.0,included
x_time_day/10.1021_acsaem.1c00767/Fig5_B_stability_performance_curve_pce/10.1021_acsaem.1c00767__Fig5__B__stability_performance_curve_pce__Control__Series_1.csv,2,1,0,0.8633835937966722,1.0037517077214777,1.0001138749582346,0.993324608361688,0.9466132059575089,0.8902153955051791,0.808340530484236,0.7395567093977242,0.0,included
x_time_day/10.1021_acsaem.1c00767/Fig5_C_stability_performance_curve_pce/10.1021_acsaem.1c00767__Fig5__C__stability_performance_curve_pce__Control__Series_2.csv,1,0,1,1.9175089810827208,17.60841430372792,0.9969967397538696,0.9728960821654374,0.864461270366497,0.7473913202153094,0.6860917927911487,0.6016099389099662,0.0,included
x_time_day/10.1021_acsaem.1c00767/Fig5_D_stability_performance_curve_pce/10.1021_acsaem.1c00767__Fig5__D__stability_performance_curve_pce__Control__Series_1.csv,1,0,1,1.9845703309939808,1.0025318749502845,0.9972391078497146,0.97511801748197,0.8669556264713253,0.7513094341642508,0.6888469595962465,0.6020241816453619,0.0,included
x_time_day/10.1021_acsaem.8b00277/Fig9_A_stability_performance_curve_pce/10.1021_acsaem.8b00277__Fig9__A__stability_performance_curve_pce__PEDOT_PSS__Series_1.csv,0,0,0,0.8280066694054198,1.0009703433466086,0.9993406585577409,0.9936976175611979,0.9600274517904309,0.9208000374891024,0.9095252315673488,0.9041375307822828,0.0,included
x_time_day/10.1021_acsaem.8b00277/Fig9_A_stability_performance_curve_pce/10.1021_acsaem.8b00277__Fig9__A__stability_performance_curve_pce__WOx@PEDOT_PEDOT_PSS__Series_3.csv,0,0,0,0.7510988128177558,1.006611923233195,0.9998115149781477,0.9982989544276036,0.9914383934271912,0.9713729494826545,0.9517708944339505,0.9383303792885956,0.0,included
x_time_day/10.1021_acsaem.8b01075/Fig6_A_retention/10.1021_acsaem.8b01075__Fig6__A__retention__VASP_withMAI__Series_2.csv,1,0,1,2.7212471733201933,10.38675695675042,0.9935666175361588,0.9358900077882605,0.704430484837716,0.6325807758327063,0.5566073697119277,0.5019410999954766,0.0,included
x_time_day/10.1021_acsami.0c05527/Fig7_B_stability_performance_curve_pce/10.1021_acsami.0c05527__Fig7__B__stability_performance_curve_pce__Sn-based__Series_1.csv,0,0,0,0.5765348693897876,1.0014286897421203,0.998721954390336,0.9928287660558761,0.9691861986966055,0.9411494435520772,0.9198957650168481,0.8877508849908894,0.0,included
x_time_day/10.1021_acsami.0c09046/Fig6_A_stability_performance_curve_pce/10.1021_acsami.0c09046__Fig6__A__stability_performance_curve_pce__Control_Device__Series_1.csv,0,0,0,1.1320668445606639,0.9977278013383915,0.9984111636471835,0.9999873326261396,0.9978511752557099,0.9893780637160491,0.9703996321307465,0.9426160763378744,10.666666666666666,included
x_time_day/10.1021_acsami.0c09046/Fig6_A_stability_performance_curve_pce/10.1021_acsami.0c09046__Fig6__A__stability_performance_curve_pce__With_0.02Wt%__Series_2.csv,0,0,0,1.2588924406655555,1.0018727769484985,0.999774411088961,0.9998475444413527,0.9939514343019284,0.9871908840516093,0.9758523408531399,0.9710804667415177,6.0,included
x_time_day/10.1021_acsami.0c15042/Fig4_F_stability_performance_curve/10.1021_acsami.0c15042__Fig4__F__stability_performance_curve__w_o_F8IC__Series_1.csv,0,0,0,0.6117809731339079,1.007560236754161,0.9995949892173661,0.9963448459093958,0.981724229547138,0.9560979083708993,0.9195463674652544,0.8966187491971088,0.0,included
x_time_day/10.1021_acsami.0c16939/Fig8_D_stability_performance_curve_pce/10.1021_acsami.0c16939__Fig8__D__stability_performance_curve_pce__Pristine__Series_1.csv,0,0,0,0.6953740063897784,1.0017451015393937,0.999695060624746,0.9972479735043961,0.9840323577646884,0.9544219840659397,0.9281479502879957,0.8719905212564217,0.0,included
x_time_day/10.1021_acsami.0c19784/Fig5_C_diagram/10.1021_acsami.0c19784__Fig5__C__diagram__Control__Series_1.csv,0,0,0,0.4669816646448701,0.9994905302356076,0.9994021289302677,0.993812520646024,0.9619645688968191,0.9502496241465678,0.950066386074966,0.9385440659804735,0.0,included
x_time_day/10.1021_acsami.0c19968/Fig6_F_stability_performance_curve_pce/10.1021_acsami.0c19968__Fig6__F__stability_performance_curve_pce__HTM_Zn-CBOB-0.6__Series_2.csv,0,0,0,1.062975535347793,1.0047618621580932,0.9963898575211626,0.9996891533923163,0.9957635237300425,0.9757859209633896,0.963775982888781,0.9636746963011414,36.666666666666664,included
x_time_day/10.1021_acsami.0c19968/Fig6_F_stability_performance_curve_pce/10.1021_acsami.0c19968__Fig6__F__stability_performance_curve_pce__HTM__Series_1.csv,0,0,0,0.5025188682672989,1.0088429086588822,0.9965921574650872,0.9996272480495868,0.9797541508265188,0.9440083891513158,0.9280263564036573,0.9199770951645848,8.0,included
x_time_day/10.1021_acsami.0c20126/Fig5_F_stability_performance_curve_pce/10.1021_acsami.0c20126__Fig5__F__stability_performance_curve_pce__Ref__Series_1.csv,0,0,0,0.8731307037612247,1.0029229724823832,0.9996336786738858,0.994856642252323,0.9547026156241765,0.926535572960889,0.9020565085178639,0.897123189671373,0.0,included
x_time_day/10.1021_acsami.0c22817/Fig5_F_stability_performance_curve_pce/10.1021_acsami.0c22817__Fig5__F__stability_performance_curve_pce__Ambient_stability__Series_2.csv,1,0,1,3.1993434428854317,1.0078273445810075,0.9962750496287734,0.9648199451940889,0.7993296907886084,0.6275767459536368,0.475646991064744,0.3818557335748074,0.0,included
x_time_day/10.1021_acsami.1c02218/Fig8_F_stability_performance_curve_pce/10.1021_acsami.1c02218__Fig8__F__stability_performance_curve_pce__W_O_5-TFMAP__Series_1.csv,2,1,0,0.7063778669412474,1.0055774600557943,0.9992111097704743,0.9904400375273744,0.8963743344835744,0.8270325399817497,0.7840222785037774,0.7573340294511988,0.0,included
x_time_day/10.1021_acsami.1c02218/Fig8_F_stability_performance_curve_pce/10.1021_acsami.1c02218__Fig8__F__stability_performance_curve_pce__With5-TFMAP__Series_2.csv,0,0,0,1.1615093600163195,0.9928296370624563,0.9994109612029157,0.9950025323661196,0.9834028340835123,0.9817087112745293,0.9781470064291603,0.9724911538905541,0.0,included
x_time_day/10.1021_acsami.1c02377/Fig8_D_stability_performance_curve/10.1021_acsami.1c02377__Fig8__D__stability_performance_curve__Cs-0__Series_1.csv,1,0,1,1.9746686713894952,1.0040127034621167,0.9941403862179866,0.9303629737615041,0.7395151790877386,0.6550100304343829,0.6108942532055414,0.5177575153914111,0.0,included
x_time_day/10.1021_acsami.1c04601/Fig6_A_stability_performance_curve_pce/10.1021_acsami.1c04601__Fig6__A__stability_performance_curve_pce__W_O4-ABSA__Series_1.csv,0,0,0,1.1146720860920936,1.0043564975899335,0.9993496874027094,0.9941274604641948,0.9657224352915896,0.9265428220531761,0.8881941195156696,0.8787817304370116,0.0,included
