curve_id,array_row,n_unique_points_0_200h,n_duplicate_points,max_support_gap_h,endpoint_bracket_time_h,akima_raw_knot_rmse,pchip_raw_knot_rmse,linear_raw_knot_rmse,akima_below_support_normalized,akima_above_support_normalized,pchip_below_support_normalized,pchip_above_support_normalized,linear_below_support_normalized,linear_above_support_normalized,akima_vs_pchip_rmse,pchip_vs_linear_rmse,akima_smoothing_rmse
x_time_day/10.1002_adfm.201705545/Fig11_B_stability_performance_curve/accepted/10.1002_adfm.201705545__Fig11__B__stability_performance_curve__PSC-0.1__Series_1.csv,0,11,0,18.607451051719067,204.68196156890951,0.0,0.0,0.0,0.0,0.00036836638856803123,0.0,0.0,0.0,0.0,0.0006267425638834435,0.0006003380010317046,6.119252669838741e-06
x_time_day/10.1002_adfm.201705545/Fig11_B_stability_performance_curve/accepted/10.1002_adfm.201705545__Fig11__B__stability_performance_curve__PSC-0.25__Series_3.csv,1,11,0,18.607451051719067,204.68196156890951,0.0,0.0,0.0,6.264304353534589e-05,1.3557986029247261e-05,0.0,0.0,0.0,0.0,0.0005588057131641612,0.001237965031085162,1.4109465896165553e-05
x_time_day/10.1002_adfm.201705545/Fig11_B_stability_performance_curve/accepted/10.1002_adfm.201705545__Fig11__B__stability_performance_curve__PSC-0.5__Series_4.csv,2,11,0,18.607451051719067,204.68196156890951,0.0,0.0,0.0,0.0,0.00019101069501008947,0.0,0.0,0.0,0.0,0.0002702618550484915,0.0004495521500803281,3.5598677851243456e-06
x_time_day/10.1002_adfm.201705545/Fig11_B_stability_performance_curve/accepted/10.1002_adfm.201705545__Fig11__B__stability_performance_curve__PSC-0__Series_2.csv,3,11,1,18.607451051719067,204.68196156890946,0.0,0.0,0.0,0.0,0.00018630412248568762,0.0,0.0,0.0,0.0,0.000934201009132898,0.0011677940477449174,2.329493195221481e-05
x_time_day/10.1002_adfm.201801654/Fig4_F_stability_performance_curve_pce/accepted/10.1002_adfm.201801654__Fig4__F__stability_performance_curve_pce__Control_MAPbl__Series_1.csv,4,20,0,10.269009779757369,205.3801955951466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.50216836759102e-05,0.00013613685407453578,2.584250189611868e-05
x_time_day/10.1002_adfm.201804128/Fig8_C_stability_performance_curve_decay/accepted/10.1002_adfm.201804128__Fig8__C__stability_performance_curve_decay__FF__Series_3.csv,5,18,3,11.21235984966782,201.82247729402062,0.0,0.0,0.0,7.758688655314452e-05,0.0,0.0,0.0,0.0,0.0,0.00021378377989529878,0.0004725746409352983,9.249343722324408e-05
x_time_day/10.1002_adfm.201804128/Fig8_C_stability_performance_curve_decay/accepted/10.1002_adfm.201804128__Fig8__C__stability_performance_curve_decay__J_sc__Series_4.csv,6,18,0,11.21235984966782,201.82247729402062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25033543751989e-05,6.315281470051717e-05,8.255053108448467e-06
x_time_day/10.1002_adfm.201804128/Fig8_C_stability_performance_curve_decay/accepted/10.1002_adfm.201804128__Fig8__C__stability_performance_curve_decay__PCE__Series_2.csv,7,18,1,11.21235984966782,201.82247729402062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.65774520852302e-05,9.69772726655773e-05,1.3599211341664553e-05
x_time_day/10.1002_adfm.201804128/Fig8_C_stability_performance_curve_decay/accepted/10.1002_adfm.201804128__Fig8__C__stability_performance_curve_decay__V_oc__Series_1.csv,8,18,0,11.212359849667848,201.8224772940206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9732506623005114e-05,8.11940041477658e-05,1.114960867182851e-05
x_time_day/10.1002_adfm.201807556/Fig6_A_stability_performance_curve_ff/accepted/10.1002_adfm.201807556__Fig6__A__stability_performance_curve_ff__PEDOT_PSS-controlled__Series_2.csv,9,16,0,13.06578672192407,209.05258755078458,0.0,0.0,0.0,0.0004002242163712039,0.0,0.0,0.0,0.0,0.0,0.00021415461261785804,0.00025441334830927914,1.564062791705491e-05
x_time_day/10.1002_adfm.201807556/Fig6_A_stability_performance_curve_ff/accepted/10.1002_adfm.201807556__Fig6__A__stability_performance_curve_ff__PTAA-controlled__Series_1.csv,10,16,0,13.06578672192407,209.0525875507846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016488005250745767,0.00021118840525907688,1.6713172617944634e-05
x_time_day/10.1002_adfm.201807556/Fig6_A_stability_performance_curve_ff/accepted/10.1002_adfm.201807556__Fig6__A__stability_performance_curve_ff__TFB-controlled__Series_3.csv,11,16,0,13.06578672192407,209.05258755078455,0.0,0.0,0.0,0.0,0.0004871219528546285,0.0,0.0,0.0,0.0,0.00048758662542918883,0.00011137515174869131,1.1114541832514254e-05
x_time_day/10.1002_adfm.201807604/Fig5_A_stability/accepted/10.1002_adfm.201807604__Fig5__A__stability__AD-SnO₂__Series_1.csv,12,17,0,11.930980990302146,202.82667683513566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010019112534090178,0.00013227790205089989,1.2963563087912128e-05
x_time_day/10.1002_adfm.201807604/Fig5_A_stability/accepted/10.1002_adfm.201807604__Fig5__A__stability__TA-SnO2__Series_2.csv,13,17,0,11.930980990302146,202.82667683513566,0.0,0.0,0.0,0.0004378477812150114,0.0,0.0,0.0,0.0,0.0,0.00020151689384772457,0.0001700023538352425,1.5821221243316436e-05
x_time_day/10.1002_adfm.201900221/Fig5_D_stability_performance_curve_pce/accepted/10.1002_adfm.201900221__Fig5__D__stability_performance_curve_pce__F-PEAI__Series_2.csv,14,13,0,16.19407663072616,210.52299619943923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0578595270711666e-05,0.0001669499365344673,5.353238945146754e-06
x_time_day/10.1002_adfm.201900221/Fig5_D_stability_performance_curve_pce/accepted/10.1002_adfm.201900221__Fig5__D__stability_performance_curve_pce__PEAI__Series_1.csv,15,13,0,16.19407663072616,210.52299619943926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013287485987616832,0.00021100591509936003,9.350502918488877e-06
x_time_day/10.1002_adfm.202000778/Fig6_D_stability_performance_curve_pce/accepted/10.1002_adfm.202000778__Fig6__D__stability_performance_curve_pce__MAPbI₃__Series_2.csv,16,26,0,7.932539096390599,206.2460165061545,0.0,0.0,0.0,0.0,0.00016934272904224777,0.0,0.0,0.0,0.0,0.0003221952749579375,0.0006288947662766059,6.835569107817848e-05
x_time_day/10.1002_adfm.202001418/Fig6_A_stability_performance_curve_pce/accepted/10.1002_adfm.202001418__Fig6__A__stability_performance_curve_pce__T—ITO_PCgBM__Series_1.csv,17,12,0,17.67353221557272,212.08238658687202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.093304661940583e-05,8.624648647259883e-05,1.8820052112735564e-06
x_time_day/10.1002_adfm.202001557/Fig4_B_pce/accepted/10.1002_adfm.202001557__Fig4__B__pce__perovskite__Series_1.csv,18,33,0,6.223802341996475,205.3854772858815,0.0,0.0,0.0,0.0,0.0003635277953225556,0.0,0.0,0.0,0.0,0.0005215901983600694,0.00039206770298011483,0.0001963289271135754
x_time_day/10.1002_adfm.202008052/Fig7_G_decay/accepted/10.1002_adfm.202008052__Fig7__G__decay__W_MoOx__Series_2.csv,19,16,0,13.015103347094907,208.2416535535176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.259266860723765e-05,6.28518961176528e-05,6.322368306173223e-06
x_time_day/10.1002_adfm.202008052/Fig7_G_decay/accepted/10.1002_adfm.202008052__Fig7__G__decay__W_o_MoOx__Series_1.csv,20,16,0,13.015103347094886,208.24165355351752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9740602413828694e-05,7.160559223320863e-05,6.628272473175467e-06
x_time_day/10.1002_adfm.202101568/Fig6_F_stability_performance_curve_pce/accepted/10.1002_adfm.202101568__Fig6__F__stability_performance_curve_pce__Without_HOCP__Series_2.csv,21,13,0,15.687931475035441,203.94310917546028,0.0,0.0,0.0,0.0015755953468753452,0.0,0.0,0.0,0.0,0.0,0.00043560564584674234,0.00037146721226934365,1.0461516265072032e-05
x_time_day/10.1002_adfm.202106560/Fig4_A_stability_performance_curve_pce/accepted/10.1002_adfm.202106560__Fig4__A__stability_performance_curve_pce__FASnl-based_perovskite_with_HTL__Series_1.csv,22,12,0,17.634856349599914,211.61827619519863,0.0,0.0,0.0,0.0,0.00022178758075380172,0.0,0.0,0.0,0.0,0.00031354300310436144,0.0002674932129005237,2.9682196546702764e-06
x_time_day/10.1002_adfm.202204450/Fig1_F_stability/accepted/10.1002_adfm.202204450__Fig1__F__stability__Control__Series_1.csv,23,22,0,9.184310846509248,202.05483862320335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017126281004849997,0.00017697239561227304,4.087587905434634e-05
x_time_day/10.1002_adma.201606806/Fig5_A_stability_performance_curve_pce/accepted/10.1002_adma.201606806__Fig5__A__stability_performance_curve_pce__Control__Series_1.csv,24,11,1,19.559841002528344,215.158251027811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.910407227948583e-05,0.00015594213458506876,2.603763663502507e-06
x_time_day/10.1002_adma.201606806/Fig5_A_stability_performance_curve_pce/accepted/10.1002_adma.201606806__Fig5__A__stability_performance_curve_pce__PCBM__Series_2.csv,25,11,0,19.559841002528344,215.158251027811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020737405800469263,0.0002650441664199574,6.616017443594892e-06
x_time_day/10.1002_adma.201700607/Fig2_F_stability_performance_curve_pce/accepted/10.1002_adma.201700607__Fig2__F__stability_performance_curve_pce__ICBA-mixture__Series_1.csv,26,17,0,11.857858562836356,201.58359556821722,0.0,0.0,0.0,0.0,0.0006070039885536814,0.0,0.0,0.0,0.0,0.0006552764396920639,0.00034752314588781493,2.2534616297209146e-05
x_time_day/10.1002_adma.201706975/Fig4_A_stability_performance_curve/accepted/10.1002_adma.201706975__Fig4__A__stability_performance_curve__TiO2__Series_2.csv,27,26,0,7.758989907574062,201.73373759692515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.370363712289998e-05,0.00013190143160783424,3.321739340135268e-05
x_time_day/10.1002_adma.201900605/Fig5_F_stability_performance_curve_pce/accepted/10.1002_adma.201900605__Fig5__F__stability_performance_curve_pce__CsPbl__Series_2.csv,28,14,0,14.45813477706912,202.41388687896733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018115967770663754,0.0003184950914592484,1.0850131740290692e-05
x_time_day/10.1002_adma.201902902/Fig6_D_stability_performance_curve_pce/accepted/10.1002_adma.201902902__Fig6__D__stability_performance_curve_pce__1TSnO₂__Series_1.csv,29,12,0,17.220388849630965,206.644666195571,0.0,0.0,0.0,0.0,1.6854845647672565e-05,0.0,0.0,0.0,0.0,4.3263024282303506e-05,6.863863023052348e-05,2.440321552822922e-06
x_time_day/10.1002_adma.201907864/Fig1_F_stability_performance_curve_pce/accepted/10.1002_adma.201907864__Fig1__F__stability_performance_curve_pce__1%_H₂O__Series_3.csv,30,12,0,17.187611981190543,206.25134377428608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014640827122455467,0.00012295888546986076,5.270428284899215e-06
x_time_day/10.1002_adma.201907864/Fig1_F_stability_performance_curve_pce/accepted/10.1002_adma.201907864__Fig1__F__stability_performance_curve_pce__Reference__Series_2.csv,31,12,0,17.18761198119057,206.2513437742861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9684227682571866e-05,0.00010920580639905075,2.574765927861246e-06
x_time_day/10.1002_admi.201900939/Fig11_D_pce/accepted/10.1002_admi.201900939__Fig11__D__pce__Standard__Series_2.csv,32,15,3,25.32143216515027,202.57145732120233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016305768647574065,0.0006226163609519788,9.779095749444897e-05
x_time_day/10.1002_admi.202101463/Fig7_B_stability_performance_curve_pce/accepted/10.1002_admi.202101463__Fig7__B__stability_performance_curve_pce__Pristine__Series_1.csv,33,17,0,12.03490623151987,204.59340593583704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016183359635100662,0.00024070581308612062,1.0457119622249536e-05
x_time_day/10.1002_advs.201801715/Fig5_A_sem_image_stability_performance_curve_pce/accepted/10.1002_advs.201801715__Fig5__A__sem_image_stability_performance_curve_pce__Control__Series_1.csv,34,29,0,7.02462290433354,203.71406422567182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012292296475657495,0.00017268285521895022,6.175169237676334e-05
x_time_day/10.1002_advs.202101418/Fig5_A_stability_performance_curve_pce/accepted/10.1002_advs.202101418__Fig5__A__stability_performance_curve_pce__W_o_Ti₃C2C1x__Series_1.csv,35,13,0,15.74771102275767,204.72024329584906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016977563528829706,0.0005047257077469721,1.435923486344755e-05
x_time_day/10.1002_aenm.201501354/Fig9_C_stability_performance_curve/accepted/10.1002_aenm.201501354__Fig9__C__stability_performance_curve__Device_based_on_C-PbI₂__Series_1.csv,36,12,0,17.463384838118714,209.5606180574243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.393777804352134e-05,9.690296930850274e-05,3.2445926196873438e-06
x_time_day/10.1002_aenm.201502206/Fig7_A_pce/accepted/10.1002_aenm.201502206__Fig7__A__pce__S1__Series_1.csv,37,65,0,6.068948865713267,200.27531256853834,0.0,0.0,0.0,0.00030468693213321103,6.83801890622833e-05,0.0,0.0,0.0,0.0,0.0014394369307251086,0.00136372600608301,0.003001482045122811
x_time_day/10.1002_aenm.201502206/Fig7_A_pce/accepted/10.1002_aenm.201502206__Fig7__A__pce__S3__Series_2.csv,38,66,2,3.0344744328566833,200.2753125685383,0.0,0.0,0.0,0.002911861359784588,0.0,0.0,0.0,0.0,0.0,0.0007806966029911021,0.0010662246261532004,0.002578421473525846
x_time_day/10.1002_aenm.201602556/Fig7_A_stability_performance_curve/accepted/10.1002_aenm.201602556__Fig7__A__stability_performance_curve__doped_Spiro-OMeTAD__Series_1.csv,39,20,0,10.329833275156005,206.59666550311934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000260861704700585,0.00023984258611588194,2.3375018630225288e-05
x_time_day/10.1002_aenm.201700683/Fig5_A_stability_performance_curve_pce/accepted/10.1002_aenm.201700683__Fig5__A__stability_performance_curve_pce__Spiro-OMeTAD__Series_1.csv,40,13,0,16.143511423871246,209.86564851032563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021800171849379503,0.001038109473569099,1.8359872609261753e-05
x_time_day/10.1002_aenm.201702960/Fig5_F_stability_performance_curve/accepted/10.1002_aenm.201702960__Fig5__F__stability_performance_curve__Pristine__Series_1.csv,41,15,0,13.380428295186618,200.7064244277987,0.0,0.0,0.0,0.0,0.0008092018601248566,0.0,0.0,0.0,0.0,0.0008079104166388903,0.0002349989243238791,5.1376833737493765e-06
x_time_day/10.1002_aenm.201703392/Fig6_C_stability_performance_curve/accepted/10.1002_aenm.201703392__Fig6__C__stability_performance_curve__Reference__Series_1.csv,42,17,0,11.963770885554425,203.38410505442437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.116353479668142e-05,0.00013984431439159248,6.956615826714431e-06
x_time_day/10.1002_aenm.201800715/Fig6_D_stability_performance_curve_pce/accepted/10.1002_aenm.201800715__Fig6__D__stability_performance_curve_pce__W_OAQ310__Series_1.csv,43,22,0,9.465017127088743,208.2303767959519,0.0,0.0,0.0,0.0,0.00027051994138669965,0.0,0.0,0.0,0.0,0.00026407372353318793,0.00012772179373050875,3.086333947773784e-05
x_time_day/10.1002_aenm.201803766/Fig4_F_stability_performance_curve_pce/accepted/10.1002_aenm.201803766__Fig4__F__stability_performance_curve_pce__Control__Series_1.csv,44,20,0,10.27447639880154,205.4895279760296,0.0,0.0,0.0,0.0,0.00019549047630571862,0.0,0.0,0.0,0.0,0.00020744965031060635,0.00010407875279577266,1.3851457638622137e-05
x_time_day/10.1002_aenm.201803766/Fig4_F_stability_performance_curve_pce/accepted/10.1002_aenm.201803766__Fig4__F__stability_performance_curve_pce__SP1__Series_2.csv,45,20,0,10.27447639880151,205.4895279760296,0.0,0.0,0.0,0.0,2.6564745208733553e-05,0.0,0.0,0.0,0.0,7.554683462922695e-05,0.00011910618591597895,1.404700909802625e-05
x_time_day/10.1002_aenm.201803766/Fig4_F_stability_performance_curve_pce/accepted/10.1002_aenm.201803766__Fig4__F__stability_performance_curve_pce__SP3__Series_3.csv,46,20,0,10.27447639880151,205.4895279760296,0.0,0.0,0.0,0.0,0.00019545138942241472,0.0,0.0,0.0,0.0,0.00021008018839114605,9.471868232113726e-05,9.803929798051636e-06
x_time_day/10.1002_aenm.201903013/Fig5_E_stability_performance_curve_pce/accepted/10.1002_aenm.201903013__Fig5__E__stability_performance_curve_pce__Reference__Series_1.csv,47,18,0,11.176230700985627,201.17215261774064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014444226723222376,0.0002022491235887961,2.3013547394965013e-05
x_time_day/10.1002_aenm.202101416/Fig4_F_stability_performance_curve/accepted/10.1002_aenm.202101416__Fig4__F__stability_performance_curve__SnO₂__Series_1.csv,48,15,0,14.062383681462904,210.93575522194345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007591383015805676,0.0006885322704213562,1.8444106891132554e-05
x_time_day/10.1002_anie.202105512/Fig4_D_stability_performance_curve_pce_photovoltaic_parameter/accepted/10.1002_anie.202105512__Fig4__D__stability_performance_curve_pce_photovoltaic_parameter__Control_Device__Series_2.csv,49,11,0,18.553567175677586,204.08923893245336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017609187325378197,0.00019211185824933916,5.160792474187933e-06
x_time_day/10.1002_chem.201703382/Fig5_A_stability_performance_curve_pce/accepted/10.1002_chem.201703382__Fig5__A__stability_performance_curve_pce__PCBM+PMMA1__Series_4.csv,50,13,1,16.361854606240883,212.70410988113076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030938739689216534,0.00041214536668082735,1.1076382932773768e-05
x_time_day/10.1002_chem.201703382/Fig5_A_stability_performance_curve_pce/accepted/10.1002_chem.201703382__Fig5__A__stability_performance_curve_pce__PCBM+PMMA2__Series_1.csv,51,13,0,16.361854606240854,212.7041098811307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014020473232209598,0.0003361720822145998,8.32006853912732e-06
x_time_day/10.1002_chem.201703382/Fig5_A_stability_performance_curve_pce/accepted/10.1002_chem.201703382__Fig5__A__stability_performance_curve_pce__PCBM+PMMA3__Series_3.csv,52,13,5,16.361854606240854,212.7041098811307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006747096179573697,0.0007844190085536421,4.9255922283721564e-05
x_time_day/10.1002_chem.201703382/Fig5_A_stability_performance_curve_pce/accepted/10.1002_chem.201703382__Fig5__A__stability_performance_curve_pce__PCBM__Series_2.csv,53,13,1,16.361854606240854,212.7041098811307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005669249872490993,0.000922605732151552,5.535688415570269e-05
x_time_day/10.1002_cnma.201800064/Fig6_B_stability_performance_curve/accepted/10.1002_cnma.201800064__Fig6__B__stability_performance_curve__(a)MAPbl₃__Series_1.csv,54,32,0,12.215024794216063,201.54790910456492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010753398966870166,0.00019061926712720208,9.286831841358758e-05
x_time_day/10.1002_cssc.201600887/Fig6_whole_stability/accepted/10.1002_cssc.201600887__Fig6__whole__stability__D-0_in_ambient_atm__Series_3.csv,55,15,0,13.580209997109733,203.70314995664535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002384115111301843,0.00031898848545692355,1.5906915462662904e-05
x_time_day/10.1002_cssc.201600887/Fig6_whole_stability/accepted/10.1002_cssc.201600887__Fig6__whole__stability__−−D-0_in_glove_box__Series_1.csv,56,15,0,13.580209997109733,203.70314995664532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018882495043224423,0.00029195911937535883,1.1259990508397252e-05
x_time_day/10.1002_cssc.201600887/Fig7_D_photovoltaic_parameter/accepted/10.1002_cssc.201600887__Fig7__D__photovoltaic_parameter__D-0__Series_2.csv,57,16,0,12.97168764793463,207.54700236695334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013621976403319327,0.0003022251703511726,1.0384564111247946e-05
x_time_day/10.1002_cssc.201600887/Fig7_D_photovoltaic_parameter/accepted/10.1002_cssc.201600887__Fig7__D__photovoltaic_parameter__D-5__Series_3.csv,58,16,0,12.97168764793463,207.54700236695328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.206444074569922e-05,0.00015729932025566822,8.51398210492775e-06
x_time_day/10.1002_cssc.201700271/Fig5_C_stability_performance_curve_pce/accepted/10.1002_cssc.201700271__Fig5__C__stability_performance_curve_pce__Device_without_PVP__Series_2.csv,59,18,0,11.489286178023463,206.80715120442164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011759103414409526,0.00012767981618185426,1.7779565028130763e-05
x_time_day/10.1002_cssc.201700603/Fig5_B_stability_performance_curve_pce/accepted/10.1002_cssc.201700603__Fig5__B__stability_performance_curve_pce__0__Series_4.csv,60,27,0,7.589679767466038,204.92135372158208,0.0,0.0,0.0,0.0,0.000687276050038169,0.0,0.0,0.0,0.0,0.0006593802966136259,0.0002556608698560779,8.380174891706091e-05
x_time_day/10.1002_cssc.201700603/Fig5_B_stability_performance_curve_pce/accepted/10.1002_cssc.201700603__Fig5__B__stability_performance_curve_pce__5__Series_1.csv,61,27,0,7.589679767466013,204.92135372158205,0.0,0.0,0.0,0.0,0.0016756218642793265,0.0,0.0,0.0,0.0,0.0016354120771145423,0.0004111386836818537,0.00010820109887235093
x_time_day/10.1002_cssc.201702265/Fig3_A_pce/accepted/10.1002_cssc.201702265__Fig3__A__pce__MAPbI₃_+_10%_F1_0.5_mmol__Series_1.csv,62,33,0,6.150879103943353,202.97901043012934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.232146855783794e-05,1.4209670583405838e-05,1.2325285579808614e-05
x_time_day/10.1002_cssc.201702265/Fig3_A_pce/accepted/10.1002_cssc.201702265__Fig3__A__pce__Reference__Series_2.csv,63,33,0,6.150879103943339,202.97901043012936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.536003406169829e-05,2.347277649506828e-05,1.3023522754883215e-05
x_time_day/10.1002_cssc.201702265/Fig3_B_pce/accepted/10.1002_cssc.201702265__Fig3__B__pce__MAPbl+10%F20.5mmol3__Series_1.csv,64,33,0,6.151302336148518,202.99297709290025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5943260259034495e-05,0.0001231218538000434,5.4003994304173885e-05
x_time_day/10.1002_cssc.201702265/Fig3_B_pce/accepted/10.1002_cssc.201702265__Fig3__B__pce__MAPbl+10%F3_0.5mmol3__Series_3.csv,65,33,0,6.151302336148547,202.99297709290022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.976312308441794e-05,8.593196256536842e-05,5.568061075368554e-05
x_time_day/10.1002_cssc.201702265/Fig3_B_pce/accepted/10.1002_cssc.201702265__Fig3__B__pce__Reference__Series_2.csv,66,33,0,6.151302336148518,202.99297709290025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.337300941155274e-05,0.00011949191221399734,4.934559504263618e-05
x_time_day/10.1002_cssc.201702265/Fig3_C_pce/accepted/10.1002_cssc.201702265__Fig3__C__pce__MAPbI₃_+_10%_C₆₀__Series_3.csv,67,20,0,10.229768271396637,204.59536542793174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.339496414694777e-05,5.394417198455992e-05,6.2965576156377956e-06
x_time_day/10.1002_cssc.201702265/Fig3_C_pce/accepted/10.1002_cssc.201702265__Fig3__C__pce__MAPbI₃_+_5%_C₆₀__Series_1.csv,68,20,0,10.229768271396637,204.5953654279318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3954776460430106e-05,2.840233470730016e-05,5.295851800862787e-06
x_time_day/10.1002_cssc.201702265/Fig3_C_pce/accepted/10.1002_cssc.201702265__Fig3__C__pce__Reference__Series_2.csv,69,20,0,10.229768271396637,204.59536542793177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.161439075617849e-05,2.7047674595639116e-05,4.190844661768977e-06
x_time_day/10.1002_cssc.201902165/Fig6_B_stability_performance_curve_pce_mapping/accepted/10.1002_cssc.201902165__Fig6__B__stability_performance_curve_pce_mapping__TiO2_NPs__Series_2.csv,70,18,0,11.371302058938,204.68343706088376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020505376010451068,0.00048550414129356495,1.9635535485457663e-05
x_time_day/10.1002_cssc.201903025/Fig7_A_stability_performance_curve_pce/accepted/10.1002_cssc.201903025__Fig7__A__stability_performance_curve_pce__NiO_NCs__Series_1.csv,71,18,0,11.350046118463041,204.30083013233403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.605465461771966e-05,0.0001364078307061358,1.7678611318940394e-05
x_time_day/10.1002_cssc.201903025/Fig7_A_stability_performance_curve_pce/accepted/10.1002_cssc.201903025__Fig7__A__stability_performance_curve_pce__NiO_NWs_DEA__Series_3.csv,72,18,0,11.350046118463041,204.30083013233403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.734851991006634e-05,9.149657819089224e-05,1.4621545922364156e-05
x_time_day/10.1002_cssc.201903025/Fig7_A_stability_performance_curve_pce/accepted/10.1002_cssc.201903025__Fig7__A__stability_performance_curve_pce__NiO_NWs__Series_2.csv,73,18,0,11.35004611846307,204.300830132334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010908919770862916,0.0001593115935521381,1.4431633052008827e-05
x_time_day/10.1002_ente.201800378/Fig9_C_jv_curve_stability_performance_pce_jsc/accepted/10.1002_ente.201800378__Fig9__C__jv_curve_stability_performance_pce_jsc__W_O_PVB__Series_1.csv,74,45,0,4.5378202689484795,204.20191210268004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004452380357968813,0.0007126835347076702,0.0004250980981719844
x_time_day/10.1002_ente.201800378/Fig9_C_jv_curve_stability_performance_pce_jsc/accepted/10.1002_ente.201800378__Fig9__C__jv_curve_stability_performance_pce_jsc__With_PVB__Series_2.csv,75,45,0,4.5378202689484795,204.20191210267998,0.0,0.0,0.0,0.0,7.80460539976602e-05,0.0,0.0,0.0,0.0,0.00019173651676250407,0.0003732435906477533,0.00030944019712174283
x_time_day/10.1002_ente.201900990/Fig6_whole_stability/accepted/10.1002_ente.201900990__Fig6__whole__stability__Standard__Series_1.csv,76,33,0,6.195040677656152,204.43634236265152,0.0,0.0,0.0,0.0,0.0004564548061278058,0.0,0.0,0.0,0.0,0.00043060047746295064,0.00013772085759720931,6.0133445490024124e-05
x_time_day/10.1002_ente.202200761/Fig5_F_stability_performance_curve/accepted/10.1002_ente.202200761__Fig5__F__stability_performance_curve__Pristine__Series_1.csv,77,11,0,18.31927073560439,201.5119780916477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010963133114282342,0.0002149599699585366,3.2614194874496177e-06
