array_row,curve_id,pce_0h,pce_10h,pce_20h,pce_50h,pce_100h,pce_150h,pce_200h,slope_0_10h,slope_10_50h,slope_50_100h,slope_100_200h,peak_time_h,peak_value,initial_gain,minimum_time_h,minimum_value,recovery_to_200h,maximum_post_min_recovery,max_drop_rate_per_h,max_drop_time_h,auc_mean_0_200h,endpoint_change,mean_abs_derivative,rule_shape_category
408,x_time_day/10.1039_c9ta03022k/Fig1_F_stability_performance_curve_pce/accepted/10.1039_c9ta03022k__Fig1__F__stability_performance_curve_pce__PTAA__Series_2.csv,0.9945606091494033,0.9983333158650747,0.9999854552084331,0.995555613973589,0.9726911568585757,0.8151594585460332,0.729034125830014,0.0003772706715671426,-6.944254728714073e-05,-0.00045728914230026786,-0.002436570310285616,21.0,1.0,0.005439390850596748,200.0,0.729034125830014,0.0,0.0,-0.0043325165610266225,135.0,0.91343689496611,-0.2655264833193892,0.0013779969995253308,moderate_decay
409,x_time_day/10.1039_c9ta08084h/Fig7_D_stability_performance_curve_pce/accepted/10.1039_c9ta08084h__Fig7__D__stability_performance_curve_pce__0—NiOx_PS_MAPbl3__Series_2.csv,0.9957491967831589,0.9995863010337982,0.9991741596930404,0.9966124809892969,0.9933270811092363,0.988013884392164,0.9787458623085533,0.0003837104250639323,-7.434550111253269e-05,-6.570799760121205e-05,-0.00014581218800682971,14.0,1.0,0.004250803216841126,183.0,0.9787458623085533,0.0,0.0,-0.0004023045448146023,173.0,0.9916148193559242,-0.017003334474605558,0.00012803993260973148,stable
410,x_time_day/10.1039_c9ta08084h/Fig7_D_stability_performance_curve_pce/accepted/10.1039_c9ta08084h__Fig7__D__stability_performance_curve_pce__NiOx_MAPbl₃__Series_3.csv,1.0,1.0,1.0,0.9990301659108737,0.991212347294355,0.9850903936600639,0.9659078223232561,0.0,-2.4245852228158004e-05,-0.0001563563723303729,-0.00025304524971098916,0.0,1.0,0.0,200.0,0.9659078223232561,0.0,0.0,-0.0006733941940182397,192.0,0.9901259010079199,-0.034092177676743884,0.00017112302167476476,stable
411,x_time_day/10.1039_c9ta08177a/Fig6_B_stability_performance_curve/accepted/10.1039_c9ta08177a__Fig6__B__stability_performance_curve__withPEVCNT__Series_2.csv,1.0,0.9671944454772758,0.9172447886100084,0.8268795290072309,0.7774139775017993,0.7641080655186135,0.7446694332124482,-0.003280555452272416,-0.0035078729117511225,-0.0009893110301086327,-0.0003274454428935114,0.0,1.0,0.0,200.0,0.7446694332124482,0.0,0.0,-0.0054792810958070315,20.0,0.8055682672990798,-0.25533056678755184,0.001277113547076229,early_drop
412,x_time_day/10.1039_c9ta08177a/Fig6_B_stability_performance_curve/accepted/10.1039_c9ta08177a__Fig6__B__stability_performance_curve__without_PEVCNT__Series_1.csv,1.0,0.9840784423592218,0.9622853606631055,0.8764001942114077,0.8400080947930215,0.8236987015558804,0.8176943601789093,-0.0015921557640778184,-0.0026919562036953532,-0.0007278419883677234,-0.00022313734614112234,0.0,1.0,0.0,200.0,0.8176943601789093,0.0,0.0,-0.003216039947996907,38.0,0.8634545470668701,-0.18230563982109071,0.0009118604509363182,moderate_decay
413,x_time_day/10.1039_c9ta11744j/Fig6_A_stability_performance_curve_pce/accepted/10.1039_c9ta11744j__Fig6__A__stability_performance_curve_pce__Spiro-OMeTAD__Series_1.csv,1.0,1.0,1.0,0.9934478054461368,0.9371325374999374,0.8655001182152543,0.8035054147384624,0.0,-0.0001638048638465811,-0.0011263053589239869,-0.0013362712276147504,0.0,1.0,0.0,200.0,0.8035054147384624,0.0,0.0,-0.0024079664431547743,156.0,0.9238260131039818,-0.19649458526153762,0.0009789473055527786,moderate_decay
414,x_time_day/10.1039_c9tc00374f/Fig4_F_jv_curve_stability_performance_pce/accepted/10.1039_c9tc00374f__Fig4__F__jv_curve_stability_performance_pce__Reference-PSC__Series_1.csv,1.0,0.9988702313677593,0.9966186471608715,0.9904583819389756,0.9887381019075334,0.9751458123374155,0.9710639670500212,-0.00011297686322406797,-0.00021029623571959256,-3.440560062884401e-05,-0.00017674134857512236,0.0,1.0,0.0,200.0,0.9710639670500212,0.0,0.0,-0.00040628744081289137,111.0,0.9847961661725294,-0.028936032949978818,0.0001441329378753459,stable
415,x_time_day/10.1039_c9tc02526j/Fig7_whole_stability/accepted/10.1039_c9tc02526j__Fig7__whole__stability__NiOX__Series_3.csv,0.9990587872866065,1.0,0.9999934360293574,0.9979898190527524,0.9950774632690742,0.9879597051185703,0.9783705112602508,9.412127133935355e-05,-5.025452368118966e-05,-5.824711567356422e-05,-0.00016706952008823438,10.0,1.0,0.0009412127133935355,200.0,0.9783705112602508,0.0,0.0,-0.0003393550371936782,172.0,0.9927773759273057,-0.0206882760263557,0.00011313033798078154,stable
416,x_time_day/10.1039_c9tc03120k/Fig7_D_stability_performance_curve_pce/accepted/10.1039_c9tc03120k__Fig7__D__stability_performance_curve_pce__NPB__Series_1.csv,1.0,0.9796401730730097,0.9572819966167623,0.8921737803326595,0.8280768065184754,0.795626049407484,0.7185198534147902,-0.0020359826926990344,-0.0021866598185087543,-0.0012819394762836822,-0.0010955695310368519,0.0,1.0,0.0,200.0,0.7185198534147902,0.0,0.0,-0.002404416392151776,10.0,0.8439921989005285,-0.2814801465852098,0.0014070041431180455,moderate_decay
417,x_time_day/10.1039_c9tc05410c/Fig5_F_stability_performance_curve_image/accepted/10.1039_c9tc05410c__Fig5__F__stability_performance_curve_image__Z8@MWCNT__Series_2.csv,1.0,0.9912412075873032,0.9799031263312671,0.9460314068982879,0.9110804875319916,0.9018452588417155,0.865881490566979,-0.0008758792412696837,-0.0011302450172253815,-0.000699018387325927,-0.00045198996965012503,0.0,1.0,0.0,200.0,0.865881490566979,0.0,0.0,-0.0014822295533395424,29.0,0.9225906262990068,-0.13411850943302095,0.0006715084687405553,moderate_decay
418,x_time_day/10.1039_c9tc05410c/Fig5_F_stability_performance_curve_image/accepted/10.1039_c9tc05410c__Fig5__F__stability_performance_curve_image__Z8__Series_1.csv,1.0,0.9724300421898658,0.9299284477166471,0.80429587405229,0.6627401926428617,0.5805215482114165,0.483669098831073,-0.002756995781013416,-0.004203354203439397,-0.0028311136281885664,-0.0017907109381178866,0.0,1.0,0.0,200.0,0.483669098831073,0.0,0.0,-0.004417153775188309,21.0,0.6962236449472979,-0.516330901168927,0.0025788025417476292,rapid_decay
419,x_time_day/10.1039_d0dt03201h/Fig6_E_stability_performance_curve_pce/accepted/10.1039_d0dt03201h__Fig6__E__stability_performance_curve_pce__HTMwithout_BiWg-Zn__Series_2.csv,1.0,1.0,0.9997243547549544,0.9905895615376059,0.9773906671623993,0.9623895461398256,0.9455316477794351,0.0,-0.00023526096155985222,-0.00026397788750413207,-0.00031859019382964206,0.0,1.0,0.0,200.0,0.9455316477794351,0.0,0.0,-0.00037032047352392183,41.0,0.9764627746207012,-0.0544683522205649,0.0002718255283789495,stable
420,x_time_day/10.1039_d0qm00983k/Fig10_B_stability_performance_curve/accepted/10.1039_d0qm00983k__Fig10__B__stability_performance_curve__o—Pristine__Series_1.csv,0.9811081105854549,0.9828411168055947,0.9874700146442741,1.0,0.9831997507870565,0.9305268803705895,0.8727974534242208,0.00017330062201398322,0.0004289720798601321,-0.0003360049842588708,-0.0011040229736283568,40.0,1.0,0.018891889414545115,200.0,0.8727974534242208,0.0,0.0,-0.003200951636625371,152.0,0.9600241006797771,-0.10831065716123411,0.0007274021405242627,initial_gain
421,x_time_day/10.1039_d0ra07254k/Fig6_C_stability_performance_curve/accepted/10.1039_d0ra07254k__Fig6__C__stability_performance_curve__W_O_DDQ__Series_1.csv,0.9969974893960104,0.9996043352512505,1.0,0.998228644610445,0.9738711979727516,0.9364073052213946,0.8887915795334909,0.00026068458552400695,-3.439226602013623e-05,-0.00048714893275386917,-0.0008507961843926071,15.0,1.0,0.0030025106039895944,200.0,0.8887915795334909,0.0,0.0,-0.001068685169747341,170.0,0.9636752470294452,-0.10820590986251954,0.0005709395934462882,moderate_decay
422,x_time_day/10.1039_d0ta06646j/Fig4_G_stability_performance_curve_pce/accepted/10.1039_d0ta06646j__Fig4__G__stability_performance_curve_pce__1nmFPPX__Series_2.csv,1.0,1.0,0.9983984172257929,0.992280376770942,0.9764923997119436,0.9248278100993302,0.8375565786431011,0.0,-0.0001929905807264487,-0.00031575954117996964,-0.001389358210688425,0.0,1.0,0.0,200.0,0.8375565786431011,0.0,0.0,-0.0018368980833255444,168.0,0.9556438877246327,-0.16244342135689893,0.0008122037685804146,moderate_decay
423,x_time_day/10.1039_d0ta06646j/Fig4_G_stability_performance_curve_pce/accepted/10.1039_d0ta06646j__Fig4__G__stability_performance_curve_pce__5nmPPX__Series_1.csv,0.9931035883086179,0.9998406201429042,1.0,0.99930215882767,0.9954023922057453,0.988505980514363,0.988505980514363,0.0006737031834286311,-1.3461532880854055e-05,-7.79953324384941e-05,-6.896411691382332e-05,12.0,1.0,0.006896411691382109,126.0,0.988505980514363,0.0,0.0,-0.0005412469404957321,119.0,0.9939520572596416,-0.004597607794254888,9.373587662314029e-05,stable
424,x_time_day/10.1039_d0ta06646j/Fig4_G_stability_performance_curve_pce/accepted/10.1039_d0ta06646j__Fig4__G__stability_performance_curve_pce__Uncoated__Series_3.csv,1.0,1.0,0.9983984172257929,0.9858984652151015,0.9545613096565874,0.8712681200444494,0.7438325986508428,0.0,-0.00035253836962246263,-0.0006267431111702825,-0.002107287110057445,0.0,1.0,0.0,200.0,0.7438325986508428,0.0,0.0,-0.0029738812766112455,200.0,0.9241508731156034,-0.25616740134915716,0.001281862397947576,moderate_decay
425,x_time_day/10.1039_d0tc01464h/Fig5_C_eqe_curve_stability_performance/accepted/10.1039_d0tc01464h__Fig5__C__eqe_curve_stability_performance__pristine__Series_1.csv,0.9842584679701912,0.9855588923317767,0.9868593166933625,0.9919966198763571,0.9999903586213762,0.9962351666060235,0.9897330447980952,0.0001300424361585506,0.00016094318861450962,0.0001598747749003815,-0.00010257313823280989,101.0,1.0,0.01574153202980877,0.0,0.9842584679701912,0.005474576827903976,0.01574153202980877,-0.0001728316570156485,134.0,0.994047746379248,0.005474576827903976,0.00013004243615856746,initial_gain
426,x_time_day/10.1039_d0tc01464h/Fig5_C_eqe_curve_stability_performance/accepted/10.1039_d0tc01464h__Fig5__C__eqe_curve_stability_performance__with_NH₂GACl__Series_2.csv,0.9541000523209276,0.9594971368060974,0.964224139053863,0.9756092619115522,0.9946291581268459,0.9984897396432567,0.9851420593130316,0.0005397084485169734,0.0004028031276363697,0.00038039792430587526,-9.487098813814377e-05,122.0,1.0,0.04589994767907235,0.0,0.9541000523209276,0.03104200699210391,0.04589994767907235,-0.00033623355049111625,155.0,0.9853515304371521,0.03104200699210391,0.00030431501353898557,initial_gain
427,x_time_day/10.1039_d0tc02535f/Fig6_whole_stability/accepted/10.1039_d0tc02535f__Fig6__whole__stability__Control__Series_2.csv,0.9965910737001231,0.9816470751533538,0.963604031018631,0.928378529261557,0.8478840393713258,0.7769411494288555,0.7305621503897148,-0.001494399854676931,-0.0013317136472949214,-0.0016098897978046223,-0.00117321888981611,2.0,0.9999458400838106,0.0033547663836874797,200.0,0.7305621503897148,0.0,0.0,-0.003479921769478589,23.0,0.8537301971586261,-0.2660289233104083,0.0013617932722048058,moderate_decay
428,x_time_day/10.1039_d0tc03133j/Fig6_D_stability_performance_curve_pce/accepted/10.1039_d0tc03133j__Fig6__D__stability_performance_curve_pce__Without_CB__Series_1.csv,1.0,0.9931799654412168,0.9857488200580713,0.96190774778052,0.9112962394221205,0.866043879324092,0.8339991502534061,-0.0006820034558783217,-0.0007818054415174192,-0.0010122301671679913,-0.0007729708916871436,0.0,1.0,0.0,200.0,0.8339991502534061,0.0,0.0,-0.0011977423799683917,118.0,0.9138761720941782,-0.1660008497465939,0.0008294194928860759,moderate_decay
429,x_time_day/10.1039_d0tc05455k/Fig6_A_stability_performance_curve_pce/accepted/10.1039_d0tc05455k__Fig6__A__stability_performance_curve_pce__CsPbIBr₂__Series_2.csv,0.9740581395883537,0.98293186561303,0.9897599246736993,0.9995432733213204,0.9693109703967154,0.9481757684131226,0.9369495425428584,0.0008873726024676287,0.0004152851927072598,-0.0006046460584920999,-0.0003236142785385698,54.0,0.9999911213086841,0.025932981720330317,200.0,0.9369495425428584,0.0,0.0,-0.0009733269510144305,82.0,0.9695320964521943,-0.037108597045495295,0.00044558064899095895,initial_gain
430,x_time_day/10.1039_d0tc05877g/Fig9_whole_stability/accepted/10.1039_d0tc05877g__Fig9__whole__stability__o—ITO_SnO2_Perovskite__Series_2.csv,1.0,0.9990941220038109,0.9976939392673307,0.9921206048552358,0.9794813333575204,0.9614951003167131,0.9249513685975147,-9.058779961891305e-05,-0.00017433792871437704,-0.0002527854299543075,-0.0005452996476000571,0.0,1.0,0.0,200.0,0.9249513685975147,0.0,0.0,-0.0009757396384335038,182.0,0.9747065479406553,-0.0750486314024853,0.0003759056409791264,stable
431,x_time_day/10.1039_d1ra05399j/Fig5_C_stability_performance_curve_pce/accepted/10.1039_d1ra05399j__Fig5__C__stability_performance_curve_pce__Control__Series_2.csv,1.0,0.9854550743937771,0.9706136005690178,0.9344557366458384,0.8855583155306006,0.8449364420325913,0.7983939868177975,-0.0014544925606222892,-0.0012749834436984685,-0.0009779484223047552,-0.0008716432871280311,0.0,1.0,0.0,200.0,0.7983939868177975,0.0,0.0,-0.001698807893115828,28.0,0.8906958220697426,-0.2016060131822025,0.0010069884434256633,moderate_decay
432,x_time_day/10.1039_d1sc01416a/Fig5_B_stability_performance_curve/accepted/10.1039_d1sc01416a__Fig5__B__stability_performance_curve__Spiro-OMeTAD__Series_1.csv,1.0,0.9967952695719648,0.9930765934114042,0.9800328089952627,0.9559938843609189,0.9275767970270139,0.8984643296194853,-0.0003204730428035152,-0.0004190615144175541,-0.00048077849268687525,-0.0005752955474143362,0.0,1.0,0.0,200.0,0.8984643296194853,0.0,0.0,-0.0006369355387464415,76.0,0.9535608768560853,-0.1015356703805147,0.0005073328704448325,moderate_decay
433,x_time_day/10.1039_d1se00192b/Fig6_A_stability_performance_curve_pce/accepted/10.1039_d1se00192b__Fig6__A__stability_performance_curve_pce__Control__Series_1.csv,0.9946865973775916,1.0,0.9973432986887958,0.9760896881991614,0.9324855861676864,0.8937319475518283,0.8649711723353727,0.0005313402622408425,-0.0005977577950209645,-0.0008720820406295005,-0.0006751441383231372,4.0,1.0,0.005313402622408425,200.0,0.8649711723353727,0.0,0.0,-0.0017576030967600964,71.0,0.9345572186112833,-0.1297154250422189,0.0007060737411189572,moderate_decay
434,x_time_day/10.1039_d1ta04520b/Fig5_A_stability_performance_curve_pce/accepted/10.1039_d1ta04520b__Fig5__A__stability_performance_curve_pce__Pristine__Series_1.csv,1.0,0.9993327762217764,0.9980171557073112,0.9945422918120049,0.9899265863096381,0.9809597454481093,0.9704403746709718,-6.672237782235912e-05,-0.00011976211024428696,-9.231411004733569e-05,-0.00019486211638666373,0.0,1.0,0.0,200.0,0.9704403746709718,0.0,0.0,-0.00025824741775964943,111.0,0.9877546678421283,-0.029559625329028227,0.00014770732867937334,stable
435,x_time_day/10.1039_d2cp02033e/Fig5_A_stability_performance_curve_pce/accepted/10.1039_d2cp02033e__Fig5__A__stability_performance_curve_pce__NiOx_C60_C70__Series_1.csv,1.0,1.0,0.9986513854045659,0.9870525595699523,0.9640545944293384,0.9346329846016218,0.914168993686444,0.0,-0.0003236860107511924,-0.00045995930281227836,-0.0004988560074289438,0.0,1.0,0.0,200.0,0.914168993686444,0.0,0.0,-0.0008444068471255006,127.0,0.9611003215145391,-0.085831006313556,0.0004273840675369318,stable
436,x_time_day/10.1039_d2cp02033e/Fig5_A_stability_performance_curve_pce/accepted/10.1039_d2cp02033e__Fig5__A__stability_performance_curve_pce__PEDOT_PSS_PCBM__Series_2.csv,1.0,0.9961563828674971,0.9922174568635386,0.9656539974927388,0.8997364787368832,0.8499071785916064,0.8187618631312036,-0.0003843617132502919,-0.0007625596343689561,-0.001318350375117112,-0.0008097461560567965,0.0,1.0,0.0,200.0,0.8187618631312036,0.0,0.0,-0.0015682010826771897,99.0,0.9063066067536616,-0.18123813686879642,0.0009042228177762725,moderate_decay
437,x_time_day/10.1039_d2ra03411e/Fig8_F_stability_performance_curve_pce/accepted/10.1039_d2ra03411e__Fig8__F__stability_performance_curve_pce__NiOx__Series_1.csv,1.0,0.9444713164742997,0.8991992324574541,0.8734460154263738,0.8267900242883636,0.8063897174205102,0.7556282106005432,-0.005552868352570029,-0.001775632526198148,-0.0009331198227602044,-0.0007116181368782038,0.0,1.0,0.0,200.0,0.7556282106005432,0.0,0.0,-0.006102977607283733,0.0,0.8405555870489033,-0.2443717893994568,0.0012881874392639083,early_drop
438,x_time_day/10.1039_d3ra00809f/Fig4_C_stability_performance_curve_pce/accepted/10.1039_d3ra00809f__Fig4__C__stability_performance_curve_pce__Control__Series_1.csv,1.0,0.9960064807846315,0.9940370214308812,0.9860821317454033,0.9625563685098656,0.9266742964333914,0.8820684853351558,-0.0003993519215368502,-0.00024810872598070576,-0.00047051526471075355,-0.0008048788317470978,0.0,1.0,0.0,200.0,0.8820684853351558,0.0,0.0,-0.0014503767700085324,188.0,0.9555462911336958,-0.1179315146648442,0.0005903374390942532,moderate_decay
439,x_time_day/10.1039_d3ta01935g/Fig5_E_stability_performance_curve_pce/accepted/10.1039_d3ta01935g__Fig5__E__stability_performance_curve_pce__Pure_F-PEA__Series_3.csv,1.0,0.9834250358863104,0.9678162991348171,0.9239978363070274,0.8710736748586304,0.826620920225571,0.7825126448529411,-0.001657496411368964,-0.001485679989482075,-0.001058483228967939,-0.0008856103000568926,0.0,1.0,0.0,200.0,0.7825126448529411,0.0,0.0,-0.0016979192308334001,0.0,0.8776616096028466,-0.21748735514705886,0.0010886700440238025,moderate_decay
440,x_time_day/10.1039_d3ta01935g/Fig5_E_stability_performance_curve_pce/accepted/10.1039_d3ta01935g__Fig5__E__stability_performance_curve_pce__Pure_iso-BA__Series_1.csv,1.0,0.9863807419163556,0.9702524470980354,0.9014483344509379,0.8202240295821799,0.7721343337446341,0.7312178543689877,-0.0013619258083644391,-0.002123310186635444,-0.0016244860973751597,-0.0008900617521319221,0.0,1.0,0.0,200.0,0.7312178543689877,0.0,0.0,-0.002752412597959719,45.0,0.8397955705119843,-0.2687821456310123,0.0013426162202463503,moderate_decay
441,x_time_day/10.1039_d3ta03423b/Fig3_C_stability_performance_curve_pce/accepted/10.1039_d3ta03423b__Fig3__C__stability_performance_curve_pce__Reference__Series_1.csv,0.9955394310346627,0.9963409164302672,0.997150761519277,0.9985131436782209,1.0,0.9968424424005731,0.9897998235993104,8.014853956045398e-05,5.430568119884072e-05,2.9737126435582795e-05,-0.00010200176400689598,75.0,1.0,0.004460568965337308,200.0,0.9897998235993104,0.0,0.0,-0.00017794280198596413,173.0,0.9971925636859509,-0.00573960743535229,7.329743420889087e-05,stable
442,x_time_day/10.1039_d4ra00583j/Fig7_whole_stability_performance_curve_pce/accepted/10.1039_d4ra00583j__Fig7__whole__stability_performance_curve_pce__W_O_BA__Series_2.csv,1.0,0.9960757575479361,0.9921554886955513,0.9794540489898089,0.9608476091102262,0.9412718179190579,0.9249836458996001,-0.00039242424520639083,-0.0004155427139531792,-0.0003721287975916554,-0.00035863963210626014,0.0,1.0,0.0,200.0,0.9249836458996001,0.0,0.0,-0.0004752250805796776,46.0,0.9609875218112788,-0.07501635410039986,0.00037500535485160397,stable
443,x_time_day/10.1039_d4sc02020k/Fig4_A_stability_performance_curve_image/accepted/10.1039_d4sc02020k__Fig4__A__stability_performance_curve_image__PTAA_Li-CYCLIC__Series_2.csv,1.0,0.9962203021467274,0.9916592434852962,0.9773081170444884,0.963894388656905,0.9319672149426552,0.899059670536253,-0.000377969785327259,-0.0004728046275559755,-0.00026827456775166733,-0.00064834718120652,0.0,1.0,0.0,200.0,0.899059670536253,0.0,0.0,-0.0010006392227361327,144.0,0.9567380955345555,-0.10094032946374698,0.0005043220681153833,moderate_decay
444,x_time_day/10.1039_d4sc02020k/Fig4_A_stability_performance_curve_image/accepted/10.1039_d4sc02020k__Fig4__A__stability_performance_curve_image__PTAA_Li-TFSI__Series_1.csv,1.0,0.9885831401797455,0.9789065852963547,0.9570482178840319,0.912335843436554,0.8525362859659662,0.7899917473824247,-0.0011416859820254533,-0.0007883730573928383,-0.0008942474889495577,-0.0012234409605412933,0.0,1.0,0.0,200.0,0.7899917473824247,0.0,0.0,-0.0014299033734971323,131.0,0.9045997848712954,-0.21000825261757528,0.001051250567287943,moderate_decay
445,x_time_day/10.1039_d5sc04440e/Fig4_A_stability_performance_curve_pce/accepted/10.1039_d5sc04440e__Fig4__A__stability_performance_curve_pce__PTAA_Li-TFSI__Series_1.csv,1.0,0.9914018062037651,0.9808330330542387,0.9517498890595192,0.8732454594796665,0.8000459443811242,0.7512150930609913,-0.0008598193796234943,-0.0009912979286061468,-0.0015700885915970542,-0.0012203036641867514,0.0,1.0,0.0,200.0,0.7512150930609913,0.0,0.0,-0.001712810762930339,114.0,0.8749855989082286,-0.24878490693900868,0.0012410021237955358,moderate_decay
446,x_time_day/10.1063_5.0012646/Fig4_B_stability_performance_curve_pce/accepted/10.1063_5.0012646__Fig4__B__stability_performance_curve_pce__PCBM_Ag__Series_1.csv,1.0,0.9898652104262843,0.9819344923123118,0.9722389533809412,0.9292188937177577,0.8836336101927771,0.8416250519601907,-0.001013478957371572,-0.000440656426133576,-0.0008604011932636712,-0.0008759384175756702,0.0,1.0,0.0,179.0,0.8406971371989893,0.0009279147612013539,0.0014741309241954603,-0.0020993730515702635,158.0,0.9222031808639278,-0.15837494803980934,0.0008057363949641023,moderate_decay
447,x_time_day/10.1109_jphotov.2017.2775162/Fig6_A_stability_performance_curve/accepted/10.1109_jphotov.2017.2775162__Fig6__A__stability_performance_curve__without_substrate-preheating__Series_2.csv,1.0,0.9666901969867114,0.9156678977827107,0.7726342602081232,0.6690769777048404,0.6181808741863987,0.4442259287537245,-0.0033309803013288563,-0.004851398419464706,-0.0020711456500656557,-0.002248510489511159,0.0,1.0,0.0,200.0,0.4442259287537245,0.0,0.0,-0.005695351053454256,18.0,0.6930383193149637,-0.5557740712462755,0.00277904865306163,early_drop
448,x_time_day/10.1134_s1063785020030153/Fig3_A_stability_performance_curve_pce_ff/accepted/10.1134_s1063785020030153__Fig3__A__stability_performance_curve_pce_ff__PSC(CH3NH3PbI3)__Series_1.csv,0.998576569221728,0.9998285072979775,0.9998299346100958,0.9914094574337192,0.9706019613290894,0.9502531021687305,0.9284158597549108,0.00012519380762494593,-0.00021047624660645582,-0.0004161499220925968,-0.0004218610157417857,15.0,0.9999993952754662,0.0014228260537382242,200.0,0.9284158597549108,0.0,0.0,-0.0004900457535604308,69.0,0.9697145715733134,-0.07016070946681718,0.0003648025416731192,stable
449,x_time_day/10.1142_s0218625x18501378/Fig9_whole_pce/accepted/10.1142_s0218625x18501378__Fig9__whole__pce__x=0__Series_1.csv,1.0,0.9989968776952827,0.9946910058037698,0.9823420409266208,0.9229662235574543,0.8600568647174999,0.7998600262212201,-0.00010031223047173299,-0.0004163709192165466,-0.0011875163473833307,-0.0012310619733623418,0.0,1.0,0.0,200.0,0.7998600262212201,0.0,0.0,-0.0014407052850346491,183.0,0.9167043961213861,-0.2001399737787799,0.0009979293082424642,moderate_decay
450,x_time_day/10.1186_s11671-019-2936-8/Fig4_A_stability_performance_curve_pce/accepted/10.1186_s11671-019-2936-8__Fig4__A__stability_performance_curve_pce__Series_1__Series_1.csv,0.9844607960420145,0.9906085079047462,0.995227962892869,0.9982538907371836,0.9658409973333082,0.9497901046679007,0.9404330111174616,0.0006147711862731664,0.00019113457081093577,-0.0006482578680775086,-0.00025407986215846614,40.0,0.9999979077826101,0.015537111740595577,199.0,0.9404330111174616,0.0,0.0,-0.0008683314118919649,84.0,0.9702072210835706,-0.04402778492455295,0.00037528432700652806,initial_gain
451,x_time_day/10.1186_s11671-020-03406-w/Fig4_D_jv_curve_stability_performance_pce/accepted/10.1186_s11671-020-03406-w__Fig4__D__jv_curve_stability_performance_pce__x=0__Series_2.csv,1.0,0.996578527350919,0.9913981715213304,0.9743828141174318,0.9398216231323461,0.9040798380436688,0.8652164466033754,-0.0003421472649080992,-0.0005548928308371809,-0.000691223819701714,-0.000746051765289707,0.0,1.0,0.0,200.0,0.8652164466033754,0.0,0.0,-0.0009282937690171522,96.0,0.9383599158922127,-0.13478355339662462,0.0006733868201060867,moderate_decay
452,x_time_day/10.3390_coatings14040409/Fig10_D_stability_performance_curve_pce/accepted/10.3390_coatings14040409__Fig10__D__stability_performance_curve_pce__Reference__Series_2.csv,0.9932256637222332,0.9981103247397236,0.9997751640299359,0.9911597643333185,0.9391671328418326,0.9001999669342476,0.8732420015176163,0.0004884661017490411,-0.00017376401016012678,-0.0010398526298297183,-0.0006592513132421629,24.0,0.9999975817616578,0.006771918039424563,200.0,0.8732420015176163,0.0,0.0,-0.0012472999621774838,92.0,0.9419294585828236,-0.11998366220461687,0.0006669362654458745,moderate_decay
453,x_time_day/10.3390_cryst11121588/Fig4_A_stability_performance_curve_pce/accepted/10.3390_cryst11121588__Fig4__A__stability_performance_curve_pce__Control__Series_1.csv,0.9977274579458673,0.999881717304981,0.9987155850779292,0.9977274579458673,0.9913501478998943,0.9886369886470392,0.9863643713223323,0.00021542593591137305,-5.385648397784326e-05,-0.00012754620091945946,-4.98577657756194e-05,13.0,1.0,0.0022725420541327424,195.0,0.9863643713223323,0.0,0.0,-0.0002609936663168777,136.0,0.9927932975237601,-0.011363086623534913,7.992278797269603e-05,stable
454,x_time_day/10.3390_cryst11121588/Fig4_A_stability_performance_curve_pce/accepted/10.3390_cryst11121588__Fig4__A__stability_performance_curve_pce__OABr__Series_2.csv,1.0,1.0,0.9990220005763714,0.991576539479471,0.9780250828362514,0.9668724170934486,0.9522929234423541,0.0,-0.00021058651301322507,-0.00027102913286439104,-0.00025732159393897393,0.0,1.0,0.0,200.0,0.9522929234423541,0.0,0.0,-0.0006545459764457084,175.0,0.9782415059944973,-0.047707076557645944,0.00023859274786926116,stable
455,x_time_day/10.3390_cryst12020290/Fig10_whole_stability_performance_curve/accepted/10.3390_cryst12020290__Fig10__whole__stability_performance_curve__PSC_0.0wt%__Series_1.csv,1.0,0.9956023950343431,0.9912047900686862,0.9795368898399628,0.96740915855353,0.9503094442000655,0.9266940675032896,-0.0004397604965656887,-0.00040163762985950813,-0.00024255462572865484,-0.00040715091050240405,0.0,1.0,0.0,200.0,0.9266940675032896,0.0,0.0,-0.0007175184780195409,167.0,0.9652201343239122,-0.07330593249671036,0.0003668939949914231,stable
456,x_time_day/10.3390_cryst12081090/Fig6_D_stability_performance_curve_pce/accepted/10.3390_cryst12081090__Fig6__D__stability_performance_curve_pce__FTO_PEIE__Series_2.csv,1.0,0.9908586818485217,0.9817918435873766,0.9456265660398588,0.8640025303196671,0.8152693746946592,0.7783141891741316,-0.0009141318151478339,-0.0011308028952165706,-0.0016324807144038344,-0.0008568834114553547,0.0,1.0,0.0,200.0,0.7783141891741316,0.0,0.0,-0.0029086177600279317,61.0,0.8763727634122032,-0.22168581082586836,0.0011070138579645885,moderate_decay
457,x_time_day/10.3390_cryst12081090/Fig6_D_stability_performance_curve_pce/accepted/10.3390_cryst12081090__Fig6__D__stability_performance_curve_pce__FTO_TiO2__Series_1.csv,1.0,0.9975270387622336,0.9970272688884017,0.989369292691042,0.9371039518767987,0.9051125897288639,0.8808811854026302,-0.0002472961237766413,-0.00020394365177978934,-0.0010453068162848656,-0.0005622276647416857,0.0,1.0,0.0,200.0,0.8808811854026302,0.0,0.0,-0.001505415876509597,63.0,0.9425287851519016,-0.11911881459736984,0.0005943288182336861,moderate_decay
